Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000681,11.540061,[28  3] ; [33 27],[20.78021978 10.21978022] ; [40.21978022 19.78021978],1
r4,1,0.006123,7.51368,[24  7] ; [29 32],[17.85869565 13.14130435] ; [35.14130435 25.85869565],0
n6,1,0.00678,7.330317,[23  7] ; [28 32],[17. 13.] ; [34. 26.],0
b4,1,0.046308,3.970337,[22  9] ; [30 31],[17.52173913 13.47826087] ; [34.47826087 26.52173913],0
a5,1,0.060174,3.532593,[14 17] ; [40 21],[18.19565217 12.80434783] ; [35.80434783 25.19565217],0
u4,1,0.07394,3.193308,[ 3 28] ; [ 1 60],[ 1.34782609 29.65217391] ; [ 2.65217391 58.34782609],0
p5,1,0.07728,3.121201,[ 3 28] ; [ 1 59],[ 1.36263736 29.63736264] ; [ 2.63736264 57.36263736],0
u3,1,0.092881,2.823726,[11  5] ; [10 14],[8.4 7.6] ; [12.6 11.4],0
r2,1,0.119355,2.42576,[27  3] ; [45 14],[24.26966292  5.73033708] ; [47.73033708 11.26966292],0
d5,1,0.151136,2.060747,[17 14] ; [42 18],[20.0989011 10.9010989] ; [38.9010989 21.0989011],0
p9,1,0.155507,2.017386,[ 9 21] ; [10 49],[ 6.40449438 23.59550562] ; [12.59550562 46.40449438],0
s8,1,0.171445,1.870259,[ 7 24] ; [ 7 53],[ 4.76923077 26.23076923] ; [ 9.23076923 50.76923077],0
v4,1,0.178981,1.806069,[23  8] ; [36 24],[20.0989011 10.9010989] ; [38.9010989 21.0989011],0
v1,1,0.180906,1.790164,[12 18] ; [16 45],[ 9.23076923 20.76923077] ; [18.76923077 42.23076923],0
a3,1,0.191063,1.709403,[15 16] ; [37 22],[17.91111111 13.08888889] ; [34.08888889 24.91111111],0
b2,1,0.212049,1.557384,[ 6 15] ; [18 22],[ 8.26229508 12.73770492] ; [15.73770492 24.26229508],0
b3,1,0.212049,1.557384,[ 6 15] ; [18 22],[ 8.26229508 12.73770492] ; [15.73770492 24.26229508],0
b1,1,0.26185,1.258951,[15 16] ; [37 24],[17.52173913 13.47826087] ; [34.47826087 26.52173913],0
b5,1,0.271157,1.210885,[19 12] ; [30 31],[16.51086957 14.48913043] ; [32.48913043 28.51086957],0
s3,1,0.27221,1.205577,[ 8 23] ; [22 37],[10.33333333 20.66666667] ; [19.66666667 39.33333333],0
p8,1,0.278087,1.176417,[ 3 28] ; [11 49],[ 4.76923077 26.23076923] ; [ 9.23076923 50.76923077],0
d4,1,0.287239,1.132517,[24  7] ; [40 20],[21.8021978  9.1978022] ; [42.1978022 17.8021978],0
n3,1,0.28809,1.128527,[7 4] ; [13 16],[5.5 5.5] ; [14.5 14.5],0
a7,1,0.302701,1.062258,[13 18] ; [32 28],[15.32967033 15.67032967] ; [29.67032967 30.32967033],0
n4,1,0.305837,1.048571,[21 10] ; [34 26],[18.73626374 12.26373626] ; [36.26373626 23.73626374],0
d1,1,0.332274,0.940014,[16 15] ; [25 36],[13.81521739 17.18478261] ; [27.18478261 33.81521739],0
p1,1,0.361375,0.83311,[ 1 30] ; [ 5 56],[ 2.02173913 28.97826087] ; [ 3.97826087 57.02173913],0
d3,1,0.373411,0.792283,[17 14] ; [27 33],[14.98901099 16.01098901] ; [29.01098901 30.98901099],0
