Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.190781,[ 1 22] ; [80 29],[14.11363636  8.88636364] ; [66.88636364 42.11363636],1
r3,1,0.000448,12.321618,[ 9 14] ; [83 26],[16.03030303  6.96969697] ; [75.96969697 33.03030303],1
r1,1,0.000641,11.653247,[ 7 16] ; [74 34],[14.22137405  8.77862595] ; [66.77862595 41.22137405],1
v4,1,0.000654,11.615585,[12 11] ; [91 17],[18.08396947  4.91603053] ; [84.91603053 23.08396947],1
a5,1,0.002822,8.919346,[ 7 16] ; [70 39],[13.41666667  9.58333333] ; [63.58333333 45.41666667],0
d2,1,0.005389,7.743951,[ 4 19] ; [53 55],[10.00763359 12.99236641] ; [46.99236641 61.00763359],0
a3,1,0.00943,6.739521,[ 8 14] ; [70 36],[13.40625  8.59375] ; [64.59375 41.40625],0
s6,1,0.014595,5.964667,[ 3 20] ; [43 65],[ 8.07633588 14.92366412] ; [37.92366412 70.07633588],0
d1,1,0.01481,5.938958,[ 5 18] ; [54 55],[10.28030303 12.71969697] ; [48.71969697 60.28030303],0
b1,1,0.022222,5.228302,[17  6] ; [52 57],[12.02272727 10.97727273] ; [56.97727273 52.02272727],0
a6,1,0.023659,5.119469,[ 8 15] ; [66 43],[12.89393939 10.10606061] ; [61.10606061 47.89393939],0
d3,1,0.025949,4.959382,[ 8 15] ; [65 43],[12.81679389 10.18320611] ; [60.18320611 47.81679389],0
v1,1,0.026081,4.950637,[ 3 20] ; [40 68],[ 7.54961832 15.45038168] ; [35.45038168 72.54961832],0
p10,1,0.027391,4.865993,[ 4 18] ; [46 60],[ 8.59375 13.40625] ; [41.40625 64.59375],0
p8,1,0.030739,4.667457,[ 2 20] ; [34 73],[ 6.13953488 15.86046512] ; [29.86046512 77.13953488],0
v3,1,0.034804,4.454762,[ 2 21] ; [31 72],[ 6.02380952 16.97619048] ; [26.97619048 76.02380952],0
n6,1,0.039815,4.225745,[ 9 14] ; [68 41],[13.41666667  9.58333333] ; [63.58333333 45.41666667],0
p7,1,0.040646,4.19073,[ 5 18] ; [48 59],[ 9.37692308 13.62307692] ; [43.62307692 63.37692308],0
p6,1,0.072453,3.226547,[ 1 20] ; [23 84],[ 3.9375 17.0625] ; [20.0625 86.9375],0
a8,1,0.074769,3.175089,[ 4 17] ; [ 7 95],[ 1.87804878 19.12195122] ; [ 9.12195122 92.87804878],0
a7,1,0.082818,3.008718,[11 12] ; [73 36],[14.63636364  8.36363636] ; [69.36363636 39.63636364],0
s5,1,0.087292,2.92361,[ 1 22] ; [20 86],[ 3.74418605 19.25581395] ; [17.25581395 88.74418605],0
p9,1,0.092771,2.825629,[ 6 15] ; [51 54],[ 9.5 11.5] ; [47.5 57.5],0
v2,1,0.097864,2.740017,[ 4 18] ; [39 68],[ 7.33333333 14.66666667] ; [35.66666667 71.33333333],0
d5,1,0.107034,2.597483,[13 10] ; [80 29],[16.20454545  6.79545455] ; [76.79545455 32.20454545],0
n1,1,0.116961,2.457547,[ 3 10] ; [20 22],[5.43636364 7.56363636] ; [17.56363636 24.43636364],0
a4,1,0.133284,2.253826,[ 6 17] ; [46 61],[ 9.2 13.8] ; [42.8 64.2],0
n2,1,0.143724,2.137625,[5 8] ; [27 17],[7.29824561 5.70175439] ; [24.70175439 19.29824561],0
a2,1,0.144324,2.131245,[ 2 21] ; [24 85],[ 4.53030303 18.46969697] ; [21.46969697 87.53030303],0
p2,1,0.151996,2.052103,[ 9 14] ; [60 48],[12.11450382 10.88549618] ; [56.88549618 51.11450382],0
p3,1,0.16048,1.969697,[ 4 18] ; [36 72],[ 6.76923077 15.23076923] ; [33.23076923 74.76923077],0
n4,1,0.195545,1.675338,[11 12] ; [68 41],[13.76515152  9.23484848] ; [65.23484848 43.76515152],0
n3,1,0.205916,1.599912,[5 8] ; [24 17],[6.98148148 6.01851852] ; [22.01851852 18.98148148],0
p12,1,0.224267,1.476855,[ 1 22] ; [  1 107],[ 0.35114504 22.64885496] ; [  1.64885496 106.35114504],0
b4,1,0.226322,1.463829,[15  8] ; [56 53],[12.37121212 10.62878788] ; [58.62878788 50.37121212],0
u3,1,0.253212,1.305495,[ 4 11] ; [17 22],[5.83333333 9.16666667] ; [15.16666667 23.83333333],0
d4,1,0.324209,0.971892,[14  9] ; [77 31],[15.97709924  7.02290076] ; [75.02290076 32.97709924],0
n5,1,0.362423,0.829481,[12 11] ; [68 41],[13.93939394  9.06060606] ; [66.06060606 42.93939394],0
s1,1,0.424294,0.63839,[ 2 21] ; [  5 104],[ 1.21969697 21.78030303] ; [  5.78030303 103.21969697],0
s3,1,0.429569,0.623989,[ 4 18] ; [28 79],[ 5.45736434 16.54263566] ; [26.54263566 80.45736434],0
s8,1,0.438944,0.59904,[ 2 21] ; [16 92],[ 3.16030534 19.83969466] ; [14.83969466 93.16030534],0
b3,1,0.452027,0.565563,[6 9] ; [17 40],[ 4.79166667 10.20833333] ; [18.20833333 38.79166667],0
b2,1,0.452027,0.565563,[6 9] ; [17 40],[ 4.79166667 10.20833333] ; [18.20833333 38.79166667],0
s4,1,0.509842,0.43439,[ 2 21] ; [15 94],[ 2.96212121 20.03787879] ; [14.03787879 94.96212121],0
p4,1,0.53514,0.384621,[ 6 17] ; [35 72],[ 7.25384615 15.74615385] ; [33.74615385 73.25384615],0
s7,1,0.541903,0.372024,[ 3 17] ; [22 83],[ 4. 16.] ; [21. 84.],0
b5,1,0.542385,0.371136,[13 10] ; [69 40],[14.28787879  8.71212121] ; [67.71212121 41.28787879],0
p1,1,0.704806,0.143521,[ 1 22] ; [  7 102],[ 1.39393939 21.60606061] ; [  6.60606061 102.39393939],0
a1,1,0.823254,0.04989,[ 2 21] ; [  8 101],[ 1.74242424 21.25757576] ; [  8.25757576 100.74242424],0
p5,1,0.841274,0.040106,[ 1 21] ; [  6 101],[ 1.19379845 20.80620155] ; [  5.80620155 101.19379845],0
u2,1,0.951563,0.00369,[ 5 10] ; [13 25],[5.09433962 9.90566038] ; [12.90566038 25.09433962],0
