Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.000576,11.852194,[3 6] ; [73 15],[7.05154639 1.94845361] ; [68.94845361 19.05154639],1
p7,1,0.003511,8.520827,[4 5] ; [72 13],[7.27659574 1.72340426] ; [68.72340426 16.27659574],0
v2,1,0.070019,3.282581,[3 6] ; [54 30],[5.51612903 3.48387097] ; [51.48387097 32.51612903],0
r3,1,0.073023,3.21373,[7 2] ; [81  5],[8.33684211 0.66315789] ; [79.66315789  6.33684211],0
s4,1,0.074686,3.176917,[3 6] ; [10 75],[1.24468085 7.75531915] ; [11.75531915 73.24468085],0
b3,1,0.101986,2.674207,[1 5] ; [33 31],[2.91428571 3.08571429] ; [31.08571429 32.91428571],0
b2,1,0.101986,2.674207,[1 5] ; [33 31],[2.91428571 3.08571429] ; [31.08571429 32.91428571],0
p3,1,0.106498,2.605439,[5 4] ; [69 18],[6.9375 2.0625] ; [67.0625 19.9375],0
a6,1,0.159923,1.974955,[4 5] ; [59 28],[5.90625 3.09375] ; [57.09375 29.90625],0
s5,1,0.179886,1.798569,[3 4] ; [55 26],[4.61363636 2.38636364] ; [53.38636364 27.61363636],0
v1,1,0.191145,1.708772,[8 1] ; [57 27],[6.29032258 2.70967742] ; [58.70967742 25.29032258],0
p6,1,0.22125,1.496247,[4 5] ; [56 30],[5.68421053 3.31578947] ; [54.31578947 31.68421053],0
s8,1,0.22745,1.456739,[7 2] ; [49 37],[5.30526316 3.69473684] ; [50.69473684 35.30526316],0
a7,1,0.264462,1.245248,[8 1] ; [63 25],[6.58762887 2.41237113] ; [64.41237113 23.58762887],0
p8,1,0.275322,1.190038,[6 3] ; [72 16],[7.2371134 1.7628866] ; [70.7628866 17.2371134],0
u2,1,0.305507,1.05,[3 3] ; [11  4],[4. 2.] ; [10.  5.],0
a5,1,0.322229,0.979878,[6 3] ; [71 17],[7.1443299 1.8556701] ; [69.8556701 18.1443299],0
p4,1,0.354232,0.858238,[7 2] ; [77 10],[7.875 1.125] ; [76.125 10.875],0
v3,1,0.383603,0.759124,[4 5] ; [50 34],[5.22580645 3.77419355] ; [48.77419355 35.22580645],0
s7,1,0.393675,0.727562,[5 4] ; [57 25],[6.13186813 2.86813187] ; [55.86813187 26.13186813],0
s1,1,0.396164,0.719939,[1 8] ; [ 4 84],[0.46391753 8.53608247] ; [ 4.53608247 83.46391753],0
v4,1,0.408939,0.681883,[8 1] ; [82  4],[8.52631579 0.47368421] ; [81.47368421  4.52631579],0
d2,1,0.429184,0.62503,[6 3] ; [46 41],[4.875 4.125] ; [47.125 39.875],0
u3,1,0.477395,0.504808,[3 3] ; [10  5],[3.71428571 2.28571429] ; [9.28571429 5.71428571],0
a4,1,0.518937,0.416004,[5 4] ; [39 49],[4.08247423 4.91752577] ; [39.91752577 48.08247423],0
b5,1,0.562745,0.334974,[5 4] ; [40 48],[4.17525773 4.82474227] ; [40.82474227 47.17525773],0
b1,1,0.568894,0.324537,[3 6] ; [38 50],[3.80412371 5.19587629] ; [37.19587629 50.80412371],0
d1,1,0.583401,0.300769,[5 4] ; [57 31],[5.75257732 3.24742268] ; [56.24742268 31.75257732],0
s3,1,0.601504,0.272733,[6 3] ; [49 36],[5.26595745 3.73404255] ; [49.73404255 35.26595745],0
s6,1,0.628626,0.233928,[7 1] ; [66 16],[6.48888889 1.51111111] ; [66.51111111 15.48888889],0
p12,1,0.63018,0.231817,[2 7] ; [26 61],[2.625 6.375] ; [25.375 61.625],0
n6,1,0.643407,0.214313,[8 1] ; [81  6],[8.34375 0.65625] ; [80.65625  6.34375],0
b4,1,0.658853,0.19492,[6 3] ; [52 36],[5.3814433 3.6185567] ; [52.6185567 35.3814433],0
p1,1,0.693251,0.155588,[2 7] ; [25 63],[2.50515464 6.49484536] ; [24.49484536 63.50515464],0
n3,1,0.73244,0.116883,[1 1] ; [10  6],[1.22222222 0.77777778] ; [9.77777778 6.22222222],0
d4,1,0.756537,0.096119,[8 1] ; [74 13],[7.6875 1.3125] ; [74.3125 12.6875],0
r1,1,0.779213,0.078593,[7 2] ; [71 16],[7.3125 1.6875] ; [70.6875 16.3125],0
u1,1,0.83438,0.043717,[2 7] ; [17 71],[1.7628866 7.2371134] ; [17.2371134 70.7628866],0
d5,1,0.847551,0.036958,[7 2] ; [70 17],[7.21875 1.78125] ; [69.78125 17.21875],0
p2,1,0.851112,0.035231,[8 1] ; [79  8],[8.15625 0.84375] ; [78.84375  8.15625],0
a8,1,0.911373,0.012389,[1 7] ; [11 68],[1.10344828 6.89655172] ; [10.89655172 68.10344828],0
a2,1,0.965064,0.001918,[2 7] ; [19 69],[1.94845361 7.05154639] ; [19.05154639 68.94845361],0
n5,1,0.981844,0.000518,[8 1] ; [78 10],[7.97938144 1.02061856] ; [78.02061856  9.97938144],0
r4,1,0.981844,0.000518,[8 1] ; [78 10],[7.97938144 1.02061856] ; [78.02061856  9.97938144],0
s2,1,0.988151,0.000221,[5 4] ; [48 38],[5.02105263 3.97894737] ; [47.97894737 38.02105263],0
d3,1,1.0,0.0,[6 3] ; [58 29],[6. 3.] ; [58. 29.],0
