Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000653,11.618575,[ 8 45] ; [19 21],[15.38709677 37.61290323] ; [11.61290323 28.38709677],1
b4,1,0.046109,3.977606,[29 24] ; [32 11],[33.67708333 19.32291667] ; [27.32291667 15.67708333],0
d1,1,0.049426,3.860832,[32 21] ; [34  9],[36.4375 16.5625] ; [29.5625 13.4375],0
d2,1,0.078682,3.091927,[25 28] ; [28 15],[29.26041667 23.73958333] ; [23.73958333 19.26041667],0
d4,1,0.081169,3.041334,[41 12] ; [39  4],[44.16666667  8.83333333] ; [35.83333333  7.16666667],0
u2,1,0.100348,2.7,[10  8] ; [2 7],[ 8. 10.] ; [4. 5.],0
v1,1,0.107087,2.596686,[24 29] ; [26 16],[27.89473684 25.10526316] ; [22.10526316 19.89473684],0
p9,1,0.124344,2.361738,[42 11] ; [39  4],[44.71875  8.28125] ; [36.28125  6.71875],0
u1,1,0.124493,2.359861,[ 9 44] ; [13 30],[12.14583333 40.85416667] ; [ 9.85416667 33.14583333],0
a4,1,0.150808,2.064063,[23 30] ; [25 18],[26.5 26.5] ; [21.5 21.5],0
a3,1,0.157875,1.994467,[35 18] ; [34  9],[38.09375 14.90625] ; [30.90625 12.09375],0
u3,1,0.158834,1.985294,[13  5] ; [4 5],[11.33333333  6.66666667] ; [5.66666667 3.33333333],0
a2,1,0.190048,1.717248,[11 42] ; [14 29],[13.80208333 39.19791667] ; [11.19791667 31.80208333],0
r4,1,0.214334,1.541909,[45  8] ; [40  3],[46.92708333  6.07291667] ; [38.07291667  4.92708333],0
r1,1,0.278126,1.176224,[41 12] ; [37  6],[43.0625  9.9375] ; [34.9375  8.0625],0
p1,1,0.393487,0.728139,[ 8 45] ; [ 4 39],[ 6.625 46.375] ; [ 5.375 37.625],0
p6,1,0.396369,0.719314,[30 23] ; [28 15],[32.02083333 20.97916667] ; [25.97916667 17.02083333],0
a8,1,0.396762,0.718119,[ 1 51] ; [ 2 37],[ 1.71428571 50.28571429] ; [ 1.28571429 37.71428571],0
b5,1,0.424919,0.63667,[29 24] ; [27 16],[30.91666667 22.08333333] ; [25.08333333 17.91666667],0
s5,1,0.43038,0.621798,[26 22] ; [25 15],[27.81818182 20.18181818] ; [23.18181818 16.81818182],0
n4,1,0.44718,0.57779,[37 16] ; [33 10],[38.64583333 14.35416667] ; [31.35416667 11.64583333],0
