Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2e-06,22.604726,[37  4] ; [14 22],[27.15584416 13.84415584] ; [23.84415584 12.15584416],1
p6,1,5e-06,20.815635,[32  9] ; [ 9 26],[22.11842105 18.88157895] ; [18.88157895 16.11842105],1
p8,1,0.000156,14.299805,[30 11] ; [10 24],[21.86666667 19.13333333] ; [18.13333333 15.86666667],1
p7,1,0.001363,10.254989,[36  5] ; [18 15],[29.91891892 11.08108108] ; [24.08108108  8.91891892],0
n3,1,0.006879,7.304396,[4 6] ; [12  1],[6.95652174 3.04347826] ; [9.04347826 3.95652174],0
d1,1,0.019761,5.432927,[31 10] ; [18 18],[26.09090909 14.90909091] ; [22.90909091 13.09090909],0
a5,1,0.029178,4.757089,[35  6] ; [23 13],[30.88311688 10.11688312] ; [27.11688312  8.88311688],0
d4,1,0.032802,4.556074,[38  3] ; [27  9],[34.61038961  6.38961039] ; [30.38961039  5.61038961],0
r1,1,0.053062,3.74195,[35  6] ; [24 12],[31.41558442  9.58441558] ; [27.58441558  8.41558442],0
a3,1,0.060393,3.526558,[33  8] ; [22 14],[29.28571429 11.71428571] ; [25.71428571 10.28571429],0
n1,1,0.073691,3.198832,[5 5] ; [ 2 11],[3.04347826 6.95652174] ; [3.95652174 9.04347826],0
d2,1,0.095312,2.782294,[26 15] ; [16 20],[22.36363636 18.63636364] ; [19.63636364 16.36363636],0
d3,1,0.102723,2.662743,[33  8] ; [23 13],[29.81818182 11.18181818] ; [26.18181818  9.81818182],0
b1,1,0.142218,2.153794,[18 23] ; [10 26],[14.90909091 26.09090909] ; [13.09090909 22.90909091],0
a4,1,0.14689,2.104252,[25 16] ; [16 20],[21.83116883 19.16883117] ; [19.16883117 16.83116883],0
p5,1,0.192684,1.696973,[ 6 35] ; [ 2 34],[ 4.25974026 36.74025974] ; [ 3.74025974 32.25974026],0
a7,1,0.227816,1.454446,[23 18] ; [25 11],[25.55844156 15.44155844] ; [22.44155844 13.55844156],0
d5,1,0.241225,1.373423,[36  5] ; [28  8],[34.07792208  6.92207792] ; [29.92207792  6.07792208],0
u1,1,0.245685,1.347674,[10 31] ; [ 5 31],[ 7.98701299 33.01298701] ; [ 7.01298701 28.98701299],0
s2,1,0.245685,1.347674,[31 10] ; [31  5],[33.01298701  7.98701299] ; [28.98701299  7.01298701],0
r3,1,0.255486,1.293056,[39  1] ; [33  3],[37.89473684  2.10526316] ; [34.10526316  1.89473684],0
p2,1,0.258497,1.276787,[34  7] ; [26 10],[31.94805195  9.05194805] ; [28.05194805  7.94805195],0
v3,1,0.262111,1.257573,[16 24] ; [10 26],[13.68421053 26.31578947] ; [12.31578947 23.68421053],0
p11,1,0.262198,1.257115,[31 10] ; [23 13],[28.75324675 12.24675325] ; [25.24675325 10.75324675],0
v1,1,0.320792,0.985714,[24 17] ; [17 19],[21.83116883 19.16883117] ; [19.16883117 16.83116883],0
s8,1,0.363423,0.82603,[22 19] ; [23 13],[23.96103896 17.03896104] ; [21.03896104 14.96103896],0
b4,1,0.38029,0.769765,[30 11] ; [23 13],[28.22077922 12.77922078] ; [24.77922078 11.22077922],0
n2,1,0.384938,0.754872,[8 2] ; [12  1],[8.69565217 1.30434783] ; [11.30434783  1.69565217],0
p1,1,0.390541,0.737257,[ 6 35] ; [ 3 33],[ 4.79220779 36.20779221] ; [ 4.20779221 31.79220779],0
u3,1,0.40227,0.701531,[6 2] ; [8 6],[5.09090909 2.90909091] ; [8.90909091 5.09090909],0
a2,1,0.404588,0.694647,[10 31] ; [ 6 30],[ 8.51948052 32.48051948] ; [ 7.48051948 28.51948052],0
v2,1,0.410661,0.676887,[22 19] ; [15 19],[20.22666667 20.77333333] ; [16.77333333 17.22666667],0
s7,1,0.419839,0.650765,[31  8] ; [25 10],[29.51351351  9.48648649] ; [26.48648649  8.51351351],0
s3,1,0.444895,0.583624,[30 11] ; [29  7],[31.41558442  9.58441558] ; [27.58441558  8.41558442],0
p12,1,0.492648,0.470737,[ 4 37] ; [ 2 34],[ 3.19480519 37.80519481] ; [ 2.80519481 33.19480519],0
n4,1,0.509939,0.434193,[28 13] ; [22 14],[26.62337662 14.37662338] ; [23.37662338 12.62337662],0
r4,1,0.539259,0.376914,[39  2] ; [33  3],[38.33766234  2.66233766] ; [33.66233766  2.33766234],0
p10,1,0.57584,0.313008,[36  5] ; [30  6],[35.14285714  5.85714286] ; [30.85714286  5.14285714],0
a6,1,0.611631,0.257807,[24 17] ; [19 17],[22.8961039 18.1038961] ; [20.1038961 15.8961039],0
v4,1,0.634636,0.225826,[39  2] ; [35  1],[39.4025974  1.5974026] ; [34.5974026  1.4025974],0
r2,1,0.634636,0.225826,[39  2] ; [35  1],[39.4025974  1.5974026] ; [34.5974026  1.4025974],0
b2,1,0.658202,0.195715,[ 8 19] ; [ 4 13],[ 7.36363636 19.63636364] ; [ 4.63636364 12.36363636],0
b3,1,0.658202,0.195715,[ 8 19] ; [ 4 13],[ 7.36363636 19.63636364] ; [ 4.63636364 12.36363636],0
n6,1,0.700702,0.147743,[34  7] ; [31  5],[34.61038961  6.38961039] ; [30.38961039  5.61038961],0
n5,1,0.706993,0.141299,[28 13] ; [26 10],[28.75324675 12.24675325] ; [25.24675325 10.75324675],0
u2,1,0.746188,0.104762,[4 4] ; [6 8],[3.63636364 4.36363636] ; [6.36363636 7.63636364],0
p9,1,0.858711,0.031689,[37  4] ; [32  3],[37.22368421  3.77631579] ; [31.77631579  3.22368421],0
b5,1,0.867526,0.027823,[22 19] ; [20 16],[22.36363636 18.63636364] ; [19.63636364 16.36363636],0
s6,1,0.870732,0.026481,[39  2] ; [33  2],[38.84210526  2.15789474] ; [33.15789474  1.84210526],0
s1,1,0.893669,0.017866,[ 2 39] ; [ 2 34],[ 2.12987013 38.87012987] ; [ 1.87012987 34.12987013],0
