Feature,DoF,P Value,Chi Square,Is Significant
p12,1,7.5e-05,15.683505,1
s8,1,0.00063,11.683848,1
p5,1,0.002111,9.45,0
b3,1,0.003393,8.583073,0
b2,1,0.003393,8.583073,0
u1,1,0.00829,6.969807,0
s2,1,0.011441,6.395481,0
a2,1,0.013881,6.0532,0
s3,1,0.016785,5.7187,0
p8,1,0.024577,5.053476,0
d2,1,0.03163,4.618428,0
a4,1,0.04772,3.919837,0
s7,1,0.055921,3.654398,0
v3,1,0.062982,3.457073,0
v2,1,0.068859,3.310005,0
p10,1,0.084415,2.977778,0
n5,1,0.101721,2.678351,0
v1,1,0.104141,2.64096,0
n6,1,0.107105,2.596432,0
a6,1,0.116944,2.45778,0
p3,1,0.119343,2.425917,0
n4,1,0.123035,2.378252,0
r1,1,0.154753,2.024762,0
a3,1,0.154753,2.024762,0
p4,1,0.173312,1.854061,0
p6,1,0.218016,1.517384,0
s6,1,0.252334,1.310333,0
n3,1,0.283439,1.150524,0
a5,1,0.301858,1.065968,0
d5,1,0.319366,0.991543,0
n2,1,0.376021,0.78367,0
n1,1,0.469998,0.52198,0
b4,1,0.478136,0.503112,0
s4,1,0.502379,0.449908,0
d3,1,0.545797,0.3649,0
v4,1,0.566302,0.328909,0
s1,1,0.654867,0.199819,0
a7,1,0.733017,0.116359,0
b5,1,0.780707,0.077506,0
p7,1,0.793119,0.068782,0
p2,1,0.800089,0.064126,0
s5,1,0.827965,0.047224,0
a1,1,0.920904,0.00986,0
p1,1,0.927164,0.008356,0
a8,1,0.972642,0.001176,0
