Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.017718,5.623864,[12 52] ; [17 26],[17.34579439 46.65420561] ; [11.65420561 31.34579439],0
n1,1,0.024926,5.02901,[ 4 18] ; [8 7],[ 7.13513514 14.86486486] ; [ 4.86486486 10.13513514],0
p6,1,0.044552,4.035527,[14 49] ; [17 25],[18.6 44.4] ; [12.4 29.6],0
p8,1,0.053544,3.726852,[17 46] ; [19 23],[21.6 41.4] ; [14.4 27.6],0
n6,1,0.060171,3.532652,[50 13] ; [27 16],[45.76415094 17.23584906] ; [31.23584906 11.76415094],0
a7,1,0.066409,3.369629,[42 21] ; [21 22],[37.44339623 25.55660377] ; [25.55660377 17.44339623],0
r4,1,0.134007,2.245456,[55  9] ; [32 11],[52.03738318 11.96261682] ; [34.96261682  8.03738318],0
a3,1,0.134658,2.237964,[42 22] ; [22 21],[38.28037383 25.71962617] ; [25.71962617 17.28037383],0
p5,1,0.147769,2.095129,[ 1 63] ; [ 3 40],[ 2.39252336 61.60747664] ; [ 1.60747664 41.39252336],0
p7,1,0.151327,2.058824,[27 36] ; [24 18],[30.6 32.4] ; [20.4 21.6],0
u3,1,0.161485,1.96026,[10 12] ; [14  7],[12.27906977  9.72093023] ; [11.72093023  9.27906977],0
d2,1,0.166153,1.917313,[35 28] ; [18 25],[31.5 31.5] ; [21.5 21.5],0
r2,1,0.183165,1.771759,[58  5] ; [36  7],[55.86792453  7.13207547] ; [38.13207547  4.86792453],0
n5,1,0.190413,1.714422,[38 26] ; [20 23],[34.69158879 29.30841121] ; [23.30841121 19.69158879],0
b5,1,0.210158,1.570335,[37 27] ; [30 13],[40.07476636 23.92523364] ; [26.92523364 16.07476636],0
u1,1,0.249392,1.326709,[11 53] ; [ 4 39],[ 8.97196262 55.02803738] ; [ 6.02803738 36.97196262],0
v1,1,0.256681,1.286572,[22 40] ; [20 23],[24.8 37.2] ; [17.2 25.8],0
s2,1,0.261591,1.260315,[18 44] ; [17 26],[20.66666667 41.33333333] ; [14.33333333 28.66666667],0
p2,1,0.269174,1.22095,[48 16] ; [28 15],[45.45794393 18.54205607] ; [30.54205607 12.45794393],0
a6,1,0.274044,1.19639,[41 23] ; [23 20],[38.28037383 25.71962617] ; [25.71962617 17.28037383],0
