Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,27.390225,[24 22] ; [ 9 76],[11.58778626 34.41221374] ; [21.41221374 63.58778626],1
s6,1,4e-06,21.418375,[34 11] ; [28 57],[21.46153846 23.53846154] ; [40.53846154 44.46153846],1
p2,1,0.000156,14.296538,[33 13] ; [32 54],[22.65151515 23.34848485] ; [42.34848485 43.65151515],1
s2,1,0.000412,12.4772,[28 17] ; [26 60],[18.54961832 26.45038168] ; [35.45038168 50.54961832],1
r3,1,0.000883,11.057679,[41  5] ; [53 33],[32.75757576 13.24242424] ; [61.24242424 24.75757576],1
s8,1,0.000968,10.887131,[22 23] ; [18 68],[13.74045802 31.25954198] ; [26.25954198 59.74045802],1
n6,1,0.002049,9.505479,[35 11] ; [41 44],[26.6870229 19.3129771] ; [49.3129771 35.6870229],0
r4,1,0.002263,9.323047,[37  9] ; [46 40],[28.92424242 17.07575758] ; [54.07575758 31.92424242],0
v2,1,0.003071,8.764807,[25 20] ; [24 59],[17.2265625 27.7734375] ; [31.7734375 51.2265625],0
s7,1,0.004251,8.173182,[23 17] ; [24 55],[15.79831933 24.20168067] ; [31.20168067 47.79831933],0
d3,1,0.010633,6.525639,[36 10] ; [48 38],[29.27272727 16.72727273] ; [54.72727273 31.27272727],0
s5,1,0.023536,5.128516,[15 26] ; [15 68],[ 9.91935484 31.08064516] ; [20.08064516 62.91935484],0
v4,1,0.024279,5.074605,[41  5] ; [62 24],[35.89393939 10.10606061] ; [67.10606061 18.89393939],0
p6,1,0.026238,4.940257,[10 35] ; [ 7 77],[ 5.93023256 39.06976744] ; [11.06976744 72.93023256],0
d4,1,0.028106,4.821537,[40  6] ; [60 26],[34.84848485 11.15151515] ; [65.15151515 20.84848485],0
d5,1,0.028106,4.821537,[40  6] ; [60 26],[34.84848485 11.15151515] ; [65.15151515 20.84848485],0
d1,1,0.029433,4.742126,[30 16] ; [39 47],[24.04545455 21.95454545] ; [44.95454545 41.04545455],0
p9,1,0.036738,4.362536,[29 16] ; [36 44],[23.4 21.6] ; [41.6 38.4],0
p5,1,0.036867,4.356553,[ 5 41] ; [ 2 84],[ 2.43939394 43.56060606] ; [ 4.56060606 81.43939394],0
p8,1,0.037617,4.32225,[14 32] ; [13 73],[ 9.40909091 36.59090909] ; [17.59090909 68.40909091],0
u1,1,0.047259,3.93614,[10 36] ; [ 8 78],[ 6.27272727 39.72727273] ; [11.72727273 74.27272727],0
s3,1,0.054801,3.688131,[25 21] ; [31 53],[19.81538462 26.18461538] ; [36.18461538 47.81538462],0
a1,1,0.061126,3.506572,[ 1 45] ; [10 76],[ 3.83333333 42.16666667] ; [ 7.16666667 78.83333333],0
u3,1,0.111379,2.534545,[11  8] ; [12 22],[ 8.24528302 10.75471698] ; [14.75471698 19.24528302],0
r2,1,0.135286,2.230778,[41  4] ; [69 16],[38.07692308  6.92307692] ; [71.92307692 13.07692308],0
a5,1,0.154208,2.030121,[30 16] ; [45 41],[26.13636364 19.86363636] ; [48.86363636 37.13636364],0
r1,1,0.15595,2.013068,[34 12] ; [53 33],[30.31818182 15.68181818] ; [56.68181818 29.31818182],0
b1,1,0.186889,1.741975,[28 18] ; [42 44],[24.39393939 21.60606061] ; [45.60606061 40.39393939],0
v3,1,0.222117,1.490644,[16 28] ; [21 60],[13.024 30.976] ; [23.976 57.024],0
p12,1,0.246761,1.341549,[ 2 44] ; [ 1 84],[ 1.05343511 44.94656489] ; [ 1.94656489 83.05343511],0
v1,1,0.273462,1.199296,[19 26] ; [28 58],[16.14503817 28.85496183] ; [30.85496183 55.14503817],0
d2,1,0.291746,1.111547,[25 21] ; [38 47],[22.1221374 23.8778626] ; [40.8778626 44.1221374],0
p1,1,0.307577,1.041052,[ 7 39] ; [ 8 78],[ 5.22727273 40.77272727] ; [ 9.77272727 76.22727273],0
a2,1,0.316358,1.003944,[12 34] ; [16 70],[ 9.75757576 36.24242424] ; [18.24242424 67.75757576],0
b5,1,0.352578,0.864156,[29 17] ; [47 39],[26.48484848 19.51515152] ; [49.51515152 36.48484848],0
b3,1,0.375123,0.786622,[ 8 18] ; [19 27],[ 9.75 16.25] ; [17.25 28.75],0
b2,1,0.375123,0.786622,[ 8 18] ; [19 27],[ 9.75 16.25] ; [17.25 28.75],0
n5,1,0.415551,0.662863,[28 18] ; [46 40],[25.78787879 20.21212121] ; [48.21212121 37.78787879],0
u2,1,0.436097,0.606531,[ 9 10] ; [12 21],[ 7.67307692 11.32692308] ; [13.32692308 19.67307692],0
n2,1,0.46915,0.523977,[12  7] ; [24 21],[10.6875  8.3125] ; [25.3125 19.6875],0
n4,1,0.499358,0.456301,[29 17] ; [49 37],[27.18181818 18.81818182] ; [50.81818182 35.18181818],0
s1,1,0.575545,0.313493,[ 5 40] ; [ 7 79],[ 4.1221374 40.8778626] ; [ 7.8778626 78.1221374],0
a7,1,0.605394,0.266936,[32 14] ; [56 30],[30.66666667 15.33333333] ; [57.33333333 28.66666667],0
p10,1,0.607363,0.264033,[20 25] ; [33 50],[18.6328125 26.3671875] ; [34.3671875 48.6328125],0
s4,1,0.667491,0.184551,[ 8 37] ; [18 68],[ 8.93129771 36.06870229] ; [17.06870229 68.93129771],0
b4,1,0.675168,0.175616,[25 21] ; [50 36],[26.13636364 19.86363636] ; [48.86363636 37.13636364],0
n3,1,0.71687,0.131512,[10  9] ; [20 22],[9.3442623 9.6557377] ; [20.6557377 21.3442623],0
a3,1,0.720101,0.128396,[27 19] ; [52 32],[27.95384615 18.04615385] ; [51.04615385 32.95384615],0
a6,1,0.785611,0.073991,[24 22] ; [47 39],[24.74242424 21.25757576] ; [46.25757576 39.74242424],0
a4,1,0.94548,0.004676,[20 26] ; [36 48],[19.81538462 26.18461538] ; [36.18461538 47.81538462],0
a8,1,0.98826,0.000216,[ 2 38] ; [ 4 77],[ 1.98347107 38.01652893] ; [ 4.01652893 76.98347107],0
n1,1,0.993093,7.5e-05,[ 8 11] ; [19 26],[ 8.015625 10.984375] ; [18.984375 26.015625],0
