Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,34.20007,[ 7 40] ; [24  5],[19.17105263 27.82894737] ; [11.82894737 17.17105263],1
d3,1,5e-06,20.877274,[12 35] ; [23  6],[21.64473684 25.35526316] ; [13.35526316 15.64473684],1
a4,1,7e-06,20.088496,[11 36] ; [22  7],[20.40789474 26.59210526] ; [12.59210526 16.40789474],1
a5,1,0.001686,9.86304,[20 27] ; [23  6],[26.59210526 20.40789474] ; [16.40789474 12.59210526],0
a3,1,0.009995,6.635858,[21 25] ; [22  7],[26.37333333 19.62666667] ; [16.62666667 12.37333333],0
n1,1,0.010194,6.600713,[ 4 13] ; [8 3],[7.28571429 9.71428571] ; [4.71428571 6.28571429],0
s4,1,0.010545,6.540411,[ 6 41] ; [11 18],[10.51315789 36.48684211] ; [ 6.48684211 22.51315789],0
s7,1,0.014306,6.0,[ 9 36] ; [12 13],[13.5 31.5] ; [ 7.5 17.5],0
p6,1,0.033224,4.534223,[ 7 39] ; [10 17],[10.71232877 35.28767123] ; [ 6.28767123 20.71232877],0
r4,1,0.051485,3.792433,[31 16] ; [25  4],[34.63157895 12.36842105] ; [21.36842105  7.63157895],0
v2,1,0.070684,3.267054,[16 29] ; [16 12],[19.7260274 25.2739726] ; [12.2739726 15.7260274],0
b1,1,0.098343,2.732208,[20 27] ; [18 11],[23.5 23.5] ; [14.5 14.5],0
r2,1,0.106325,2.608011,[37 10] ; [26  2],[39.48  7.52] ; [23.52  4.48],0
n2,1,0.111666,2.530481,[14  3] ; [6 5],[12.14285714  4.85714286] ; [7.85714286 3.14285714],0
p10,1,0.112806,2.514467,[18 29] ; [16 12],[21.30666667 25.69333333] ; [12.69333333 15.30666667],0
p3,1,0.127593,2.321548,[16 31] ; [15 14],[19.17105263 27.82894737] ; [11.82894737 17.17105263],0
s8,1,0.128286,2.313129,[10 36] ; [11 18],[12.88 33.12] ; [ 8.12 20.88],0
p9,1,0.142251,2.153441,[22 25] ; [18 10],[25.06666667 21.93333333] ; [14.93333333 13.06666667],0
s5,1,0.159125,1.982517,[10 34] ; [10 16],[12.57142857 31.42857143] ; [ 7.42857143 18.57142857],0
u3,1,0.171187,1.872515,[11 15] ; [5 2],[12.60606061 13.39393939] ; [3.39393939 3.60606061],0
n4,1,0.182166,1.779864,[17 30] ; [15 14],[19.78947368 27.21052632] ; [12.21052632 16.78947368],0
s6,1,0.185671,1.751635,[19 27] ; [16 12],[21.75675676 24.24324324] ; [13.24324324 14.75675676],0
r3,1,0.204645,1.608911,[39  8] ; [27  2],[40.81578947  6.18421053] ; [25.18421053  3.81578947],0
v4,1,0.216428,1.527896,[40  6] ; [22  7],[38.02666667  7.97333333] ; [23.97333333  5.02666667],0
a1,1,0.258825,1.275031,[ 5 42] ; [ 1 28],[ 3.71052632 43.28947368] ; [ 2.28947368 26.71052632],0
s1,1,0.29824,1.082046,[ 2 45] ; [ 3 26],[ 3.09210526 43.90789474] ; [ 1.90789474 27.09210526],0
a2,1,0.299656,1.075723,[ 1 46] ; [ 2 27],[ 1.85526316 45.14473684] ; [ 1.14473684 27.85526316],0
u2,1,0.403454,0.698009,[14 12] ; [5 2],[14.96969697 11.03030303] ; [4.03030303 2.96969697],0
s3,1,0.447846,0.576098,[25 20] ; [13 15],[23.42465753 21.57534247] ; [14.57534247 13.42465753],0
n6,1,0.478695,0.501834,[22 25] ; [16 13],[23.5 23.5] ; [14.5 14.5],0
p8,1,0.516488,0.4209,[15 32] ; [11 17],[16.29333333 30.70666667] ; [ 9.70666667 18.29333333],0
a6,1,0.520413,0.413074,[18 29] ; [ 9 20],[16.69736842 30.30263158] ; [10.30263158 18.69736842],0
r1,1,0.520413,0.413074,[29 18] ; [20  9],[30.30263158 16.69736842] ; [18.69736842 10.30263158],0
v1,1,0.554677,0.349006,[19 27] ; [10 19],[17.78666667 28.21333333] ; [11.21333333 17.78666667],0
n3,1,0.69574,0.152941,[10  6] ; [7 3],[10.46153846  5.53846154] ; [6.53846154 3.46153846],0
v3,1,0.731446,0.117788,[ 9 35] ; [ 6 19],[ 9.56521739 34.43478261] ; [ 5.43478261 19.56521739],0
p1,1,0.788228,0.072152,[ 4 43] ; [ 3 26],[ 4.32894737 42.67105263] ; [ 2.67105263 26.32894737],0
p11,1,0.789489,0.071275,[29 18] ; [17 12],[28.44736842 18.55263158] ; [17.55263158 11.44736842],0
b4,1,0.789489,0.071275,[29 18] ; [17 12],[28.44736842 18.55263158] ; [17.55263158 11.44736842],0
s2,1,0.828893,0.046709,[19 28] ; [11 18],[18.55263158 28.44736842] ; [11.44736842 17.55263158],0
p2,1,0.845921,0.037762,[27 20] ; [16 13],[26.59210526 20.40789474] ; [16.40789474 12.59210526],0
b3,1,0.885737,0.02065,[10 17] ; [ 7 13],[ 9.76595745 17.23404255] ; [ 7.23404255 12.76595745],0
b2,1,0.885737,0.02065,[10 17] ; [ 7 13],[ 9.76595745 17.23404255] ; [ 7.23404255 12.76595745],0
p4,1,0.932285,0.00722,[18 29] ; [11 17],[18.17333333 28.82666667] ; [10.82666667 17.17333333],0
p7,1,0.955385,0.00313,[24 23] ; [15 14],[24.11842105 22.88157895] ; [14.88157895 14.11842105],0
b5,1,0.955385,0.00313,[24 23] ; [15 14],[24.11842105 22.88157895] ; [14.88157895 14.11842105],0
