Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,6e-06,20.502119,[8 1] ; [ 8 42],[2.44067797 6.55932203] ; [13.55932203 36.44067797],1
s2,1,0.002157,9.410539,[8 1] ; [17 33],[3.81355932 5.18644068] ; [21.18644068 28.81355932],0
s7,1,0.004754,7.970542,[7 2] ; [14 35],[3.25862069 5.74137931] ; [17.74137931 31.25862069],0
p5,1,0.012506,6.237673,[3 6] ; [ 3 47],[0.91525424 8.08474576] ; [ 5.08474576 44.91525424],0
d2,1,0.017691,5.626449,[8 1] ; [23 27],[4.72881356 4.27118644] ; [26.27118644 23.72881356],0
a4,1,0.030578,4.676522,[7 2] ; [19 30],[4.03448276 4.96551724] ; [21.96551724 27.03448276],0
s3,1,0.030963,4.655,[8 1] ; [24 24],[5.05263158 3.94736842] ; [26.94736842 21.05263158],0
n4,1,0.030963,4.655,[8 1] ; [24 24],[5.05263158 3.94736842] ; [26.94736842 21.05263158],0
n5,1,0.030963,4.655,[8 1] ; [24 24],[5.05263158 3.94736842] ; [26.94736842 21.05263158],0
s6,1,0.036245,4.385545,[7 2] ; [20 30],[4.11864407 4.88135593] ; [22.88135593 27.11864407],0
b3,1,0.044449,4.039416,[7 2] ; [11 17],[4.37837838 4.62162162] ; [13.62162162 14.37837838],0
b2,1,0.044449,4.039416,[7 2] ; [11 17],[4.37837838 4.62162162] ; [13.62162162 14.37837838],0
u1,1,0.050986,3.808731,[4 5] ; [ 8 42],[1.83050847 7.16949153] ; [10.16949153 39.83050847],0
n6,1,0.051364,3.796355,[8 1] ; [26 22],[5.36842105 3.63157895] ; [28.63157895 19.36842105],0
p3,1,0.053241,3.736343,[6 3] ; [16 33],[3.4137931 5.5862069] ; [18.5862069 30.4137931],0
a2,1,0.054325,3.702695,[5 4] ; [12 38],[2.59322034 6.40677966] ; [14.40677966 35.59322034],0
v3,1,0.059264,3.557861,[4 2] ; [13 33],[1.96153846 4.03846154] ; [15.03846154 30.96153846],0
p6,1,0.091824,2.842111,[4 5] ; [ 9 39],[2.05263158 6.94736842] ; [10.94736842 37.05263158],0
v1,1,0.10247,2.666667,[5 2] ; [19 30],[3. 4.] ; [21. 28.],0
a3,1,0.114535,2.490508,[8 1] ; [29 18],[5.94642857 3.05357143] ; [31.05357143 15.94642857],0
p4,1,0.120422,2.411824,[6 3] ; [19 30],[3.87931034 5.12068966] ; [21.12068966 27.87931034],0
v2,1,0.139584,2.18254,[5 2] ; [20 28],[3.18181818 3.81818182] ; [21.81818182 26.18181818],0
d5,1,0.141274,2.164023,[8 1] ; [32 18],[6.10169492 2.89830508] ; [33.89830508 16.10169492],0
r1,1,0.150005,2.072204,[8 1] ; [31 17],[6.15789474 2.84210526] ; [32.84210526 15.15789474],0
p8,1,0.288735,1.125511,[5 4] ; [18 31],[3.56896552 5.43103448] ; [19.43103448 29.56896552],0
s5,1,0.350013,0.873411,[2 5] ; [ 7 41],[1.14545455 5.85454545] ; [ 7.85454545 40.14545455],0
a5,1,0.421495,0.646142,[7 2] ; [32 18],[5.94915254 3.05084746] ; [33.05084746 16.94915254],0
v4,1,0.440243,0.595649,[8 1] ; [38 11],[7.13793103 1.86206897] ; [38.86206897 10.13793103],0
n2,1,0.448599,0.574189,[1 2] ; [13 10],[1.61538462 1.38461538] ; [12.38461538 10.61538462],0
p7,1,0.474867,0.510628,[4 4] ; [18 31],[3.0877193 4.9122807] ; [18.9122807 30.0877193],0
a6,1,0.486349,0.484594,[7 2] ; [33 17],[6.10169492 2.89830508] ; [33.89830508 16.10169492],0
n1,1,0.490279,0.475913,[2 1] ; [10 12],[1.44 1.56] ; [10.56 11.44],0
n3,1,0.537094,0.380952,[1 2] ; [11 10],[1.5 1.5] ; [10.5 10.5],0
b5,1,0.626087,0.237405,[6 3] ; [29 21],[5.33898305 3.66101695] ; [29.66101695 20.33898305],0
a1,1,0.757696,0.095177,[1 8] ; [ 4 46],[0.76271186 8.23728814] ; [ 4.23728814 45.76271186],0
b4,1,0.758918,0.094189,[4 5] ; [25 25],[4.42372881 4.57627119] ; [24.57627119 25.42372881],0
s4,1,0.815729,0.054308,[1 8] ; [ 7 43],[1.22033898 7.77966102] ; [ 6.77966102 43.22033898],0
a8,1,0.833702,0.044082,[1 8] ; [ 4 41],[0.83333333 8.16666667] ; [ 4.16666667 40.83333333],0
p2,1,0.844106,0.038669,[5 4] ; [26 24],[4.72881356 4.27118644] ; [26.27118644 23.72881356],0
p1,1,0.919133,0.010307,[1 8] ; [ 5 45],[0.91525424 8.08474576] ; [ 5.08474576 44.91525424],0
s1,1,0.934547,0.006745,[1 8] ; [ 5 44],[0.93103448 8.06896552] ; [ 5.06896552 43.93103448],0
a7,1,0.968119,0.001597,[6 3] ; [33 16],[6.05172414 2.94827586] ; [32.94827586 16.05172414],0
d3,1,0.968974,0.001513,[6 3] ; [33 17],[5.94915254 3.05084746] ; [33.05084746 16.94915254],0
