Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2.6e-05,17.669224,[ 6 23] ; [30 12],[14.70422535 14.29577465] ; [21.29577465 20.70422535],1
p6,1,0.000831,11.17152,[ 2 26] ; [19 24],[ 8.28169014 19.71830986] ; [12.71830986 30.28169014],1
a2,1,0.017126,5.68342,[ 8 21] ; [ 3 40],[ 4.43055556 24.56944444] ; [ 6.56944444 36.43055556],0
d1,1,0.01842,5.555788,[19 10] ; [16 27],[14.09722222 14.90277778] ; [20.90277778 22.09722222],0
d4,1,0.027992,4.828574,[24  5] ; [25 18],[19.73611111  9.26388889] ; [29.26388889 13.73611111],0
s3,1,0.032532,4.57023,[11 17] ; [28 15],[15.38028169 12.61971831] ; [23.61971831 19.38028169],0
n1,1,0.035391,4.42619,[ 2 10] ; [6 4],[4.36363636 7.63636364] ; [3.63636364 6.36363636],0
a7,1,0.043999,4.056607,[24  5] ; [26 17],[20.13888889  8.86111111] ; [29.86111111 13.13888889],0
d5,1,0.046501,3.963341,[26  3] ; [30 13],[22.55555556  6.44444444] ; [33.44444444  9.55555556],0
b3,1,0.048286,3.9,[ 8 12] ; [ 5 27],[ 5. 15.] ; [ 8. 24.],0
b2,1,0.048286,3.9,[ 8 12] ; [ 5 27],[ 5. 15.] ; [ 8. 24.],0
p10,1,0.062828,3.46112,[ 4 25] ; [14 28],[ 7.35211268 21.64788732] ; [10.64788732 31.35211268],0
r1,1,0.067511,3.34253,[24  5] ; [27 16],[20.54166667  8.45833333] ; [30.45833333 12.54166667],0
s7,1,0.079021,3.084921,[ 6 21] ; [18 24],[ 9.39130435 17.60869565] ; [14.60869565 27.39130435],0
s8,1,0.119061,2.429626,[ 5 23] ; [15 28],[ 7.88732394 20.11267606] ; [12.11267606 30.88732394],0
p11,1,0.132467,2.263352,[13 16] ; [27 16],[16.11111111 12.88888889] ; [23.88888889 19.11111111],0
r3,1,0.140024,2.177696,[28  1] ; [37  6],[26.18055556  2.81944444] ; [38.81944444  4.18055556],0
a4,1,0.199997,1.642399,[11 18] ; [10 32],[ 8.57746479 20.42253521] ; [12.42253521 29.57746479],0
p2,1,0.200654,1.637608,[19 10] ; [34  9],[21.34722222  7.65277778] ; [31.65277778 11.34722222],0
a6,1,0.22764,1.455548,[19 10] ; [22 21],[16.51388889 12.48611111] ; [24.48611111 18.51388889],0
u1,1,0.270509,1.214166,[ 7 22] ; [ 6 37],[ 5.23611111 23.76388889] ; [ 7.76388889 35.23611111],0
b4,1,0.309913,1.031046,[19 10] ; [23 20],[16.91666667 12.08333333] ; [25.08333333 17.91666667],0
u2,1,0.311066,1.026143,[ 4 10] ; [10 12],[5.44444444 8.55555556] ; [ 8.55555556 13.44444444],0
d2,1,0.360305,0.83683,[16 13] ; [19 24],[14.09722222 14.90277778] ; [20.90277778 22.09722222],0
u3,1,0.419946,0.650467,[6 8] ; [13 10],[7.18918919 6.81081081] ; [11.81081081 11.18918919],0
a5,1,0.461426,0.542434,[20  9] ; [26 17],[18.52777778 10.47222222] ; [27.47222222 15.52777778],0
v2,1,0.461522,0.542202,[15 14] ; [18 24],[13.47887324 15.52112676] ; [19.52112676 22.47887324],0
v4,1,0.552055,0.353649,[25  4] ; [39  4],[25.77777778  3.22222222] ; [38.22222222  4.77777778],0
p1,1,0.552055,0.353649,[ 4 25] ; [ 4 39],[ 3.22222222 25.77777778] ; [ 4.77777778 38.22222222],0
s5,1,0.552119,0.353535,[ 5 23] ; [10 32],[ 6. 22.] ; [ 9. 33.],0
s4,1,0.552119,0.353535,[ 5 23] ; [10 32],[ 6. 22.] ; [ 9. 33.],0
n2,1,0.61093,0.258824,[8 3] ; [9 2],[8.5 2.5] ; [8.5 2.5],0
r2,1,0.649755,0.206209,[26  3] ; [37  6],[25.375  3.625] ; [37.625  5.375],0
b1,1,0.655035,0.19961,[16 13] ; [26 17],[16.91666667 12.08333333] ; [25.08333333 17.91666667],0
a3,1,0.664273,0.188375,[15 14] ; [20 23],[14.09722222 14.90277778] ; [20.90277778 22.09722222],0
a1,1,0.683311,0.166423,[ 2 27] ; [ 2 41],[ 1.61111111 27.38888889] ; [ 2.38888889 40.61111111],0
s1,1,0.695633,0.153055,[ 2 27] ; [ 4 38],[ 2.45070423 26.54929577] ; [ 3.54929577 38.45070423],0
r4,1,0.698095,0.150462,[24  5] ; [34  9],[23.36111111  5.63888889] ; [34.63888889  8.36111111],0
n4,1,0.721852,0.126725,[17 12] ; [27 16],[17.72222222 11.27777778] ; [26.27777778 16.72222222],0
b5,1,0.732654,0.116688,[15 14] ; [24 19],[15.70833333 13.29166667] ; [23.29166667 19.70833333],0
n5,1,0.732654,0.116688,[15 14] ; [24 19],[15.70833333 13.29166667] ; [23.29166667 19.70833333],0
n3,1,0.75235,0.099567,[8 4] ; [8 3],[8.34782609 3.65217391] ; [7.65217391 3.34782609],0
s6,1,0.780763,0.077465,[16 12] ; [26 17],[16.56338028 11.43661972] ; [25.43661972 17.56338028],0
v1,1,0.813249,0.055808,[10 19] ; [16 27],[10.47222222 18.52777778] ; [15.52777778 27.47222222],0
v3,1,0.865081,0.028869,[10 19] ; [14 29],[ 9.66666667 19.33333333] ; [14.33333333 28.66666667],0
p3,1,0.923698,0.009173,[14 14] ; [21 22],[13.8028169 14.1971831] ; [21.1971831 21.8028169],0
s2,1,0.926243,0.00857,[11 16] ; [18 25],[11.18571429 15.81428571] ; [17.81428571 25.18571429],0
n6,1,0.927718,0.008229,[21  8] ; [30 12],[20.83098592  8.16901408] ; [30.16901408 11.83098592],0
d3,1,0.942244,0.005249,[20  9] ; [30 13],[20.13888889  8.86111111] ; [29.86111111 13.13888889],0
