Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a1,1,0.036622,4.36791,[ 3 40] ; [1 1],[ 3.82222222 39.17777778] ; [0.17777778 1.82222222],0
p2,1,0.039416,4.242857,[39  3] ; [1 1],[38.18181818  3.81818182] ; [1.81818182 0.18181818],0
r3,1,0.073416,3.204942,[39  4] ; [1 1],[38.22222222  4.77777778] ; [1.77777778 0.22222222],0
s1,1,0.073416,3.204942,[ 4 39] ; [1 1],[ 4.77777778 38.22222222] ; [0.22222222 1.77777778],0
v4,1,0.073416,3.204942,[39  4] ; [1 1],[38.22222222  4.77777778] ; [1.77777778 0.22222222],0
u1,1,0.169156,1.890409,[ 6 37] ; [1 1],[ 6.68888889 36.31111111] ; [0.31111111 1.68888889],0
s6,1,0.194924,1.68,[34  6] ; [1 1],[33.33333333  6.66666667] ; [1.66666667 0.33333333],0
r4,1,0.277901,1.177326,[35  8] ; [1 1],[34.4  8.6] ; [1.6 0.4],0
p11,1,0.277901,1.177326,[35  8] ; [1 1],[34.4  8.6] ; [1.6 0.4],0
p1,1,0.389625,0.740113,[10 33] ; [1 1],[10.51111111 32.48888889] ; [0.48888889 1.51111111],0
r1,1,0.555,0.348435,[30 13] ; [1 1],[29.62222222 13.37777778] ; [1.37777778 0.62222222],0
a5,1,0.555,0.348435,[30 13] ; [1 1],[29.62222222 13.37777778] ; [1.37777778 0.62222222],0
a6,1,0.609004,0.261628,[29 14] ; [1 1],[28.66666667 14.33333333] ; [1.33333333 0.66666667],0
a4,1,0.609004,0.261628,[14 29] ; [1 1],[14.33333333 28.66666667] ; [0.66666667 1.33333333],0
s7,1,0.645981,0.211005,[27 14] ; [1 1],[26.69767442 14.30232558] ; [1.30232558 0.69767442],0
s3,1,0.715329,0.133013,[27 16] ; [1 1],[26.75555556 16.24444444] ; [1.24444444 0.75555556],0
p6,1,0.865359,0.028749,[23 18] ; [1 1],[22.88372093 18.11627907] ; [1.11627907 0.88372093],0
b3,1,0.927122,0.008366,[14 16] ; [1 1],[14.0625 15.9375] ; [0.9375 1.0625],0
b2,1,0.927122,0.008366,[14 16] ; [1 1],[14.0625 15.9375] ; [0.9375 1.0625],0
s2,1,0.974346,0.001034,[22 21] ; [1 1],[21.97777778 21.02222222] ; [1.02222222 0.97777778],0
