Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.003442,8.557006,[16 27] ; [41 21],[23.34285714 19.65714286] ; [33.65714286 28.34285714],0
p8,1,0.012774,6.200089,[12 30] ; [33 29],[18.17307692 23.82692308] ; [26.82692308 35.17307692],0
p6,1,0.029453,4.740918,[12 31] ; [30 31],[17.36538462 25.63461538] ; [24.63461538 36.36538462],0
d5,1,0.051663,3.786661,[30 13] ; [53  9],[33.99047619  9.00952381] ; [49.00952381 12.99047619],0
d2,1,0.061837,3.487417,[17 26] ; [36 26],[21.7047619 21.2952381] ; [31.2952381 30.7047619],0
s1,1,0.087382,2.921954,[ 5 37] ; [ 2 59],[ 2.85436893 39.14563107] ; [ 4.14563107 56.85436893],0
r4,1,0.105149,2.625656,[34  9] ; [56  6],[36.85714286  6.14285714] ; [53.14285714  8.85714286],0
b4,1,0.11766,2.44819,[19 24] ; [37 25],[22.93333333 20.06666667] ; [33.06666667 28.93333333],0
p2,1,0.155633,2.016157,[32 11] ; [53  9],[34.80952381  8.19047619] ; [50.19047619 11.80952381],0
p5,1,0.173948,1.848585,[ 3 39] ; [10 52],[ 5.25 36.75] ; [ 7.75 54.25],0
d4,1,0.181461,1.785615,[29 14] ; [49 13],[31.94285714 11.05714286] ; [46.05714286 15.94285714],0
n4,1,0.201816,1.629184,[24 18] ; [43 19],[27.05769231 14.94230769] ; [39.94230769 22.05769231],0
p7,1,0.205968,1.599541,[21 22] ; [38 24],[24.16190476 18.83809524] ; [34.83809524 27.16190476],0
r3,1,0.207685,1.587489,[37  6] ; [57  4],[38.86538462  4.13461538] ; [55.13461538  5.86538462],0
p1,1,0.221503,1.494605,[ 3 40] ; [ 9 52],[ 4.96153846 38.03846154] ; [ 7.03846154 53.96153846],0
n6,1,0.232148,1.42765,[31 12] ; [50 11],[33.49038462  9.50961538] ; [47.50961538 13.49038462],0
s6,1,0.240974,1.37489,[30 12] ; [48 11],[32.43564356  9.56435644] ; [45.56435644 13.43564356],0
b1,1,0.271987,1.206699,[21 22] ; [37 25],[23.75238095 19.24761905] ; [34.24761905 27.75238095],0
v1,1,0.286731,1.134909,[18 25] ; [32 29],[20.67307692 22.32692308] ; [29.32692308 31.67307692],0
u3,1,0.290476,1.117413,[9 7] ; [16  6],[10.52631579  5.47368421] ; [14.47368421  7.52631579],0
