Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000398,12.541744,[ 1 27] ; [6 6],[ 4.9 23.1] ; [2.1 9.9],1
p2,1,0.002968,8.826829,[ 9 19] ; [10  2],[13.3 14.7] ; [5.7 6.3],0
n6,1,0.048204,3.902851,[16 11] ; [3 9],[13.15384615 13.84615385] ; [5.84615385 6.15384615],0
p8,1,0.05738,3.611538,[ 4 24] ; [5 7],[ 6.3 21.7] ; [2.7 9.3],0
p11,1,0.06211,3.480129,[12 16] ; [9 3],[14.7 13.3] ; [6.3 5.7],0
s6,1,0.07076,3.265306,[ 6 22] ; [6 6],[ 8.4 19.6] ; [3.6 8.4],0
u2,1,0.096791,2.757639,[7 9] ; [5 1],[8.72727273 7.27272727] ; [3.27272727 2.72727273],0
r1,1,0.121867,2.393162,[ 7 21] ; [6 6],[ 9.1 18.9] ; [3.9 8.1],0
s5,1,0.149596,2.076362,[ 1 27] ; [ 2 10],[ 2.1 25.9] ; [ 0.9 11.1],0
b3,1,0.158379,1.989638,[ 8 10] ; [1 6],[ 6.48 11.52] ; [2.52 4.48],0
b2,1,0.158379,1.989638,[ 8 10] ; [1 6],[ 6.48 11.52] ; [2.52 4.48],0
v4,1,0.167546,1.904762,[12 16] ; [8 4],[14. 14.] ; [6. 6.],0
p10,1,0.215766,1.532308,[10 17] ; [7 5],[11.76923077 15.23076923] ; [5.23076923 6.76923077],0
s8,1,0.246235,1.344538,[ 3 25] ; [3 9],[ 4.2 23.8] ; [ 1.8 10.2],0
d3,1,0.285049,1.142857,[ 9 19] ; [6 6],[10.5 17.5] ; [4.5 7.5],0
a8,1,0.290136,1.11899,[ 3 23] ; [3 9],[ 4.10526316 21.89473684] ; [ 1.89473684 10.10526316],0
d2,1,0.291841,1.111111,[ 7 21] ; [5 7],[ 8.4 19.6] ; [3.6 8.4],0
p9,1,0.357744,0.845798,[11 15] ; [7 5],[12.31578947 13.68421053] ; [5.68421053 6.31578947],0
n5,1,0.398025,0.714286,[18 10] ; [6 6],[16.8 11.2] ; [7.2 4.8],0
s3,1,0.444284,0.585193,[ 4 23] ; [3 9],[ 4.84615385 22.15384615] ; [2.15384615 9.84615385],0
a7,1,0.490153,0.47619,[13 15] ; [7 5],[14. 14.] ; [6. 6.],0
p5,1,0.526572,0.401003,[ 1 27] ; [ 1 11],[ 1.4 26.6] ; [ 0.6 11.4],0
d1,1,0.563005,0.334528,[ 7 21] ; [ 2 10],[ 6.3 21.7] ; [2.7 9.3],0
s2,1,0.601921,0.272109,[ 4 24] ; [ 1 11],[ 3.5 24.5] ; [ 1.5 10.5],0
r3,1,0.660768,0.192593,[16 11] ; [8 4],[16.61538462 10.38461538] ; [7.38461538 4.61538462],0
d5,1,0.677318,0.17316,[12 16] ; [6 6],[12.6 15.4] ; [5.4 6.6],0
a6,1,0.72158,0.126984,[10 18] ; [5 7],[10.5 17.5] ; [4.5 7.5],0
v1,1,0.73007,0.119048,[ 6 22] ; [ 2 10],[ 5.6 22.4] ; [2.4 9.6],0
a3,1,0.748053,0.103175,[12 15] ; [6 6],[12.46153846 14.53846154] ; [5.53846154 6.46153846],0
v2,1,0.766822,0.087933,[ 8 19] ; [3 9],[ 7.61538462 19.38461538] ; [3.38461538 8.61538462],0
b5,1,0.78146,0.07696,[15 13] ; [7 5],[15.4 12.6] ; [6.6 5.4],0
b4,1,0.81668,0.053739,[20  8] ; [9 3],[20.3  7.7] ; [8.7 3.3],0
s1,1,0.818075,0.05291,[ 3 25] ; [ 1 11],[ 2.8 25.2] ; [ 1.2 10.8],0
v3,1,0.818075,0.05291,[ 3 25] ; [ 1 11],[ 2.8 25.2] ; [ 1.2 10.8],0
n4,1,0.835792,0.042965,[15 13] ; [6 6],[14.7 13.3] ; [6.3 5.7],0
s4,1,0.846758,0.037348,[ 4 24] ; [ 2 10],[ 4.2 23.8] ; [ 1.8 10.2],0
n2,1,0.875975,0.024359,[6 7] ; [3 3],[6.15789474 6.84210526] ; [2.84210526 3.15789474],0
u3,1,0.910162,0.012731,[ 3 13] ; [1 5],[ 2.90909091 13.09090909] ; [1.09090909 4.90909091],0
a4,1,0.927647,0.008246,[ 5 23] ; [ 2 10],[ 4.9 23.1] ; [2.1 9.9],0
s7,1,0.940643,0.005544,[ 5 21] ; [2 9],[ 4.91891892 21.08108108] ; [2.08108108 8.91891892],0
a5,1,0.944356,0.004872,[12 16] ; [5 7],[11.9 16.1] ; [5.1 6.9],0
d4,1,0.944356,0.004872,[16 12] ; [7 5],[16.1 11.9] ; [6.9 5.1],0
b1,1,0.944356,0.004872,[16 12] ; [7 5],[16.1 11.9] ; [6.9 5.1],0
