Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,32.804492,[15 92] ; [23 14],[28.23611111 78.76388889] ; [ 9.76388889 27.23611111],1
p8,1,0.000379,12.631579,[15 93] ; [15 21],[22.5 85.5] ; [ 7.5 28.5],1
s8,1,0.001651,9.902151,[19 89] ; [16 21],[26.06896552 81.93103448] ; [ 8.93103448 28.06896552],0
s2,1,0.002955,8.834994,[27 81] ; [19 18],[34.26206897 73.73793103] ; [11.73793103 25.26206897],0
s6,1,0.005116,7.837838,[36 72] ; [22 15],[43.2 64.8] ; [14.8 22.2],0
p6,1,0.00532,7.76729,[ 8 98] ; [ 9 27],[12.69014085 93.30985915] ; [ 4.30985915 31.69014085],0
s3,1,0.007887,7.058848,[34 72] ; [21 16],[40.76923077 65.23076923] ; [14.23076923 22.76923077],0
p7,1,0.00889,6.844729,[25 79] ; [17 19],[31.2 72.8] ; [10.8 25.2],0
r3,1,0.02076,5.346805,[75 32] ; [33  4],[80.25 26.75] ; [27.75  9.25],0
n3,1,0.027029,4.888953,[21 21] ; [11  2],[24.43636364 17.56363636] ; [7.56363636 5.43636364],0
p10,1,0.030198,4.697968,[44 62] ; [23 14],[49.66433566 56.33566434] ; [17.33566434 19.66433566],0
r4,1,0.03637,4.379686,[64 44] ; [29  8],[69.26896552 38.73103448] ; [23.73103448 13.26896552],0
v4,1,0.049164,3.869732,[75 32] ; [32  5],[79.50694444 27.49305556] ; [27.49305556  9.50694444],0
p11,1,0.051179,3.802422,[50 58] ; [24 13],[55.11724138 52.88275862] ; [18.88275862 18.11724138],0
v2,1,0.071011,3.259485,[38 65] ; [19 16],[42.54347826 60.45652174] ; [14.45652174 20.54347826],0
n6,1,0.101308,2.68483,[64 43] ; [27  9],[68.09090909 38.90909091] ; [22.90909091 13.09090909],0
p9,1,0.104408,2.636884,[48 55] ; [23 14],[52.23571429 50.76428571] ; [18.76428571 18.23571429],0
p5,1,0.129801,2.294878,[  3 104] ; [ 3 31],[  4.55319149 102.44680851] ; [ 1.44680851 32.55319149],0
u2,1,0.150088,2.071356,[19 22] ; [9 4],[21.25925926 19.74074074] ; [6.74074074 6.25925926],0
a5,1,0.168882,1.892843,[59 49] ; [25 12],[62.56551724 45.43448276] ; [21.43448276 15.56551724],0
v1,1,0.183551,1.768637,[31 76] ; [14 20],[34.14893617 72.85106383] ; [10.85106383 23.14893617],0
s7,1,0.203909,1.614151,[27 74] ; [13 21],[29.92592593 71.07407407] ; [10.07407407 23.92592593],0
d5,1,0.21577,1.532283,[66 41] ; [27 10],[69.10416667 37.89583333] ; [23.89583333 13.10416667],0
n2,1,0.263436,1.250609,[27 18] ; [10  3],[28.70689655 16.29310345] ; [8.29310345 4.70689655],0
p1,1,0.306015,1.047796,[  8 100] ; [ 1 36],[  6.70344828 101.29655172] ; [ 2.29655172 34.70344828],0
a7,1,0.307015,1.043475,[68 39] ; [20 17],[65.38888889 41.61111111] ; [22.61111111 14.38888889],0
u3,1,0.339632,0.91182,[19 22] ; [8 5],[20.5 20.5] ; [6.5 6.5],0
a2,1,0.355124,0.855063,[22 86] ; [ 5 32],[20.11034483 87.88965517] ; [ 6.88965517 30.11034483],0
u1,1,0.374305,0.789324,[14 94] ; [ 7 30],[15.64137931 92.35862069] ; [ 5.35862069 31.64137931],0
n4,1,0.388476,0.743708,[72 35] ; [22 15],[69.84722222 37.15277778] ; [24.15277778 12.84722222],0
n1,1,0.391905,0.733025,[20 25] ; [7 5],[21.31578947 23.68421053] ; [5.68421053 6.31578947],0
a8,1,0.392762,0.730375,[11 93] ; [ 2 33],[ 9.72661871 94.27338129] ; [ 3.27338129 31.72661871],0
a4,1,0.438304,0.600719,[41 65] ; [17 20],[42.99300699 63.00699301] ; [15.00699301 21.99300699],0
u4,1,0.44966,0.571509,[  3 105] ; [ 2 35],[  3.72413793 104.27586207] ; [ 1.27586207 35.72413793],0
b4,1,0.459645,0.54676,[63 45] ; [19 18],[61.07586207 46.92413793] ; [20.92413793 16.07586207],0
r1,1,0.520965,0.411983,[63 44] ; [24 13],[64.64583333 42.35416667] ; [22.35416667 14.64583333],0
n5,1,0.522092,0.409759,[69 38] ; [26 11],[70.59027778 36.40972222] ; [24.40972222 12.59027778],0
d2,1,0.524213,0.405596,[48 58] ; [19 18],[49.66433566 56.33566434] ; [17.33566434 19.66433566],0
r2,1,0.684682,0.164903,[84 20] ; [31  6],[84.82269504 19.17730496] ; [30.17730496  6.82269504],0
