Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,26.541667,[86 18] ; [22 30],[72. 32.] ; [36. 16.],1
p11,1,0.0,26.280717,[77 27] ; [19 39],[61.62962963 42.37037037] ; [34.37037037 23.62962963],1
v4,1,1e-06,24.785779,[93 11] ; [32 26],[80.24691358 23.75308642] ; [44.75308642 13.24691358],1
p10,1,2e-06,22.698085,[75 28] ; [19 37],[60.89308176 42.10691824] ; [33.10691824 22.89308176],1
r3,1,5.7e-05,16.186914,[88 15] ; [33 25],[77.40993789 25.59006211] ; [43.59006211 14.40993789],1
p4,1,0.000131,14.623775,[51 52] ; [11 47],[39.66459627 63.33540373] ; [22.33540373 35.66459627],1
p7,1,0.000255,13.372516,[55 47] ; [14 44],[43.9875 58.0125] ; [25.0125 32.9875],1
r4,1,0.001047,10.742706,[62 42] ; [19 39],[52. 52.] ; [29. 29.],0
n6,1,0.003046,8.779413,[83 21] ; [33 24],[74.93167702 29.06832298] ; [41.06832298 15.93167702],0
p8,1,0.003515,8.519007,[43 59] ; [11 46],[34.64150943 67.35849057] ; [19.35849057 37.64150943],0
s6,1,0.003609,8.47082,[48 53] ; [14 44],[39.3836478 61.6163522] ; [22.6163522 35.3836478],0
d2,1,0.007934,7.048421,[30 74] ; [28 28],[37.7 66.3] ; [20.3 35.7],0
p1,1,0.008757,6.871782,[  4 100] ; [ 9 49],[ 8.34567901 95.65432099] ; [ 4.65432099 53.34567901],0
a1,1,0.020031,5.409149,[ 5 99] ; [ 9 49],[ 8.98765432 95.01234568] ; [ 5.01234568 52.98765432],0
p6,1,0.021342,5.298616,[27 76] ; [ 6 50],[21.37735849 81.62264151] ; [11.62264151 44.37735849],0
p3,1,0.023881,5.103255,[40 64] ; [12 45],[33.59006211 70.40993789] ; [18.40993789 38.59006211],0
a5,1,0.046348,3.968898,[44 60] ; [34 24],[50.07407407 53.92592593] ; [27.92592593 30.07407407],0
s5,1,0.049458,3.859756,[24 78] ; [ 6 50],[19.36708861 82.63291139] ; [10.63291139 45.36708861],0
v1,1,0.055568,3.664963,[40 61] ; [14 43],[34.51898734 66.48101266] ; [19.48101266 37.51898734],0
a3,1,0.062335,3.474133,[50 53] ; [37 21],[55.65838509 47.34161491] ; [31.34161491 26.65838509],0
u2,1,0.065002,3.404939,[25 28] ; [ 5 16],[21.48648649 31.51351351] ; [ 8.51351351 12.48648649],0
d1,1,0.079243,3.08035,[29 75] ; [24 34],[34.02469136 69.97530864] ; [18.97530864 39.02469136],0
n3,1,0.080133,3.062201,[26 10] ; [12 12],[22.8 13.2] ; [15.2  8.8],0
a7,1,0.087998,2.910613,[64 39] ; [28 30],[58.85714286 44.14285714] ; [33.14285714 24.85714286],0
b2,1,0.102507,2.6661,[16 37] ; [17 19],[19.65168539 33.34831461] ; [13.34831461 22.65168539],0
b3,1,0.102507,2.6661,[16 37] ; [17 19],[19.65168539 33.34831461] ; [13.34831461 22.65168539],0
u1,1,0.10621,2.609728,[  3 101] ; [ 5 53],[ 5.13580247 98.86419753] ; [ 2.86419753 55.13580247],0
p5,1,0.115432,2.478225,[11 93] ; [ 2 55],[ 8.39751553 95.60248447] ; [ 4.60248447 52.39751553],0
s3,1,0.129156,2.302621,[37 65] ; [14 43],[32.71698113 69.28301887] ; [18.28301887 38.71698113],0
s2,1,0.131121,2.27918,[31 73] ; [11 47],[26.96296296 77.03703704] ; [15.03703704 42.96296296],0
a2,1,0.157079,2.002125,[ 6 98] ; [ 7 51],[ 8.34567901 95.65432099] ; [ 4.65432099 53.34567901],0
b1,1,0.163771,1.939058,[42 62] ; [30 28],[46.22222222 57.77777778] ; [25.77777778 32.22222222],0
n2,1,0.173955,1.848524,[27  9] ; [14 10],[24.6 11.4] ; [16.4  7.6],0
r2,1,0.201368,1.632422,[79 24] ; [37 18],[75.62025316 27.37974684] ; [40.37974684 14.62025316],0
b4,1,0.224949,1.472517,[64 40] ; [30 28],[60.34567901 43.65432099] ; [33.65432099 24.34567901],0
n4,1,0.246903,1.340745,[67 37] ; [32 26],[63.55555556 40.44444444] ; [35.44444444 22.55555556],0
a4,1,0.278791,1.172975,[28 76] ; [20 37],[31.00621118 72.99378882] ; [16.99378882 40.00621118],0
s4,1,0.308409,1.037477,[21 83] ; [ 8 50],[18.61728395 85.38271605] ; [10.38271605 47.61728395],0
p12,1,0.314101,1.013353,[ 5 98] ; [ 1 57],[ 3.83850932 99.16149068] ; [ 2.16149068 55.83850932],0
s7,1,0.368162,0.809858,[20 78] ; [ 8 47],[17.93464052 80.06535948] ; [10.06535948 44.93464052],0
n5,1,0.397285,0.716529,[69 34] ; [35 23],[66.53416149 36.46583851] ; [37.46583851 20.53416149],0
d3,1,0.473129,0.51466,[57 45] ; [29 29],[54.825 47.175] ; [31.175 26.825],0
b5,1,0.484287,0.489194,[65 39] ; [33 25],[62.91358025 41.08641975] ; [35.08641975 22.91358025],0
v2,1,0.505412,0.443554,[37 67] ; [17 39],[35.1 68.9] ; [18.9 37.1],0
a8,1,0.516431,0.421014,[10 89] ; [ 4 53],[ 8.88461538 90.11538462] ; [ 5.11538462 51.88461538],0
u3,1,0.550681,0.356099,[19 34] ; [ 6 15],[17.90540541 35.09459459] ; [ 7.09459459 13.90540541],0
d5,1,0.614826,0.253207,[68 35] ; [36 22],[66.53416149 36.46583851] ; [37.46583851 20.53416149],0
a6,1,0.623104,0.241529,[55 49] ; [33 25],[56.49382716 47.50617284] ; [31.50617284 26.49382716],0
