Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.008017,7.029617,[31 36] ; [31 84],[22.82417582 44.17582418] ; [39.17582418 75.82417582],0
v1,1,0.015754,5.830082,[38 28] ; [44 69],[30.23463687 35.76536313] ; [51.76536313 61.23463687],0
b1,1,0.022634,5.196364,[35 32] ; [41 76],[27.67391304 39.32608696] ; [48.32608696 68.67391304],0
v2,1,0.028436,4.801435,[45 21] ; [57 54],[38.03389831 27.96610169] ; [63.96610169 47.03389831],0
r2,1,0.033886,4.500429,[65  1] ; [102  11],[61.57541899  4.42458101] ; [105.42458101   7.57541899],0
b3,1,0.03647,4.375,[20 25] ; [15 45],[15. 30.] ; [20. 40.],0
b2,1,0.03647,4.375,[20 25] ; [15 45],[15. 30.] ; [20. 40.],0
s8,1,0.075138,3.167052,[31 35] ; [39 77],[25.38461538 40.61538462] ; [44.61538462 71.38461538],0
a5,1,0.083238,3.000523,[47 20] ; [67 50],[41.51086957 25.48913043] ; [72.48913043 44.51086957],0
d3,1,0.101689,2.67885,[34 33] ; [72 42],[39.23756906 27.76243094] ; [66.76243094 47.23756906],0
u1,1,0.10616,2.610481,[11 56] ; [ 10 107],[ 7.64673913 59.35326087] ; [ 13.35326087 103.64673913],0
a1,1,0.117393,2.451765,[ 4 63] ; [  2 115],[ 2.18478261 64.81521739] ; [  3.81521739 113.18478261],0
p5,1,0.117393,2.451765,[ 4 63] ; [  2 115],[ 2.18478261 64.81521739] ; [  3.81521739 113.18478261],0
s2,1,0.134225,2.242943,[25 42] ; [57 60],[29.85869565 37.14130435] ; [52.14130435 64.85869565],0
n2,1,0.260625,1.265432,[9 1] ; [30 11],[7.64705882 2.35294118] ; [31.35294118  9.64705882],0
a3,1,0.263344,1.251092,[48 18] ; [75 41],[44.6043956 21.3956044] ; [78.3956044 37.6043956],0
a2,1,0.266966,1.232268,[14 53] ; [ 17 100],[11.28804348 55.71195652] ; [19.71195652 97.28804348],0
u3,1,0.287707,1.13032,[10  9] ; [16 26],[ 8.09836066 10.90163934] ; [17.90163934 24.09836066],0
n4,1,0.290455,1.117511,[50 16] ; [80 37],[46.8852459 19.1147541] ; [83.1147541 33.8852459],0
u2,1,0.29608,1.091766,[ 7 11] ; [22 19],[8.84745763 9.15254237] ; [20.15254237 20.84745763],0
p2,1,0.301114,1.069254,[52 15] ; [98 19],[54.61956522 12.38043478] ; [95.38043478 21.61956522],0
b4,1,0.308203,1.038362,[32 35] ; [65 52],[35.32065217 31.67934783] ; [61.67934783 55.32065217],0
r4,1,0.342348,0.901619,[61  6] ; [101  16],[58.98913043  8.01086957] ; [103.01086957  13.98913043],0
a7,1,0.34328,0.898142,[41 26] ; [79 37],[43.93442623 23.06557377] ; [76.06557377 39.93442623],0
s3,1,0.375603,0.785045,[33 34] ; [65 51],[35.87978142 31.12021858] ; [62.12021858 53.87978142],0
a8,1,0.37916,0.773425,[10 51] ; [24 85],[12.2 48.8] ; [21.8 87.2],0
p8,1,0.39259,0.730905,[34 31] ; [53 63],[31.24309392 33.75690608] ; [55.75690608 60.24309392],0
n3,1,0.409868,0.679184,[9 1] ; [33  9],[8.07692308 1.92307692] ; [33.92307692  8.07692308],0
r3,1,0.421509,0.646104,[63  4] ; [112   4],[64.07103825  2.92896175] ; [110.92896175   5.07103825],0
p1,1,0.421509,0.646104,[ 4 63] ; [  4 112],[ 2.92896175 64.07103825] ; [  5.07103825 110.92896175],0
r1,1,0.431398,0.619056,[49 17] ; [92 24],[51.13186813 14.86813187] ; [89.86813187 26.13186813],0
n1,1,0.440401,0.595238,[4 6] ; [11 29],[3. 7.] ; [12. 28.],0
a4,1,0.454871,0.558485,[26 41] ; [39 78],[23.66847826 43.33152174] ; [41.33152174 75.66847826],0
