Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000721,11.434037,[11  9] ; [23 94],[ 4.96350365 15.03649635] ; [29.03649635 87.96350365],1
p5,1,0.004108,8.235294,[ 3 18] ; [  2 117],[ 0.75 20.25] ; [  4.25 114.75],0
p10,1,0.007377,7.178872,[16  5] ; [52 65],[10.34782609 10.65217391] ; [57.65217391 59.34782609],0
p3,1,0.012579,6.227409,[ 8 13] ; [ 18 101],[ 3.9 17.1] ; [22.1 96.9],0
p6,1,0.013113,6.153773,[ 6 15] ; [ 11 107],[ 2.56834532 18.43165468] ; [ 14.43165468 103.56834532],0
d5,1,0.026224,4.941176,[ 9 12] ; [81 38],[13.5  7.5] ; [76.5 42.5],0
p1,1,0.033839,4.502834,[ 5 16] ; [ 10 110],[ 2.23404255 18.76595745] ; [ 12.76595745 107.23404255],0
d4,1,0.036105,4.392157,[11 10] ; [89 30],[15.  6.] ; [85. 34.],0
p9,1,0.055218,3.675501,[15  6] ; [55 58],[10.97014925 10.02985075] ; [59.02985075 53.97014925],0
v4,1,0.075652,3.155929,[19  2] ; [86 33],[15.75  5.25] ; [89.25 29.75],0
s4,1,0.077548,3.115557,[ 1 20] ; [25 94],[ 3.9 17.1] ; [22.1 96.9],0
b2,1,0.084366,2.978715,[1 8] ; [32 47],[3.375 5.625] ; [29.625 49.375],0
b3,1,0.084366,2.978715,[1 8] ; [32 47],[3.375 5.625] ; [29.625 49.375],0
d2,1,0.087889,2.912611,[ 6 15] ; [57 60],[ 9.58695652 11.41304348] ; [53.41304348 63.58695652],0
s1,1,0.097702,2.742663,[ 4 17] ; [  9 109],[ 1.96402878 19.03597122] ; [ 11.03597122 106.96402878],0
a6,1,0.194516,1.683075,[15  6] ; [67 52],[12.3  8.7] ; [69.7 49.3],0
n2,1,0.2215,1.494624,[6 1] ; [33 20],[4.55 2.45] ; [34.45 18.55],0
s5,1,0.247282,1.338596,[ 6 15] ; [20 93],[ 4.07462687 16.92537313] ; [21.92537313 91.07462687],0
a7,1,0.275521,1.189053,[15  6] ; [70 49],[12.75  8.25] ; [72.25 46.75],0
a4,1,0.279398,1.170017,[ 6 14] ; [51 68],[ 8.20143885 11.79856115] ; [48.79856115 70.20143885],0
u2,1,0.281072,1.161899,[3 7] ; [21 22],[4.52830189 5.47169811] ; [19.47169811 23.52830189],0
r4,1,0.283393,1.150746,[16  5] ; [77 43],[13.85106383  7.14893617] ; [79.14893617 40.85106383],0
s2,1,0.328393,0.955226,[ 9 12] ; [38 81],[ 7.05 13.95] ; [39.95 79.05],0
a3,1,0.404672,0.694399,[11  9] ; [77 42],[12.6618705  7.3381295] ; [75.3381295 43.6618705],0
s8,1,0.405411,0.692217,[ 4 17] ; [33 86],[ 5.55 15.45] ; [31.45 87.55],0
b1,1,0.414785,0.665043,[ 9 12] ; [63 57],[10.72340426 10.27659574] ; [61.27659574 58.72340426],0
r2,1,0.422312,0.643871,[19  2] ; [97 19],[17.7810219  3.2189781] ; [98.2189781 17.7810219],0
d1,1,0.425093,0.636192,[ 8 13] ; [57 63],[ 9.68085106 11.31914894] ; [55.31914894 64.68085106],0
a1,1,0.444014,0.585886,[ 1 20] ; [ 12 108],[ 1.93617021 19.06382979] ; [ 11.06382979 108.93617021],0
a8,1,0.453327,0.562319,[ 3 17] ; [ 11 105],[ 2.05882353 17.94117647] ; [ 11.94117647 104.05882353],0
n3,1,0.47696,0.505806,[3 4] ; [28 21],[3.875 3.125] ; [27.125 21.875],0
n1,1,0.554429,0.349442,[4 3] ; [24 29],[3.26666667 3.73333333] ; [24.73333333 28.26666667],0
b4,1,0.610781,0.259039,[11 10] ; [70 50],[12.06382979  8.93617021] ; [68.93617021 51.06382979],0
u3,1,0.614092,0.254259,[4 6] ; [21 22],[4.71698113 5.28301887] ; [20.28301887 22.71698113],0
u1,1,0.645398,0.211752,[ 3 18] ; [ 13 107],[ 2.38297872 18.61702128] ; [ 13.61702128 106.38297872],0
p11,1,0.679643,0.170529,[11 10] ; [57 63],[10.12765957 10.87234043] ; [57.87234043 62.12765957],0
n4,1,0.689953,0.159136,[13  8] ; [79 40],[13.8  7.2] ; [78.2 40.8],0
s7,1,0.694165,0.154614,[ 6 14] ; [39 74],[ 6.76691729 13.23308271] ; [38.23308271 74.76691729],0
b5,1,0.705813,0.142495,[13  8] ; [69 51],[12.21276596  8.78723404] ; [69.78723404 50.21276596],0
n5,1,0.749196,0.102208,[14  7] ; [75 44],[13.35  7.65] ; [75.65 43.35],0
v2,1,0.766601,0.088104,[ 9 11] ; [46 65],[ 8.39694656 11.60305344] ; [46.60305344 64.39694656],0
a5,1,0.805582,0.06058,[12  9] ; [72 48],[12.5106383  8.4893617] ; [71.4893617 48.5106383],0
n6,1,0.863323,0.029634,[13  8] ; [76 43],[13.35  7.65] ; [75.65 43.35],0
v3,1,0.870863,0.026426,[ 7 14] ; [35 76],[ 6.68181818 14.31818182] ; [35.31818182 75.68181818],0
r3,1,0.891305,0.018674,[16  5] ; [89 30],[15.75  5.25] ; [89.25 29.75],0
s3,1,0.906503,0.013795,[ 8 11] ; [48 70],[ 7.76642336 11.23357664] ; [48.23357664 69.76642336],0
p12,1,0.956696,0.002949,[ 1 20] ; [  6 113],[ 1.05 19.95] ; [  5.95 113.05],0
d3,1,0.962182,0.002248,[11 10] ; [63 56],[11.1  9.9] ; [62.9 56.1],0
s6,1,0.975301,0.000959,[ 9 12] ; [51 67],[ 9.0647482 11.9352518] ; [50.9352518 67.0647482],0
v1,1,0.980007,0.000628,[ 7 14] ; [40 79],[ 7.05 13.95] ; [39.95 79.05],0
r1,1,0.980534,0.000595,[13  8] ; [74 45],[13.05  7.95] ; [73.95 45.05],0
a2,1,0.989795,0.000164,[ 4 17] ; [23 97],[ 4.0212766 16.9787234] ; [22.9787234 97.0212766],0
