Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.006221,7.48517,[48  2] ; [1 1],[47.11538462  2.88461538] ; [1.88461538 0.11538462],0
p12,1,0.048191,3.903319,[ 4 46] ; [1 1],[ 4.80769231 45.19230769] ; [0.19230769 1.80769231],0
d4,1,0.166459,1.914545,[43  7] ; [1 1],[42.30769231  7.69230769] ; [1.69230769 0.30769231],0
d1,1,0.54789,0.361111,[35 15] ; [1 1],[34.61538462 15.38461538] ; [1.38461538 0.61538462],0
d3,1,0.54789,0.361111,[35 15] ; [1 1],[34.61538462 15.38461538] ; [1.38461538 0.61538462],0
s6,1,0.54789,0.361111,[35 15] ; [1 1],[34.61538462 15.38461538] ; [1.38461538 0.61538462],0
p10,1,0.54789,0.361111,[35 15] ; [1 1],[34.61538462 15.38461538] ; [1.38461538 0.61538462],0
v3,1,0.625893,0.237671,[16 32] ; [1 1],[16.32 31.68] ; [0.68 1.32],0
p8,1,0.686818,0.162552,[18 32] ; [1 1],[18.26923077 31.73076923] ; [0.73076923 1.26923077],0
b4,1,0.777464,0.079877,[30 20] ; [1 1],[29.80769231 20.19230769] ; [1.19230769 0.80769231],0
v2,1,0.815021,0.054735,[28 20] ; [1 1],[27.84 20.16] ; [1.16 0.84],0
a4,1,0.866954,0.028066,[28 22] ; [1 1],[27.88461538 22.11538462] ; [1.11538462 0.88461538],0
s8,1,0.866954,0.028066,[28 22] ; [1 1],[27.88461538 22.11538462] ; [1.11538462 0.88461538],0
s3,1,0.932248,0.007228,[26 23] ; [1 1],[25.94117647 23.05882353] ; [1.05882353 0.94117647],0
p3,1,1.0,0.0,[25 25] ; [1 1],[25. 25.] ; [1. 1.],0
