Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1e-06,25.030929,[14 23] ; [61 11],[25.4587156 11.5412844] ; [49.5412844 22.4587156],1
p10,1,0.00898,6.826872,[23 14] ; [60 11],[28.43518519  8.56481481] ; [54.56481481 16.43518519],0
p9,1,0.011201,6.433088,[25 11] ; [65  8],[29.72477064  6.27522936] ; [60.27522936 12.72477064],0
n3,1,0.015239,5.888637,[ 7 10] ; [16  4],[10.56756757  6.43243243] ; [12.43243243  7.56756757],0
p2,1,0.016059,5.796382,[24 13] ; [62 11],[28.92727273  8.07272727] ; [57.07272727 15.92727273],0
s4,1,0.016282,5.772138,[15 22] ; [14 59],[ 9.75454545 27.24545455] ; [19.24545455 53.75454545],0
n6,1,0.020299,5.385968,[25 12] ; [63 10],[29.6  7.4] ; [58.4 14.6],0
s3,1,0.032189,4.588424,[17 20] ; [49 24],[22.2 14.8] ; [43.8 29.2],0
p11,1,0.069331,3.298778,[26 11] ; [62 11],[29.6  7.4] ; [58.4 14.6],0
p5,1,0.069466,3.295588,[ 2 35] ; [13 59],[ 5.09174312 31.90825688] ; [ 9.90825688 62.09174312],0
v2,1,0.076132,3.145599,[13 23] ; [38 32],[17.32075472 18.67924528] ; [33.67924528 36.32075472],0
v3,1,0.118299,2.439696,[ 8 27] ; [27 44],[11.55660377 23.44339623] ; [23.44339623 47.55660377],0
u2,1,0.122433,2.385916,[ 8 10] ; [17  8],[10.46511628  7.53488372] ; [14.53488372 10.46511628],0
v4,1,0.12808,2.315621,[31  6] ; [67  5],[33.26605505  3.73394495] ; [64.73394495  7.26605505],0
v1,1,0.135401,2.229459,[15 22] ; [39 31],[18.6728972 18.3271028] ; [35.3271028 34.6728972],0
p12,1,0.13553,2.227994,[ 1 36] ; [ 8 65],[ 3.02727273 33.97272727] ; [ 5.97272727 67.02727273],0
a3,1,0.18744,1.737628,[19 18] ; [47 26],[22.2 14.8] ; [43.8 29.2],0
a8,1,0.241728,1.370489,[ 1 35] ; [ 6 62],[ 2.42307692 33.57692308] ; [ 4.57692308 63.42307692],0
s5,1,0.333191,0.936455,[16 20] ; [24 45],[13.71428571 22.28571429] ; [26.28571429 42.71428571],0
r4,1,0.346509,0.8862,[22 15] ; [50 23],[24.21818182 12.78181818] ; [47.78181818 25.21818182],0
b2,1,0.349824,0.874097,[ 7 13] ; [12 38],[ 5.42857143 14.57142857] ; [13.57142857 36.42857143],0
b3,1,0.349824,0.874097,[ 7 13] ; [12 38],[ 5.42857143 14.57142857] ; [13.57142857 36.42857143],0
p4,1,0.371438,0.798847,[19 18] ; [44 29],[21.19090909 15.80909091] ; [41.80909091 31.19090909],0
p8,1,0.413495,0.668731,[19 17] ; [32 40],[17. 19.] ; [34. 38.],0
b1,1,0.44431,0.585127,[17 20] ; [28 45],[15.13636364 21.86363636] ; [29.86363636 43.13636364],0
s7,1,0.45209,0.565407,[16 20] ; [36 33],[17.82857143 18.17142857] ; [34.17142857 34.82857143],0
b4,1,0.45479,0.558686,[25 12] ; [44 29],[23.20909091 13.79090909] ; [45.79090909 27.20909091],0
p6,1,0.474396,0.511718,[12 25] ; [28 43],[13.7037037 23.2962963] ; [26.2962963 44.7037037],0
n2,1,0.506061,0.442204,[12  5] ; [16  4],[12.86486486  4.13513514] ; [15.13513514  4.86486486],0
p7,1,0.522411,0.409131,[20 16] ; [44 27],[21.53271028 14.46728972] ; [42.46728972 28.53271028],0
a7,1,0.525166,0.403737,[21 16] ; [46 27],[22.53636364 14.46363636] ; [44.46363636 28.53636364],0
a5,1,0.544963,0.366418,[24 13] ; [43 30],[22.53636364 14.46363636] ; [44.46363636 28.53636364],0
n1,1,0.548997,0.359118,[ 6 11] ; [ 9 11],[ 6.89189189 10.10810811] ; [ 8.10810811 11.89189189],0
p1,1,0.593611,0.284741,[ 3 34] ; [ 4 69],[ 2.35454545 34.64545455] ; [ 4.64545455 68.35454545],0
b5,1,0.613822,0.254647,[22 15] ; [47 26],[23.20909091 13.79090909] ; [45.79090909 27.20909091],0
u4,1,0.621079,0.244354,[ 1 36] ; [ 1 72],[ 0.67272727 36.32727273] ; [ 1.32727273 71.67272727],0
a6,1,0.627086,0.236033,[20 17] ; [43 30],[21.19090909 15.80909091] ; [41.80909091 31.19090909],0
a1,1,0.637726,0.221729,[ 3 34] ; [ 8 65],[ 3.7 33.3] ; [ 7.3 65.7],0
s8,1,0.641137,0.217258,[15 22] ; [33 40],[16.14545455 20.85454545] ; [31.85454545 41.14545455],0
