Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,36.92017,1
n6,1,0.001605,9.953698,0
a7,1,0.006937,7.289143,0
r2,1,0.046289,3.971064,0
r4,1,0.051304,3.798314,0
p2,1,0.056657,3.632646,0
n1,1,0.060592,3.521105,0
d5,1,0.071239,3.254245,0
d3,1,0.077824,3.109769,0
r3,1,0.08928,2.887307,0
s6,1,0.100142,2.703285,0
v4,1,0.100664,2.694988,0
a1,1,0.130077,2.29158,0
a6,1,0.154553,2.026724,0
p12,1,0.183215,1.771353,0
a4,1,0.210504,1.567955,0
p6,1,0.213148,1.549912,0
v2,1,0.236059,1.403974,0
p3,1,0.325843,0.96535,0
b5,1,0.332349,0.939722,0
d1,1,0.335928,0.925909,0
s5,1,0.350495,0.871664,0
d2,1,0.364588,0.822027,0
p7,1,0.367347,0.812619,0
s4,1,0.38014,0.770249,0
s7,1,0.467154,0.528699,0
u3,1,0.488157,0.480586,0
r1,1,0.490972,0.474395,0
b2,1,0.498476,0.45818,0
b3,1,0.498476,0.45818,0
v3,1,0.505012,0.444388,0
d4,1,0.518039,0.417795,0
s2,1,0.522336,0.409279,0
p1,1,0.525234,0.403603,0
s1,1,0.556844,0.345198,0
a3,1,0.580085,0.306096,0
v1,1,0.615136,0.252763,0
p5,1,0.62145,0.243835,0
a2,1,0.668681,0.183148,0
u1,1,0.68269,0.167113,0
n3,1,0.702135,0.146261,0
n4,1,0.736206,0.113489,0
a5,1,0.775459,0.081363,0
n5,1,0.779894,0.078096,0
b4,1,0.800539,0.063832,0
a8,1,0.831546,0.045249,0
u2,1,0.879295,0.023062,0
p8,1,0.895088,0.017389,0
p4,1,0.900332,0.015685,0
s8,1,0.917427,0.010749,0
n2,1,0.919347,0.010253,0
s3,1,0.993657,6.3e-05,0
