Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.029364,4.746171,[2 1] ; [ 8 42],[0.56603774 2.43396226] ; [ 9.43396226 40.56603774],0
p9,1,0.196256,1.670017,[2 1] ; [15 34],[0.98076923 2.01923077] ; [16.01923077 32.98076923],0
p1,1,0.215383,1.53487,[1 2] ; [ 5 45],[0.33962264 2.66037736] ; [ 5.66037736 44.33962264],0
p3,1,0.229328,1.445022,[2 1] ; [16 33],[1.03846154 1.96153846] ; [16.96153846 32.03846154],0
a6,1,0.251809,1.31324,[1 2] ; [33 17],[1.9245283 1.0754717] ; [32.0754717 17.9245283],0
v1,1,0.339207,0.913425,[2 1] ; [19 30],[1.21153846 1.78846154] ; [19.78846154 29.21153846],0
a4,1,0.339207,0.913425,[2 1] ; [19 30],[1.21153846 1.78846154] ; [19.78846154 29.21153846],0
b3,1,0.361032,0.8343,[2 1] ; [11 17],[1.25806452 1.74193548] ; [11.74193548 16.25806452],0
b2,1,0.361032,0.8343,[2 1] ; [11 17],[1.25806452 1.74193548] ; [11.74193548 16.25806452],0
v2,1,0.396329,0.719436,[2 1] ; [20 28],[1.29411765 1.70588235] ; [20.70588235 27.29411765],0
b5,1,0.402437,0.701034,[1 2] ; [29 21],[1.69811321 1.30188679] ; [28.30188679 21.69811321],0
u1,1,0.437373,0.603165,[1 2] ; [ 8 42],[0.50943396 2.49056604] ; [ 8.49056604 41.50943396],0
b4,1,0.574885,0.314577,[1 2] ; [25 25],[1.47169811 1.52830189] ; [24.52830189 25.47169811],0
p2,1,0.621114,0.244305,[2 1] ; [26 24],[1.58490566 1.41509434] ; [26.41509434 23.58490566],0
a2,1,0.715158,0.133179,[1 2] ; [12 38],[0.73584906 2.26415094] ; [12.26415094 37.73584906],0
a3,1,0.863628,0.029501,[2 1] ; [29 18],[1.86 1.14] ; [29.14 17.86],0
p7,1,0.905464,0.014105,[1 2] ; [18 31],[1.09615385 1.90384615] ; [17.90384615 31.09615385],0
a7,1,0.980547,0.000595,[2 1] ; [33 16],[2.01923077 0.98076923] ; [32.98076923 16.01923077],0
d3,1,0.981106,0.000561,[2 1] ; [33 17],[1.98113208 1.01886792] ; [33.01886792 16.98113208],0
