Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.015629,5.844156,[3 6] ; [8 1],[5.5 3.5] ; [5.5 3.5],0
s6,1,0.023511,5.130357,[3 6] ; [7 1],[5.29411765 3.70588235] ; [4.70588235 3.29411765],0
p2,1,0.0455,4.0,[4 5] ; [8 1],[6. 3.] ; [6. 3.],0
r2,1,0.05778,3.6,[3 6] ; [7 2],[5. 4.] ; [5. 4.],0
d5,1,0.05778,3.6,[3 6] ; [7 2],[5. 4.] ; [5. 4.],0
p9,1,0.079008,3.085185,[4 4] ; [8 1],[5.64705882 2.35294118] ; [6.35294118 2.64705882],0
d4,1,0.114404,2.492308,[5 4] ; [8 1],[6.5 2.5] ; [6.5 2.5],0
b5,1,0.157299,2.0,[6 3] ; [3 6],[4.5 4.5] ; [4.5 4.5],0
s2,1,0.231605,1.430976,[4 4] ; [2 7],[2.82352941 5.17647059] ; [3.17647059 5.82352941],0
n6,1,0.231605,1.430976,[4 4] ; [7 2],[5.17647059 2.82352941] ; [5.82352941 3.17647059],0
s5,1,0.256839,1.285714,[1 8] ; [3 6],[2. 7.] ; [2. 7.],0
s7,1,0.312132,1.021635,[1 7] ; [3 6],[1.88235294 6.11764706] ; [2.11764706 6.88235294],0
v3,1,0.317311,1.0,[4 5] ; [2 7],[3. 6.] ; [3. 6.],0
p7,1,0.317311,1.0,[7 2] ; [5 4],[6. 3.] ; [6. 3.],0
a5,1,0.317311,1.0,[5 4] ; [7 2],[6. 3.] ; [6. 3.],0
v1,1,0.342782,0.9,[5 4] ; [3 6],[4. 5.] ; [4. 5.],0
v2,1,0.342782,0.9,[3 6] ; [5 4],[4. 5.] ; [4. 5.],0
b4,1,0.342782,0.9,[4 5] ; [6 3],[5. 4.] ; [5. 4.],0
s3,1,0.456605,0.554205,[3 5] ; [5 4],[3.76470588 4.23529412] ; [4.23529412 4.76470588],0
p10,1,0.485845,0.485714,[4 4] ; [6 3],[4.70588235 3.29411765] ; [5.29411765 3.70588235],0
a8,1,0.521839,0.410256,[1 7] ; [2 6],[1.5 6.5] ; [1.5 6.5],0
p5,1,0.527089,0.4,[2 7] ; [1 8],[1.5 7.5] ; [1.5 7.5],0
a4,1,0.527089,0.4,[2 7] ; [1 8],[1.5 7.5] ; [1.5 7.5],0
s4,1,0.527089,0.4,[1 8] ; [2 7],[1.5 7.5] ; [1.5 7.5],0
d1,1,0.598725,0.276923,[2 7] ; [3 6],[2.5 6.5] ; [2.5 6.5],0
p11,1,0.598725,0.276923,[6 3] ; [7 2],[6.5 2.5] ; [6.5 2.5],0
p4,1,0.628745,0.233766,[6 3] ; [5 4],[5.5 3.5] ; [5.5 3.5],0
p6,1,0.628745,0.233766,[4 5] ; [3 6],[3.5 5.5] ; [3.5 5.5],0
a7,1,0.628745,0.233766,[5 4] ; [6 3],[5.5 3.5] ; [5.5 3.5],0
d3,1,0.637352,0.222222,[4 5] ; [5 4],[4.5 4.5] ; [4.5 4.5],0
d2,1,0.637352,0.222222,[5 4] ; [4 5],[4.5 4.5] ; [4.5 4.5],0
n4,1,0.637352,0.222222,[4 5] ; [5 4],[4.5 4.5] ; [4.5 4.5],0
n5,1,0.637352,0.222222,[5 4] ; [4 5],[4.5 4.5] ; [4.5 4.5],0
b2,1,0.818971,0.052381,[2 4] ; [2 3],[2.18181818 3.81818182] ; [1.81818182 3.18181818],0
b3,1,0.818971,0.052381,[2 4] ; [2 3],[2.18181818 3.81818182] ; [1.81818182 3.18181818],0
p12,1,0.929308,0.00787,[1 8] ; [1 7],[1.05882353 7.94117647] ; [0.94117647 7.05882353],0
p3,1,1.0,0.0,[5 4] ; [5 4],[5. 4.] ; [5. 4.],0
s8,1,1.0,0.0,[4 5] ; [4 5],[4. 5.] ; [4. 5.],0
u3,1,1.0,0.0,[1 3] ; [1 3],[1. 3.] ; [1. 3.],0
u2,1,1.0,0.0,[2 2] ; [2 2],[2. 2.] ; [2. 2.],0
a6,1,1.0,0.0,[5 4] ; [5 4],[5. 4.] ; [5. 4.],0
a3,1,1.0,0.0,[5 4] ; [5 4],[5. 4.] ; [5. 4.],0
b1,1,1.0,0.0,[3 6] ; [3 6],[3. 6.] ; [3. 6.],0
