Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,1e-06,24.211965,[2 2] ; [ 2 99],[0.15238095 3.84761905] ; [ 3.84761905 97.15238095],1
r3,1,0.002396,9.218426,[2 2] ; [95  7],[3.66037736 0.33962264] ; [93.33962264  8.66037736],0
s5,1,0.012604,6.223904,[3 1] ; [21 78],[0.93203883 3.06796117] ; [23.06796117 75.93203883],0
p3,1,0.028049,4.825049,[3 1] ; [26 77],[1.08411215 2.91588785] ; [27.91588785 75.08411215],0
p2,1,0.038608,4.278029,[1 3] ; [75 28],[2.8411215 1.1588785] ; [73.1588785 29.8411215],0
b1,1,0.147769,2.095129,[3 1] ; [40 63],[1.60747664 2.39252336] ; [41.39252336 61.60747664],0
s8,1,0.148326,2.089384,[2 1] ; [29 74],[0.87735849 2.12264151] ; [30.12264151 72.87735849],0
s7,1,0.192072,1.701655,[2 1] ; [31 69],[0.96116505 2.03883495] ; [32.03883495 67.96116505],0
p8,1,0.230593,1.437198,[2 1] ; [34 68],[1.02857143 1.97142857] ; [34.97142857 67.02857143],0
d4,1,0.251057,1.317412,[2 2] ; [77 25],[2.98113208 1.01886792] ; [76.01886792 25.98113208],0
p7,1,0.280894,1.16276,[3 1] ; [48 53],[1.94285714 2.05714286] ; [49.05714286 51.94285714],0
v3,1,0.326064,0.964465,[2 2] ; [28 74],[1.13207547 2.86792453] ; [28.86792453 73.13207547],0
v4,1,0.373188,0.793023,[3 1] ; [92 11],[3.55140187 0.44859813] ; [91.44859813 11.55140187],0
n2,1,0.384206,0.7572,[1 1] ; [27  8],[1.51351351 0.48648649] ; [26.48648649  8.51351351],0
n3,1,0.434519,0.610714,[1 1] ; [27  9],[1.47368421 0.52631579] ; [26.52631579  9.47368421],0
s2,1,0.470926,0.519802,[2 2] ; [33 68],[1.33333333 2.66666667] ; [33.66666667 67.33333333],0
s6,1,0.514099,0.425715,[2 1] ; [49 54],[1.44339623 1.55660377] ; [49.55660377 53.44339623],0
a6,1,0.527753,0.398717,[3 1] ; [61 42],[2.39252336 1.60747664] ; [61.60747664 41.39252336],0
n1,1,0.585289,0.297762,[1 1] ; [11 24],[0.64864865 1.35135135] ; [11.35135135 23.64864865],0
b5,1,0.601853,0.27221,[3 1] ; [64 39],[2.5046729 1.4953271] ; [64.4953271 38.5046729],0
p4,1,0.624251,0.239938,[2 2] ; [39 64],[1.53271028 2.46728972] ; [39.46728972 63.53271028],0
b4,1,0.654256,0.200576,[3 1] ; [66 37],[2.57943925 1.42056075] ; [66.42056075 36.57943925],0
v1,1,0.677224,0.173267,[2 2] ; [40 61],[1.6 2.4] ; [40.4 60.6],0
a3,1,0.683268,0.16647,[2 2] ; [62 41],[2.39252336 1.60747664] ; [61.60747664 41.39252336],0
a7,1,0.695263,0.153446,[2 2] ; [61 41],[2.37735849 1.62264151] ; [60.62264151 41.37735849],0
a4,1,0.713011,0.135288,[2 2] ; [42 61],[1.64485981 2.35514019] ; [42.35514019 60.64485981],0
p9,1,0.738752,0.111226,[1 2] ; [43 57],[1.2815534 1.7184466] ; [42.7184466 57.2815534],0
r4,1,0.741504,0.108809,[3 1] ; [84 19],[3.25233645 0.74766355] ; [83.74766355 19.25233645],0
d3,1,0.742885,0.107607,[2 2] ; [60 43],[2.31775701 1.68224299] ; [59.68224299 43.31775701],0
d5,1,0.766736,0.088,[3 1] ; [70 33],[2.72897196 1.27102804] ; [70.27102804 32.72897196],0
s3,1,0.768501,0.086634,[2 2] ; [43 58],[1.71428571 2.28571429] ; [43.28571429 57.71428571],0
p6,1,0.839731,0.0409,[1 3] ; [30 71],[1.18095238 2.81904762] ; [29.81904762 71.18095238],0
u3,1,0.865359,0.028749,[1 1] ; [23 18],[1.11627907 0.88372093] ; [22.88372093 18.11627907],0
d1,1,0.893684,0.017861,[2 2] ; [48 55],[1.86915888 2.13084112] ; [48.13084112 54.86915888],0
b2,1,0.915033,0.011383,[1 2] ; [21 48],[0.91666667 2.08333333] ; [21.08333333 47.91666667],0
b3,1,0.915033,0.011383,[1 2] ; [21 48],[0.91666667 2.08333333] ; [21.08333333 47.91666667],0
r1,1,0.956794,0.002935,[3 1] ; [76 27],[2.95327103 1.04672897] ; [76.04672897 26.95327103],0
d2,1,1.0,0.0,[2 2] ; [51 51],[2. 2.] ; [51. 51.],0
