Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.170904,1.875,[9 3] ; [1 2],[8. 4.] ; [2. 1.],0
r3,1,0.226104,1.465201,[12  1] ; [2 1],[11.375  1.625] ; [2.625 0.375],0
a5,1,0.247004,1.340171,[9 4] ; [1 2],[8.125 4.875] ; [1.875 1.125],0
s5,1,0.247004,1.340171,[9 4] ; [1 2],[8.125 4.875] ; [1.875 1.125],0
d5,1,0.247004,1.340171,[4 9] ; [2 1],[4.875 8.125] ; [1.125 1.875],0
b1,1,0.37472,0.787953,[5 8] ; [2 1],[5.6875 7.3125] ; [1.3125 1.6875],0
p1,1,0.37472,0.787953,[5 8] ; [2 1],[5.6875 7.3125] ; [1.3125 1.6875],0
b3,1,0.386916,0.748611,[3 5] ; [2 1],[3.63636364 4.36363636] ; [1.36363636 1.63636364],0
b2,1,0.386916,0.748611,[3 5] ; [2 1],[3.63636364 4.36363636] ; [1.36363636 1.63636364],0
n4,1,0.472789,0.51545,[11  2] ; [2 1],[10.5625  2.4375] ; [2.4375 0.5625],0
a4,1,0.472789,0.51545,[ 2 11] ; [1 2],[ 2.4375 10.5625] ; [0.5625 2.4375],0
r1,1,0.472789,0.51545,[11  2] ; [2 1],[10.5625  2.4375] ; [2.4375 0.5625],0
a3,1,0.521839,0.410256,[6 7] ; [2 1],[6.5 6.5] ; [1.5 1.5],0
s8,1,0.686591,0.1628,[6 7] ; [1 2],[5.6875 7.3125] ; [1.3125 1.6875],0
v3,1,0.686591,0.1628,[7 6] ; [2 1],[7.3125 5.6875] ; [1.6875 1.3125],0
a7,1,0.686591,0.1628,[7 6] ; [2 1],[7.3125 5.6875] ; [1.6875 1.3125],0
a6,1,0.686591,0.1628,[7 6] ; [2 1],[7.3125 5.6875] ; [1.6875 1.3125],0
d3,1,0.711531,0.136752,[ 3 10] ; [1 2],[3.25 9.75] ; [0.75 2.25],0
p12,1,0.711531,0.136752,[ 3 10] ; [1 2],[3.25 9.75] ; [0.75 2.25],0
b4,1,0.868645,0.02735,[8 5] ; [2 1],[8.125 4.875] ; [1.875 1.125],0
p3,1,0.931175,0.007459,[9 4] ; [2 1],[8.9375 4.0625] ; [2.0625 0.9375],0
p8,1,0.931175,0.007459,[9 4] ; [2 1],[8.9375 4.0625] ; [2.0625 0.9375],0
