Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,67.942123,[ 70 168] ; [97 34],[107.71273713 130.28726287] ; [59.28726287 71.71273713],1
p7,1,0.000848,11.132907,[ 83 151] ; [70 61],[ 98.08767123 135.91232877] ; [54.91232877 76.08767123],1
d5,1,0.001137,10.589525,[179  59] ; [117  14],[190.91598916  47.08401084] ; [105.08401084  25.91598916],0
v1,1,0.001922,9.622702,[ 92 142] ; [69 53],[105.8258427 128.1741573] ; [55.1741573 66.8258427],0
b1,1,0.002381,9.229521,[ 75 164] ; [62 69],[ 88.49459459 150.50540541] ; [48.50540541 82.49459459],0
s7,1,0.002929,8.851478,[ 90 142] ; [68 55],[103.25633803 128.74366197] ; [54.74366197 68.25633803],0
n4,1,0.004323,8.142927,[168  70] ; [110  21],[179.30623306  58.69376694] ; [98.69376694 32.30623306],0
n5,1,0.004708,7.988447,[164  74] ; [108  23],[175.43631436  62.56368564] ; [96.56368564 34.43631436],0
n3,1,0.004942,7.900617,[55 27] ; [23  1],[60.33962264 21.66037736] ; [17.66037736  6.33962264],0
v3,1,0.006327,7.454664,[ 70 161] ; [56 69],[ 81.75842697 149.24157303] ; [44.24157303 80.75842697],0
u1,1,0.007736,7.093567,[ 38 201] ; [36 95],[ 47.8 191.2] ; [ 26.2 104.8],0
p5,1,0.008149,7.000406,[  7 231] ; [ 12 116],[ 12.35519126 225.64480874] ; [  6.64480874 121.35519126],0
p10,1,0.017417,5.653836,[167  68] ; [107  23],[176.4109589  58.5890411] ; [97.5890411 32.4109589],0
p6,1,0.024022,5.093045,[ 48 189] ; [40 90],[ 56.82833787 180.17166213] ; [31.17166213 98.82833787],0
p2,1,0.02693,4.895273,[162  77] ; [103  28],[171.17567568  67.82432432] ; [93.82432432 37.17567568],0
s8,1,0.032047,4.595995,[ 82 156] ; [60 71],[ 91.58807588 146.41192412] ; [50.41192412 80.58807588],0
s6,1,0.032185,4.588608,[143  94] ; [93 37],[152.40326975  84.59673025] ; [83.59673025 46.40326975],0
a3,1,0.038163,4.297723,[157  81] ; [100  31],[165.76151762  72.23848238] ; [91.23848238 39.76151762],0
p9,1,0.04334,4.082091,[174  59] ; [109  21],[181.65013774  51.34986226] ; [101.34986226  28.65013774],0
s2,1,0.046446,3.965357,[106 130] ; [72 57],[115.09041096 120.90958904] ; [62.90958904 66.09041096],0
p1,1,0.093954,2.805288,[ 10 229] ; [ 11 120],[ 13.56486486 225.43513514] ; [  7.43513514 123.56486486],0
s5,1,0.104727,2.632035,[ 62 170] ; [44 82],[ 68.69273743 163.30726257] ; [37.30726257 88.69273743],0
v2,1,0.130816,2.282795,[113 115] ; [73 53],[119.79661017 108.20338983] ; [66.20338983 59.79661017],0
a5,1,0.131985,2.268996,[155  84] ; [95 36],[161.48648649  77.51351351] ; [88.51351351 42.48648649],0
r4,1,0.139247,2.186261,[200  39] ; [117  14],[204.76486486  34.23513514] ; [112.23513514  18.76486486],0
v4,1,0.227052,1.459235,[217  21] ; [124   7],[219.9403794  18.0596206] ; [121.0596206   9.9403794],0
a4,1,0.231109,1.434024,[104 133] ; [66 65],[109.48369565 127.51630435] ; [60.51630435 70.48369565],0
r3,1,0.245288,1.349945,[221  16] ; [126   5],[223.47554348  13.52445652] ; [123.52445652   7.47554348],0
s1,1,0.245429,1.349135,[  7 228] ; [  7 122],[  9.03846154 225.96153846] ; [  4.96153846 124.03846154],0
a2,1,0.265523,1.239732,[ 55 184] ; [37 94],[ 59.42702703 179.57297297] ; [32.57297297 98.42702703],0
p11,1,0.278547,1.174167,[168  71] ; [99 32],[172.46756757  66.53243243] ; [94.53243243 36.46756757],0
s3,1,0.29349,1.10354,[120 116] ; [73 56],[124.7890411 111.2109589] ; [68.2109589 60.7890411],0
n2,1,0.303004,1.060927,[56 26] ; [19  5],[58.01886792 23.98113208] ; [16.98113208  7.01886792],0
a7,1,0.318608,0.99465,[160  77] ; [95 36],[164.22554348  72.77445652] ; [90.77445652 40.22554348],0
