Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000474,12.213683,[ 6 29] ; [8 3],[10.65217391 24.34782609] ; [3.34782609 7.65217391],1
p4,1,0.001392,10.216887,[10 26] ; [9 2],[14.55319149 21.44680851] ; [4.44680851 6.55319149],0
s6,1,0.003936,8.312968,[ 9 27] ; [8 3],[13.0212766 22.9787234] ; [3.9787234 7.0212766],0
p3,1,0.005033,7.867501,[ 7 29] ; [7 4],[10.72340426 25.27659574] ; [3.27659574 7.72340426],0
a1,1,0.010833,6.492586,[ 1 35] ; [3 8],[ 3.06382979 32.93617021] ; [ 0.93617021 10.06382979],0
b4,1,0.012618,6.221914,[25 11] ; [3 8],[21.44680851 14.55319149] ; [6.55319149 4.44680851],0
p7,1,0.032531,4.570314,[13 23] ; [8 3],[16.08510638 19.91489362] ; [4.91489362 6.08510638],0
p6,1,0.045094,4.015128,[ 2 33] ; [3 8],[ 3.80434783 31.19565217] ; [1.19565217 9.80434783],0
v1,1,0.051128,3.804066,[ 4 32] ; [4 7],[ 6.12765957 29.87234043] ; [1.87234043 9.12765957],0
d5,1,0.061763,3.489394,[18 18] ; [2 9],[15.31914894 20.68085106] ; [4.68085106 6.31914894],0
a7,1,0.061763,3.489394,[18 18] ; [2 9],[15.31914894 20.68085106] ; [4.68085106 6.31914894],0
s7,1,0.117942,2.444444,[ 7 26] ; [5 6],[ 9. 24.] ; [3. 8.],0
a6,1,0.148492,2.087672,[14 22] ; [7 4],[16.08510638 19.91489362] ; [4.91489362 6.08510638],0
s4,1,0.187619,1.736219,[ 4 32] ; [3 8],[ 5.36170213 30.63829787] ; [1.63829787 9.36170213],0
s1,1,0.189038,1.7251,[ 2 34] ; [2 9],[ 3.06382979 32.93617021] ; [ 0.93617021 10.06382979],0
n3,1,0.21289,1.551667,[9 6] ; [1 3],[7.89473684 7.10526316] ; [2.10526316 1.89473684],0
p8,1,0.214552,1.540445,[ 9 26] ; [5 6],[10.65217391 24.34782609] ; [3.34782609 7.65217391],0
u2,1,0.222994,1.485,[11 11] ; [4 1],[12.22222222  9.77777778] ; [2.77777778 2.22222222],0
s8,1,0.246081,1.345418,[ 7 29] ; [4 7],[ 8.42553191 27.57446809] ; [2.57446809 8.42553191],0
r1,1,0.26423,1.246459,[13 23] ; [2 9],[11.4893617 24.5106383] ; [3.5106383 7.4893617],0
p10,1,0.265103,1.241912,[16 20] ; [7 4],[17.61702128 18.38297872] ; [5.38297872 5.61702128],0
s5,1,0.30127,1.068562,[ 5 31] ; [3 8],[ 6.12765957 29.87234043] ; [1.87234043 9.12765957],0
d4,1,0.309785,1.031594,[20 16] ; [8 3],[21.44680851 14.55319149] ; [6.55319149 4.44680851],0
a4,1,0.332692,0.93839,[ 8 28] ; [ 1 10],[ 6.89361702 29.10638298] ; [2.10638298 8.89361702],0
r3,1,0.355583,0.853432,[20 15] ; [8 3],[21.30434783 13.69565217] ; [6.69565217 4.30434783],0
p12,1,0.363951,0.824214,[ 1 35] ; [ 1 10],[ 1.53191489 34.46808511] ; [ 0.46808511 10.53191489],0
n1,1,0.372374,0.795726,[ 4 11] ; [2 2],[ 4.73684211 10.26315789] ; [1.26315789 2.73684211],0
a8,1,0.38597,0.751599,[ 7 27] ; [ 1 10],[ 6.04444444 27.95555556] ; [1.95555556 9.04444444],0
a3,1,0.39596,0.720559,[14 21] ; [6 5],[15.2173913 19.7826087] ; [4.7826087 6.2173913],0
u3,1,0.426285,0.632922,[ 5 17] ; [2 3],[ 5.7037037 16.2962963] ; [1.2962963 3.7037037],0
n6,1,0.503657,0.447222,[21 15] ; [7 3],[21.91304348 14.08695652] ; [6.08695652 3.91304348],0
v3,1,0.538539,0.378254,[ 4 32] ; [2 9],[ 4.59574468 31.40425532] ; [1.40425532 9.59574468],0
n5,1,0.556802,0.345271,[20 16] ; [5 6],[19.14893617 16.85106383] ; [5.85106383 5.14893617],0
n4,1,0.556802,0.345271,[16 20] ; [6 5],[16.85106383 19.14893617] ; [5.14893617 5.85106383],0
a5,1,0.556802,0.345271,[16 20] ; [6 5],[16.85106383 19.14893617] ; [5.14893617 5.85106383],0
b1,1,0.576903,0.311269,[23 13] ; [6 5],[22.21276596 13.78723404] ; [6.78723404 4.21276596],0
b5,1,0.635207,0.225065,[20 16] ; [7 4],[20.68085106 15.31914894] ; [6.31914894 4.68085106],0
p9,1,0.702809,0.145566,[20 15] ; [7 4],[20.54347826 14.45652174] ; [6.45652174 4.54347826],0
d3,1,0.753776,0.098385,[15 21] ; [4 7],[14.55319149 21.44680851] ; [4.44680851 6.55319149],0
b2,1,0.770515,0.08509,[ 7 16] ; [2 6],[ 6.67741935 16.32258065] ; [2.32258065 5.67741935],0
