Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.002232,9.348193,[5 2] ; [139 479],[1.6128 5.3872] ; [142.3872 475.6128],0
p12,1,0.003487,8.533428,[3 4] ; [ 59 556],[0.6977492 6.3022508] ; [ 61.3022508 553.6977492],0
p5,1,0.02394,5.098941,[3 4] ; [ 82 532],[0.95813205 6.04186795] ; [ 84.04186795 529.95813205],0
a4,1,0.025629,4.98091,[6 1] ; [269 348],[3.0849359 3.9150641] ; [271.9150641 345.0849359],0
d2,1,0.035459,4.422958,[6 1] ; [282 333],[3.24115756 3.75884244] ; [284.75884244 330.24115756],0
s1,1,0.050016,3.840907,[1 6] ; [ 15 596],[0.18122977 6.81877023] ; [ 15.81877023 595.18122977],0
s7,1,0.06395,3.431853,[6 1] ; [300 294],[3.5640599 3.4359401] ; [302.4359401 291.5640599],0
u1,1,0.074712,3.176339,[3 4] ; [106 512],[1.2208 5.7792] ; [107.7792 510.2208],0
p3,1,0.094492,2.796125,[6 1] ; [333 283],[3.80898876 3.19101124] ; [335.19101124 280.80898876],0
v3,1,0.164424,1.933056,[3 1] ; [243 354],[1.63727121 2.36272879] ; [244.36272879 352.63727121],0
a1,1,0.192159,1.700989,[1 6] ; [ 26 592],[0.3024 6.6976] ; [ 26.6976 591.3024],0
p2,1,0.204742,1.608223,[5 2] ; [538  77],[6.11093248 0.88906752] ; [536.88906752  78.11093248],0
p4,1,0.237568,1.394967,[6 1] ; [395 220],[4.51286174 2.48713826] ; [396.48713826 218.51286174],0
p6,1,0.289151,1.123571,[4 3] ; [229 380],[2.64772727 4.35227273] ; [230.35227273 378.64772727],0
v1,1,0.290919,1.115365,[4 1] ; [339 261],[2.83471074 2.16528926] ; [340.16528926 259.83471074],0
s6,1,0.331092,0.944623,[6 1] ; [415 190],[4.81535948 2.18464052] ; [416.18464052 188.81535948],0
a6,1,0.35699,0.848455,[6 1] ; [429 187],[4.88764045 2.11235955] ; [430.11235955 185.88764045],0
b4,1,0.396365,0.719327,[3 4] ; [363 255],[4.0992 2.9008] ; [361.9008 256.0992],0
p7,1,0.505163,0.444074,[4 3] ; [414 187],[4.8125 2.1875] ; [413.1875 187.8125],0
p8,1,0.509678,0.434728,[5 2] ; [360 249],[4.14772727 2.85227273] ; [360.85227273 248.14772727],0
a5,1,0.550781,0.35592,[6 1] ; [470 148],[5.3312 1.6688] ; [470.6688 147.3312],0
p1,1,0.648646,0.207612,[1 6] ; [ 57 559],[0.65168539 6.34831461] ; [ 57.34831461 558.65168539],0
n4,1,0.718101,0.130319,[6 1] ; [496 122],[5.6224 1.3776] ; [496.3776 121.6224],0
r1,1,0.728321,0.120659,[6 1] ; [495 120],[5.63826367 1.36173633] ; [495.36173633 119.63826367],0
d5,1,0.790235,0.070759,[6 1] ; [504 112],[5.73033708 1.26966292] ; [504.26966292 111.73033708],0
s5,1,0.817662,0.053155,[2 3] ; [210 389],[1.75496689 3.24503311] ; [210.24503311 388.75496689],0
s4,1,0.865013,0.028899,[1 6] ; [102 509],[1.16666667 5.83333333] ; [101.83333333 509.16666667],0
d3,1,0.892024,0.018426,[5 2] ; [426 191],[4.8349359 2.1650641] ; [426.1650641 190.8349359],0
a7,1,0.921236,0.009777,[5 2] ; [451 166],[5.11538462 1.88461538] ; [450.88461538 166.11538462],0
b5,1,0.952799,0.003504,[4 3] ; [360 258],[4.0768 2.9232] ; [359.9232 258.0768],0
v2,1,0.956122,0.003027,[3 2] ; [348 244],[2.93969849 2.06030151] ; [348.06030151 243.93969849],0
a8,1,0.96181,0.002293,[1 6] ; [ 78 493],[0.9567474 6.0432526] ; [ 78.0432526 492.9567474],0
