Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,106.468238,1
p3,1,0.0,34.470167,1
p7,1,0.0,29.846034,1
n5,1,0.0,27.623592,1
p4,1,1e-06,25.208924,1
s8,1,1e-06,24.82232,1
p11,1,1.3e-05,19.068546,1
p8,1,1.7e-05,18.466265,1
s6,1,2.7e-05,17.629838,1
s2,1,4.1e-05,16.823706,1
n4,1,4.4e-05,16.701542,1
s7,1,9.1e-05,15.318815,1
p2,1,9.3e-05,15.274904,1
p6,1,0.000178,14.045678,1
a5,1,0.00021,13.739949,1
s5,1,0.000878,11.068291,1
v1,1,0.001352,10.270023,0
u3,1,0.001429,10.168135,0
p5,1,0.003141,8.723493,0
v4,1,0.0033,8.633432,0
a3,1,0.004524,8.060606,0
u2,1,0.005178,7.816155,0
n6,1,0.006672,7.359317,0
r4,1,0.014133,6.021513,0
s3,1,0.019866,5.423658,0
d5,1,0.021264,5.305065,0
p12,1,0.039741,4.228897,0
n1,1,0.040675,4.189507,0
d4,1,0.056818,3.627909,0
r1,1,0.059536,3.550263,0
v3,1,0.061141,3.506152,0
d1,1,0.075425,3.160831,0
r3,1,0.084096,2.983916,0
a4,1,0.11221,2.522823,0
v2,1,0.118909,2.431636,0
a2,1,0.153992,2.03225,0
n3,1,0.178423,1.810714,0
s1,1,0.184797,1.758614,0
n2,1,0.378436,0.775775,0
b5,1,0.431652,0.618374,0
a1,1,0.461808,0.541509,0
r2,1,0.556657,0.345526,0
p1,1,0.568429,0.325319,0
s4,1,0.65221,0.203125,0
b4,1,0.704621,0.14371,0
d2,1,0.738304,0.111623,0
d3,1,0.764323,0.089886,0
u1,1,0.802281,0.062698,0
a8,1,0.840886,0.040305,0
b3,1,0.873255,0.025448,0
b2,1,0.873255,0.025448,0
a7,1,0.906942,0.013665,0
a6,1,0.921726,0.009655,0
