Feature,DoF,P Value,Chi Square,Is Significant
s8,1,0.0,28.215003,1
p8,1,5.7e-05,16.195943,1
p12,1,5.8e-05,16.175164,1
p5,1,8.4e-05,15.46554,1
b3,1,0.000119,14.801168,1
b2,1,0.000119,14.801168,1
v3,1,0.000157,14.285714,1
s2,1,0.000208,13.757858,1
v1,1,0.000214,13.702066,1
s7,1,0.000317,12.964831,1
s3,1,0.000596,11.787448,1
d1,1,0.001033,10.767576,1
p4,1,0.001466,10.120419,1
v2,1,0.002104,9.456716,1
a2,1,0.002354,9.250713,1
p6,1,0.003487,8.533336,1
s6,1,0.003645,8.452687,1
p3,1,0.007403,7.172385,1
p2,1,0.00987,6.658203,1
d2,1,0.012909,6.181499,0
u1,1,0.016274,5.773039,0
a5,1,0.01679,5.718186,0
p7,1,0.022507,5.206191,0
d3,1,0.024273,5.074991,0
a4,1,0.026375,4.931268,0
r1,1,0.052176,3.770111,0
a6,1,0.053995,3.712841,0
s5,1,0.091269,2.851852,0
a8,1,0.112384,2.520375,0
n4,1,0.187276,1.738921,0
a1,1,0.199245,1.647902,0
s4,1,0.309177,1.03419,0
a7,1,0.371572,0.798399,0
d5,1,0.381643,0.765404,0
b5,1,0.747325,0.103793,0
b4,1,0.81509,0.054693,0
s1,1,0.894193,0.017689,0
p1,1,0.894193,0.017689,0
