Feature,DoF,P Value,Chi Square,Is Significant
s8,1,7e-06,20.247934,1
p12,1,5.2e-05,16.384216,1
s2,1,0.000566,11.88494,1
p5,1,0.002577,9.08543,1
s3,1,0.006034,7.540144,1
s7,1,0.006153,7.505046,1
p8,1,0.006849,7.312217,1
b3,1,0.010214,6.597117,0
b2,1,0.010214,6.597117,0
u1,1,0.011082,6.452154,0
d2,1,0.01821,5.57579,0
a2,1,0.022218,5.228598,0
v1,1,0.02474,5.042017,0
v2,1,0.026893,4.897698,0
v3,1,0.033248,4.532945,0
p6,1,0.050661,3.819444,0
a4,1,0.051662,3.786696,0
n6,1,0.057774,3.600166,0
r1,1,0.057774,3.600166,0
a3,1,0.068284,3.323799,0
p4,1,0.085625,2.954758,0
p3,1,0.085625,2.954758,0
a6,1,0.090725,2.861456,0
n5,1,0.093771,2.808415,0
s6,1,0.098928,2.72274,0
n4,1,0.166842,1.911093,0
a5,1,0.240339,1.378605,0
v4,1,0.305437,1.050304,0
d5,1,0.305437,1.050304,0
s5,1,0.362342,0.829761,0
d3,1,0.369117,0.806633,0
p7,1,0.414707,0.665266,0
n3,1,0.439002,0.598889,0
b4,1,0.463642,0.537089,0
n1,1,0.476108,0.507766,0
a7,1,0.538971,0.377451,0
n2,1,0.545417,0.365591,0
s4,1,0.54684,0.363008,0
p2,1,0.573304,0.317185,0
p1,1,0.822496,0.050327,0
s1,1,0.822496,0.050327,0
a1,1,0.939828,0.005698,0
b5,1,0.976687,0.000854,0
a8,1,0.987323,0.000252,0
