Feature,DoF,P Value,Chi Square,Is Significant
r3,1,0.0,35.677879,1
r4,1,1e-05,19.579865,1
p8,1,0.00012,14.793739,1
p9,1,0.000246,13.440998,1
n6,1,0.003019,8.796125,1
a6,1,0.004364,8.12573,1
n4,1,0.005674,7.651138,1
n5,1,0.011651,6.363282,0
v4,1,0.02317,5.155691,0
v2,1,0.029245,4.753157,0
s5,1,0.034832,4.453416,0
p2,1,0.040155,4.211327,0
a1,1,0.043366,4.081089,0
d2,1,0.064482,3.418176,0
p5,1,0.067761,3.33643,0
r2,1,0.069976,3.283575,0
d4,1,0.074791,3.174613,0
p7,1,0.07719,3.123091,0
s7,1,0.085983,2.948012,0
s2,1,0.087594,2.918038,0
a5,1,0.107918,2.584455,0
p4,1,0.156659,2.006185,0
d1,1,0.158869,1.984959,0
b3,1,0.161636,1.958852,0
b2,1,0.161636,1.958852,0
s1,1,0.232871,1.42324,0
p12,1,0.239622,1.382817,0
a7,1,0.250459,1.32074,0
v3,1,0.266696,1.233661,0
d3,1,0.274494,1.194148,0
d5,1,0.296203,1.091212,0
a8,1,0.298758,1.079728,0
p3,1,0.331517,0.942963,0
u3,1,0.3727,0.794644,0
u1,1,0.450177,0.570207,0
v1,1,0.471997,0.517297,0
r1,1,0.47877,0.501665,0
p1,1,0.513099,0.427742,0
n1,1,0.515425,0.423037,0
s8,1,0.578772,0.308224,0
a3,1,0.65291,0.202251,0
a2,1,0.657825,0.196176,0
s6,1,0.681671,0.168251,0
u2,1,0.687109,0.162233,0
p6,1,0.71484,0.133491,0
n2,1,0.719237,0.129225,0
s4,1,0.746086,0.104849,0
b4,1,0.755856,0.096675,0
b5,1,0.81212,0.056498,0
a4,1,0.834452,0.043679,0
s3,1,0.842393,0.039535,0
n3,1,0.874805,0.024825,0
