Feature,DoF,P Value,Chi Square,Is Significant
p9,1,8.4e-05,15.469882,1
p3,1,0.169387,1.888363,0
v4,1,0.191714,1.704394,0
p4,1,0.212122,1.556887,0
s6,1,0.225015,1.472097,0
a5,1,0.247122,1.3395,0
v1,1,0.271299,1.210167,0
p8,1,0.275747,1.187931,0
n5,1,0.287057,1.133375,0
p7,1,0.302588,1.062753,0
s2,1,0.341607,0.904393,0
s8,1,0.347777,0.881553,0
r4,1,0.377461,0.778955,0
s7,1,0.399694,0.709247,0
p2,1,0.430665,0.621029,0
d3,1,0.444333,0.585066,0
d1,1,0.446699,0.579013,0
n6,1,0.45069,0.568917,0
p5,1,0.454223,0.560092,0
v3,1,0.454668,0.558989,0
v2,1,0.486293,0.484717,0
d5,1,0.527902,0.398428,0
p6,1,0.530249,0.393915,0
n1,1,0.542639,0.37067,0
b3,1,0.544239,0.367739,0
b2,1,0.544239,0.367739,0
p12,1,0.572255,0.318923,0
n4,1,0.577932,0.30959,0
s5,1,0.596443,0.280395,0
a2,1,0.597494,0.278793,0
s3,1,0.617873,0.248869,0
r2,1,0.629781,0.232358,0
r3,1,0.633921,0.226781,0
r1,1,0.666646,0.18555,0
a7,1,0.677906,0.172493,0
d4,1,0.684855,0.164712,0
a1,1,0.694109,0.154673,0
u2,1,0.706659,0.141637,0
a3,1,0.712277,0.136014,0
s1,1,0.733777,0.115672,0
p1,1,0.753157,0.098898,0
b5,1,0.799575,0.064464,0
u3,1,0.800321,0.063975,0
a6,1,0.826772,0.047893,0
b4,1,0.834727,0.043532,0
d2,1,0.847165,0.037148,0
u1,1,0.866342,0.028327,0
s4,1,0.879707,0.022904,0
a8,1,0.890985,0.018785,0
a4,1,0.901644,0.015273,0
n3,1,0.949179,0.004063,0
n2,1,0.959671,0.002557,0
