Feature,DoF,P Value,Chi Square,Is Significant
s8,1,0.001528,10.044172,1
v3,1,0.003208,8.685303,1
b3,1,0.006671,7.359426,1
b2,1,0.006671,7.359426,1
p5,1,0.007344,7.186772,1
v2,1,0.008173,6.995077,1
p8,1,0.010763,6.504027,0
u1,1,0.02682,4.902359,0
a8,1,0.028776,4.780985,0
d1,1,0.029646,4.729704,0
a2,1,0.031063,4.649491,0
s7,1,0.031694,4.614993,0
p2,1,0.043183,4.088234,0
p12,1,0.045079,4.015699,0
d2,1,0.051226,3.800867,0
p7,1,0.061582,3.494261,0
p4,1,0.074658,3.177521,0
p6,1,0.094221,2.800732,0
s3,1,0.113669,2.502449,0
r1,1,0.126963,2.329253,0
s2,1,0.142175,2.154257,0
a4,1,0.155089,2.021472,0
a1,1,0.156499,2.007735,0
a6,1,0.233396,1.420043,0
n4,1,0.291351,1.113368,0
p3,1,0.291794,1.111327,0
s5,1,0.362342,0.829761,0
a7,1,0.428441,0.627046,0
d5,1,0.468467,0.525589,0
b4,1,0.471461,0.518549,0
b5,1,0.778956,0.078782,0
