Feature,DoF,P Value,Chi Square,Is Significant
p12,1,3e-06,21.531209,1
p5,1,0.000401,12.529788,1
p8,1,0.000768,11.317495,1
a2,1,0.003231,8.672482,1
s7,1,0.004094,8.241439,1
p6,1,0.011731,6.35104,0
p4,1,0.012271,6.271216,0
p3,1,0.012271,6.271216,0
v1,1,0.020122,5.40124,0
u1,1,0.02682,4.902359,0
a4,1,0.032394,4.577542,0
v3,1,0.032821,4.555116,0
d2,1,0.051226,3.800867,0
a6,1,0.055922,3.654372,0
s6,1,0.060827,3.514683,0
r1,1,0.126963,2.329253,0
a5,1,0.144714,2.127101,0
s5,1,0.152875,2.043332,0
v2,1,0.163085,1.945389,0
p2,1,0.19257,1.697843,0
p7,1,0.255131,1.294986,0
n4,1,0.291351,1.113368,0
d3,1,0.297003,1.087601,0
a7,1,0.428441,0.627046,0
b4,1,0.46192,0.541239,0
d5,1,0.468467,0.525589,0
b5,1,0.632507,0.228677,0
s1,1,0.636185,0.223766,0
p1,1,0.636185,0.223766,0
s4,1,0.74221,0.108194,0
a1,1,0.744606,0.10612,0
a8,1,0.814484,0.055059,0
