Feature,DoF,P Value,Chi Square,Is Significant
p6,1,0.000836,11.160645,1
p8,1,0.006731,7.34351,1
p7,1,0.017321,5.663588,0
s8,1,0.017344,5.661206,0
v4,1,0.02536,4.999112,0
r3,1,0.030407,4.686121,0
v2,1,0.051637,3.787483,0
p2,1,0.052739,3.75218,0
u3,1,0.067889,3.333333,0
r4,1,0.093012,2.821458,0
v1,1,0.102423,2.667411,0
r1,1,0.115241,2.480831,0
n2,1,0.156333,2.009344,0
s5,1,0.170537,1.878216,0
n3,1,0.182642,1.775991,0
a7,1,0.186647,1.743887,0
s4,1,0.218147,1.516519,0
p9,1,0.238695,1.388284,0
s2,1,0.246621,1.342345,0
n4,1,0.301463,1.06771,0
s1,1,0.310874,1.026958,0
n6,1,0.321504,0.982819,0
p4,1,0.344465,0.893745,0
n5,1,0.350365,0.872136,0
a3,1,0.382223,0.763539,0
p1,1,0.411526,0.674389,0
a2,1,0.447218,0.577694,0
b5,1,0.460154,0.545521,0
s6,1,0.460517,0.544638,0
p12,1,0.466235,0.530886,0
u2,1,0.469182,0.523902,0
d5,1,0.50384,0.44684,0
a8,1,0.514106,0.425701,0
u1,1,0.519915,0.414062,0
b4,1,0.521547,0.410832,0
n1,1,0.533352,0.388001,0
p3,1,0.534546,0.385743,0
a1,1,0.610348,0.259669,0
p5,1,0.680414,0.16966,0
v3,1,0.699458,0.149036,0
d4,1,0.709146,0.139132,0
d2,1,0.713092,0.135208,0
r2,1,0.72034,0.128167,0
a6,1,0.765608,0.088878,0
b3,1,0.797328,0.06595,0
b2,1,0.797328,0.06595,0
s7,1,0.842044,0.039712,0
d1,1,0.858548,0.031764,0
d3,1,0.892037,0.018422,0
a4,1,0.893854,0.017803,0
a5,1,0.910306,0.012691,0
s3,1,0.910541,0.012624,0
