Feature,DoF,P Value,Chi Square,Is Significant
u1,1,0.007467,7.157056,1
v1,1,0.17207,1.864819,0
v2,1,0.178997,1.805932,0
a4,1,0.425049,0.636314,0
n1,1,0.476108,0.507766,0
s8,1,0.511587,0.430819,0
a6,1,0.521536,0.410854,0
s6,1,0.537857,0.379526,0
d3,1,0.589354,0.291354,0
a2,1,0.596643,0.280089,0
n2,1,0.617918,0.248805,0
a7,1,0.712444,0.135848,0
n6,1,0.712444,0.135848,0
n3,1,0.738269,0.111654,0
a5,1,0.749267,0.102148,0
b4,1,0.749267,0.102148,0
a3,1,0.749267,0.102148,0
v3,1,0.758751,0.094323,0
v4,1,0.805332,0.060739,0
s3,1,0.809616,0.058043,0
n5,1,0.825072,0.048853,0
s2,1,0.897533,0.016584,0
s7,1,0.917542,0.010719,0
b3,1,0.956559,0.002967,0
b2,1,0.956559,0.002967,0
