Feature,DoF,P Value,Chi Square,Is Significant
a1,1,0.000163,14.219933,1
b2,1,0.010911,6.479784,0
b3,1,0.010911,6.479784,0
a2,1,0.015156,5.898291,0
d2,1,0.028771,4.781262,0
v3,1,0.030156,4.70039,0
a8,1,0.034551,4.467225,0
u1,1,0.06502,3.404464,0
p5,1,0.075461,3.160046,0
a4,1,0.094069,2.803321,0
s8,1,0.117617,2.448769,0
d1,1,0.13374,2.248551,0
s7,1,0.208363,1.582766,0
v2,1,0.225836,1.466894,0
s3,1,0.357673,0.846046,0
p4,1,0.500474,0.453932,0
b4,1,0.548282,0.360404,0
p3,1,0.560956,0.338052,0
b5,1,0.56264,0.335155,0
n4,1,0.581735,0.303439,0
p6,1,0.613786,0.254699,0
p7,1,0.645052,0.212196,0
s2,1,0.654286,0.200539,0
p12,1,0.67188,0.179411,0
r1,1,0.690704,0.158324,0
s5,1,0.752268,0.099635,0
d5,1,0.758062,0.094881,0
a7,1,0.849325,0.036092,0
p8,1,0.86687,0.028102,0
p2,1,0.913364,0.011837,0
a6,1,0.932841,0.007101,0
p10,1,0.94585,0.004613,0
