Feature,DoF,P Value,Chi Square,Is Significant
p12,1,0.000971,10.882502,1
s8,1,0.008415,6.942983,1
d2,1,0.022815,5.18255,0
b3,1,0.027612,4.852148,0
b2,1,0.027612,4.852148,0
s3,1,0.028444,4.80097,0
p3,1,0.034493,4.470112,0
s2,1,0.035118,4.43945,0
p5,1,0.04623,3.973176,0
s7,1,0.04629,3.970992,0
a4,1,0.067409,3.345002,0
a2,1,0.067645,3.339266,0
n2,1,0.086069,2.946405,0
n1,1,0.086069,2.946405,0
u1,1,0.123007,2.378614,0
a3,1,0.13678,2.213814,0
n5,1,0.144278,2.131733,0
p4,1,0.176482,1.827006,0
v1,1,0.187239,1.739212,0
n4,1,0.193954,1.687325,0
v3,1,0.195407,1.676375,0
n3,1,0.21371,1.546111,0
s4,1,0.256443,1.287856,0
p2,1,0.295662,1.093659,0
p8,1,0.387299,0.747407,0
a7,1,0.40671,0.688398,0
p1,1,0.445685,0.581601,0
s6,1,0.448279,0.575,0
d3,1,0.479948,0.498981,0
v2,1,0.482558,0.493078,0
a5,1,0.485292,0.486947,0
n6,1,0.487368,0.482333,0
r1,1,0.487368,0.482333,0
b4,1,0.498712,0.457677,0
p6,1,0.602073,0.271881,0
a6,1,0.604886,0.267689,0
v4,1,0.609674,0.26065,0
s1,1,0.609674,0.26065,0
d5,1,0.697443,0.151146,0
s5,1,0.731927,0.11735,0
p7,1,0.85917,0.031481,0
a8,1,0.889357,0.019354,0
b5,1,0.948641,0.004149,0
