Feature,DoF,P Value,Chi Square,Is Significant
s8,1,0.0,27.726311,1
s7,1,0.00025,13.410561,1
v3,1,0.000618,11.722266,1
s6,1,0.000777,11.294665,1
p5,1,0.000934,10.95429,1
s2,1,0.001068,10.705154,1
b3,1,0.001455,10.13437,1
b2,1,0.001455,10.13437,1
d1,1,0.002759,8.960538,1
v1,1,0.003114,8.739441,1
p4,1,0.00328,8.644636,1
p3,1,0.004032,8.269412,1
s3,1,0.005934,7.570256,1
a2,1,0.009589,6.709782,1
p6,1,0.010716,6.511799,0
d2,1,0.012826,6.192952,0
a4,1,0.014261,6.005551,0
n4,1,0.025172,5.012003,0
v2,1,0.027325,4.870159,0
p2,1,0.033341,4.528182,0
p7,1,0.03566,4.413277,0
p8,1,0.03566,4.413277,0
a5,1,0.047569,3.925153,0
a8,1,0.070005,3.282903,0
u1,1,0.074614,3.17848,0
s5,1,0.094332,2.798851,0
a1,1,0.123322,2.374615,0
d5,1,0.154865,2.023664,0
r1,1,0.16651,1.91409,0
d3,1,0.192625,1.697429,0
a6,1,0.451004,0.568127,0
s4,1,0.542846,0.37029,0
s1,1,0.785377,0.074157,0
p1,1,0.800641,0.063765,0
b4,1,0.80482,0.061065,0
b5,1,0.817421,0.053298,0
a7,1,0.897222,0.016685,0
