Feature,DoF,P Value,Chi Square,Is Significant
p8,1,0.051269,3.79947,0
v2,1,0.052797,3.750337,0
u1,1,0.075811,3.152496,0
p6,1,0.089039,2.891669,0
s7,1,0.121631,2.396192,0
s2,1,0.127177,2.326631,0
s3,1,0.155792,2.014606,0
s8,1,0.1972,1.662992,0
p9,1,0.219269,1.509147,0
s6,1,0.335152,0.92889,0
p2,1,0.376065,0.783525,0
a5,1,0.379132,0.773515,0
v1,1,0.379848,0.771192,0
n5,1,0.407706,0.685481,0
n6,1,0.419165,0.652654,0
p7,1,0.422764,0.642618,0
p4,1,0.460701,0.544192,0
b4,1,0.46346,0.537526,0
n1,1,0.469998,0.52198,0
a4,1,0.47306,0.514819,0
p1,1,0.481669,0.495083,0
b2,1,0.58764,0.294046,0
b3,1,0.58764,0.294046,0
a6,1,0.636202,0.223744,0
u3,1,0.715329,0.133013,0
a3,1,0.785445,0.074109,0
n2,1,0.799078,0.064791,0
v3,1,0.816939,0.053585,0
d3,1,0.871709,0.026078,0
b5,1,0.927434,0.008294,0
n3,1,0.929504,0.007827,0
v4,1,0.944046,0.004926,0
a7,1,0.966383,0.001776,0
a2,1,0.993234,7.2e-05,0
p3,1,0.994378,5e-05,0
u2,1,1.0,0.0,0
