Feature,DoF,P Value,Chi Square,Is Significant
p3,1,0.382733,0.761905,0
p4,1,0.382733,0.761905,0
p8,1,0.515305,0.42328,0
a2,1,0.515305,0.42328,0
p2,1,0.515305,0.42328,0
p6,1,0.614295,0.253968,0
v2,1,0.678845,0.171429,0
s5,1,0.678845,0.171429,0
s6,1,0.686591,0.1628,0
a4,1,0.686591,0.1628,0
a5,1,0.686591,0.1628,0
a6,1,0.686591,0.1628,0
s7,1,0.686591,0.1628,0
b5,1,0.69627,0.152381,0
p12,1,0.69627,0.152381,0
p5,1,0.69627,0.152381,0
v1,1,0.735317,0.114286,0
v3,1,0.77816,0.079365,0
p7,1,0.782055,0.076531,0
d3,1,0.838464,0.041558,0
a7,1,0.838464,0.041558,0
p1,1,0.848936,0.036281,0
r1,1,0.848936,0.036281,0
s4,1,0.848936,0.036281,0
s1,1,0.848936,0.036281,0
n4,1,0.848936,0.036281,0
d5,1,0.848936,0.036281,0
d2,1,0.848936,0.036281,0
a8,1,0.848936,0.036281,0
a1,1,0.848936,0.036281,0
u1,1,0.949375,0.004031,0
b4,1,0.949375,0.004031,0
