Feature,DoF,P Value,Chi Square,Is Significant
b3,1,5.5e-05,16.283805,1
b2,1,5.5e-05,16.283805,1
s8,1,0.000226,13.603477,1
a2,1,0.000797,11.247109,1
p5,1,0.000889,11.046078,1
v3,1,0.001604,9.955011,1
p12,1,0.001671,9.88,1
a1,1,0.005425,7.731869,1
s3,1,0.005931,7.570999,1
s7,1,0.006501,7.406042,1
d2,1,0.00849,6.927172,1
d1,1,0.009377,6.749556,1
s2,1,0.009673,6.694119,1
v1,1,0.014473,5.979519,0
a4,1,0.016729,5.724538,0
s6,1,0.032778,4.557324,0
p3,1,0.033533,4.51835,0
u1,1,0.038604,4.278198,0
p4,1,0.0425,4.1152,0
a5,1,0.091532,2.847219,0
v2,1,0.097933,2.738879,0
a8,1,0.113784,2.500857,0
p6,1,0.149151,2.080913,0
p8,1,0.161586,1.959325,0
d3,1,0.174008,1.848071,0
b1,1,0.305735,1.049013,0
s4,1,0.371618,0.798247,0
a6,1,0.403688,0.697312,0
n4,1,0.413925,0.667498,0
s1,1,0.489898,0.476751,0
r1,1,0.515196,0.4235,0
p7,1,0.544625,0.367035,0
d5,1,0.602502,0.271239,0
p2,1,0.642864,0.215016,0
b4,1,0.739248,0.110788,0
s5,1,0.76896,0.08628,0
p1,1,0.895466,0.017264,0
b5,1,0.902204,0.015099,0
a7,1,0.948846,0.004116,0
