Feature,DoF,P Value,Chi Square,Is Significant
p12,1,2.8e-05,17.55665,1
s8,1,8.6e-05,15.414663,1
b3,1,0.001371,10.244656,1
b2,1,0.001371,10.244656,1
d2,1,0.001542,10.027236,1
p5,1,0.002554,9.101819,1
s7,1,0.002603,9.06661,1
d1,1,0.002853,8.899379,1
v1,1,0.003286,8.641393,1
v3,1,0.004995,7.881335,1
n5,1,0.005982,7.555616,1
a2,1,0.006815,7.321222,1
a4,1,0.009303,6.763649,1
a1,1,0.009999,6.635001,1
s6,1,0.010757,6.505102,0
p3,1,0.01328,6.131481,0
a3,1,0.014072,6.029038,0
s3,1,0.017286,5.667124,0
u1,1,0.017579,5.63758,0
s2,1,0.01827,5.570085,0
n4,1,0.030641,4.672947,0
n6,1,0.032276,4.583779,0
p4,1,0.035411,4.425245,0
p10,1,0.049193,3.868751,0
v2,1,0.061675,3.491769,0
a5,1,0.062093,3.480578,0
n1,1,0.105645,2.618182,0
p8,1,0.148576,2.086806,0
p6,1,0.1727,1.859349,0
s4,1,0.17772,1.81659,0
r1,1,0.184477,1.761185,0
a8,1,0.201759,1.629597,0
d5,1,0.27561,1.188611,0
p7,1,0.278297,1.175388,0
d3,1,0.388047,0.745053,0
v4,1,0.398441,0.713026,0
n2,1,0.440108,0.596002,0
a6,1,0.503873,0.44677,0
a7,1,0.64717,0.209487,0
p2,1,0.667331,0.18474,0
n3,1,0.683314,0.166419,0
b5,1,0.715299,0.133042,0
b4,1,0.806408,0.060056,0
s5,1,0.816934,0.053588,0
s1,1,0.823964,0.049484,0
p1,1,0.930062,0.007703,0
