Feature,DoF,P Value,Chi Square,Is Significant
r3,1,0.000282,13.183124,1
p2,1,0.000536,11.987769,1
r4,1,0.000842,11.146382,1
n6,1,0.006919,7.293795,1
v4,1,0.007932,7.048681,1
b1,1,0.008972,6.828472,1
p9,1,0.021245,5.306604,0
r1,1,0.02346,5.134143,0
n2,1,0.033321,4.529197,0
s8,1,0.033693,4.510197,0
p6,1,0.036128,4.391054,0
p7,1,0.056016,3.651593,0
v2,1,0.063512,3.443211,0
n3,1,0.069593,3.292585,0
s1,1,0.097448,2.746817,0
s5,1,0.11495,2.484812,0
b4,1,0.11838,2.438629,0
p8,1,0.1303,2.288929,0
r2,1,0.148121,2.091498,0
a2,1,0.173427,1.853068,0
a1,1,0.175394,1.836228,0
u3,1,0.183821,1.766459,0
p1,1,0.187804,1.734763,0
p3,1,0.200331,1.639957,0
n1,1,0.220789,1.499235,0
n4,1,0.227077,1.459075,0
p12,1,0.263239,1.251644,0
v1,1,0.302917,1.061308,0
s4,1,0.324353,0.971313,0
a8,1,0.351617,0.867612,0
d4,1,0.435526,0.608041,0
u2,1,0.442789,0.589043,0
a6,1,0.519552,0.414782,0
a5,1,0.533981,0.386811,0
b2,1,0.593914,0.284273,0
b3,1,0.593914,0.284273,0
d2,1,0.607536,0.263778,0
p5,1,0.614872,0.253141,0
s6,1,0.623904,0.240418,0
d1,1,0.688827,0.160358,0
s7,1,0.70477,0.143557,0
v3,1,0.780483,0.077668,0
n5,1,0.783816,0.075268,0
s2,1,0.785898,0.073789,0
s3,1,0.82378,0.049589,0
a7,1,0.849056,0.036223,0
d5,1,0.871046,0.026351,0
u4,1,0.903273,0.014769,0
p4,1,0.912786,0.011996,0
a3,1,0.917554,0.010716,0
d3,1,0.918195,0.010549,0
u1,1,0.920471,0.009968,0
a4,1,0.968834,0.001527,0
b5,1,0.988256,0.000217,0
