Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,213.773284,1
p2,1,0.0,88.862906,1
r3,1,0.0,84.566541,1
r4,1,0.0,65.730235,1
n6,1,0.0,62.666829,1
v4,1,0.0,58.101847,1
p7,1,0.0,38.957484,1
p8,1,0.0,38.241735,1
s8,1,0.0,28.974225,1
b1,1,2e-06,22.324996,1
p4,1,3e-06,21.685339,1
r1,1,3e-06,21.66767,1
n5,1,4e-06,21.11507,1
v2,1,7e-06,20.200291,1
n4,1,1e-05,19.580237,1
s6,1,2e-05,18.23039,1
r2,1,2.5e-05,17.786697,1
v1,1,3e-05,17.410369,1
p6,1,6.2e-05,16.039639,1
s5,1,7.4e-05,15.705353,1
s1,1,0.000426,12.412711,1
s7,1,0.000484,12.174432,1
s2,1,0.00051,12.07733,1
n2,1,0.001495,10.084568,1
p3,1,0.002419,9.200855,1
p12,1,0.003109,8.742219,1
a5,1,0.004316,8.145785,1
d4,1,0.004579,8.03851,1
a6,1,0.007529,7.142283,1
n3,1,0.007999,7.033643,1
d1,1,0.00902,6.818947,1
v3,1,0.011735,6.350502,0
d5,1,0.012575,6.227977,0
u2,1,0.014381,5.990708,0
a3,1,0.015694,5.836785,0
a1,1,0.017567,5.638783,0
a7,1,0.026469,4.925101,0
p5,1,0.027777,4.841853,0
d3,1,0.03255,4.569311,0
s3,1,0.033039,4.543764,0
u3,1,0.037074,4.347031,0
n1,1,0.211163,1.563433,0
b4,1,0.290399,1.11777,0
a8,1,0.330868,0.945499,0
b5,1,0.39706,0.717211,0
u1,1,0.44255,0.589662,0
b3,1,0.695165,0.153551,0
b2,1,0.695165,0.153551,0
s4,1,0.745465,0.105381,0
a4,1,0.74998,0.101548,0
p1,1,0.818457,0.052684,0
a2,1,0.847741,0.036865,0
d2,1,0.916189,0.011075,0
