Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,39.979638,1
p3,1,0.0,25.713108,1
p7,1,1.7e-05,18.476038,1
p4,1,0.000112,14.926976,1
s8,1,0.000115,14.875716,1
n5,1,0.00026,13.336532,1
s6,1,0.000999,10.829397,1
u3,1,0.001294,10.350951,1
n4,1,0.001326,10.305859,1
s2,1,0.001669,9.882392,1
p6,1,0.001744,9.80143,1
p8,1,0.00302,8.795064,1
s7,1,0.004617,8.023855,1
s5,1,0.007821,7.074046,1
p5,1,0.010524,6.543916,0
a5,1,0.010583,6.533973,0
v1,1,0.017509,5.644608,0
p2,1,0.035385,4.426514,0
p11,1,0.042925,4.098346,0
u2,1,0.049029,3.874362,0
n1,1,0.050205,3.834587,0
v4,1,0.067537,3.341887,0
p12,1,0.09472,2.792271,0
v3,1,0.114812,2.486698,0
d5,1,0.122337,2.387145,0
a3,1,0.135643,2.2267,0
s3,1,0.167801,1.902484,0
d4,1,0.228662,1.449164,0
a4,1,0.258014,1.279384,0
n6,1,0.259045,1.273852,0
a2,1,0.34155,0.904606,0
v2,1,0.341853,0.90347,0
a6,1,0.349961,0.8736,0
a1,1,0.359276,0.840422,0
d1,1,0.36391,0.824354,0
r4,1,0.394951,0.723643,0
s1,1,0.430828,0.620591,0
a7,1,0.433774,0.612697,0
r1,1,0.437726,0.602237,0
n3,1,0.445317,0.582545,0
s4,1,0.581303,0.304133,0
p1,1,0.592467,0.286507,0
u1,1,0.627065,0.236061,0
b4,1,0.669553,0.182126,0
r3,1,0.759632,0.093614,0
d3,1,0.766122,0.088478,0
r2,1,0.772011,0.083953,0
a8,1,0.805686,0.060513,0
d2,1,0.823059,0.050002,0
b5,1,0.886635,0.020324,0
b3,1,0.925905,0.008649,0
b2,1,0.925905,0.008649,0
n2,1,1.0,0.0,0
