Feature,DoF,P Value,Chi Square,Is Significant
p5,1,2e-06,22.202642,1
s8,1,8e-06,19.955162,1
b3,1,2.9e-05,17.496439,1
b2,1,2.9e-05,17.496439,1
p12,1,5.3e-05,16.326878,1
a2,1,7.3e-05,15.722502,1
v3,1,0.000207,13.763561,1
s7,1,0.000232,13.553066,1
p3,1,0.000293,13.11508,1
s2,1,0.000349,12.789545,1
s3,1,0.000763,11.327973,1
p4,1,0.001468,10.118441,1
d1,1,0.001901,9.643017,1
v1,1,0.002357,9.248621,1
s6,1,0.002587,9.078284,1
a5,1,0.011799,6.340762,0
a1,1,0.012006,6.309952,0
a4,1,0.014281,6.003093,0
p8,1,0.014407,5.987572,0
d2,1,0.018146,5.582026,0
u1,1,0.025548,4.986341,0
v2,1,0.046979,3.946154,0
d3,1,0.062838,3.460838,0
p6,1,0.076657,3.134382,0
p7,1,0.159869,1.97546,0
n4,1,0.201485,1.63158,0
a8,1,0.206113,1.598524,0
d5,1,0.223305,1.483003,0
a6,1,0.230861,1.435551,0
p2,1,0.300188,1.073358,0
s5,1,0.338724,0.915255,0
b1,1,0.345531,0.889802,0
r1,1,0.396503,0.718907,0
b4,1,0.45222,0.565082,0
a7,1,0.495256,0.465088,0
s1,1,0.512094,0.429786,0
s4,1,0.621911,0.243191,0
p1,1,0.650059,0.205826,0
b5,1,0.939549,0.005751,0
