Feature,DoF,P Value,Chi Square,Is Significant
p10,1,0.0,59.298839,1
p8,1,0.0,45.442853,1
p7,1,0.0,35.861098,1
p9,1,0.0,35.654327,1
r3,1,0.0,26.790407,1
p2,1,0.0,25.862285,1
p3,1,1e-06,24.961406,1
n4,1,1e-06,24.876912,1
p4,1,1e-06,24.746755,1
n5,1,1e-06,23.738389,1
r4,1,9e-06,19.614452,1
n6,1,0.000106,15.028968,1
s8,1,0.000135,14.569011,1
p6,1,0.000184,13.992864,1
a5,1,0.000217,13.677784,1
v4,1,0.00038,12.627956,1
v1,1,0.001355,10.265394,1
p5,1,0.001529,10.043867,1
p12,1,0.008702,6.882999,1
v2,1,0.009253,6.773365,1
r1,1,0.00989,6.654564,1
a3,1,0.010948,6.473661,0
u2,1,0.011538,6.380498,0
s3,1,0.028991,4.768162,0
s1,1,0.045057,4.016523,0
s4,1,0.046482,3.964044,0
u3,1,0.048204,3.902845,0
s7,1,0.056504,3.637127,0
d4,1,0.070687,3.266985,0
d1,1,0.08022,3.060429,0
b5,1,0.081324,3.038242,0
n1,1,0.087485,2.920054,0
a6,1,0.100068,2.704456,0
s6,1,0.101871,2.676007,0
a4,1,0.111431,2.53381,0
v3,1,0.112968,2.512206,0
s2,1,0.14344,2.140659,0
n3,1,0.154556,2.026701,0
a8,1,0.216886,1.524855,0
n2,1,0.263011,1.252841,0
r2,1,0.287064,1.133339,0
b2,1,0.377757,0.777987,0
b3,1,0.377757,0.777987,0
a2,1,0.403132,0.698964,0
a7,1,0.487966,0.481008,0
u1,1,0.502288,0.450099,0
d5,1,0.511887,0.430207,0
s5,1,0.531867,0.390823,0
b4,1,0.642299,0.215748,0
d2,1,0.688176,0.161067,0
d3,1,0.91098,0.0125,0
p1,1,0.9223,0.009513,0
a1,1,0.928238,0.008111,0
