Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,38.652761,[631  91] ; [271 104],[593.65907019 128.34092981] ; [308.34092981  66.65907019],1
p10,1,0.0,30.128288,[618 104] ; [271 106],[584.03821656 137.96178344] ; [304.96178344  72.03821656],1
r3,1,0.0,28.517454,[701  28] ; [335  47],[679.78757876  49.21242124] ; [356.21242124  25.78757876],1
n6,1,1e-06,23.938443,[624 103] ; [283 100],[594.04414414 132.95585586] ; [312.95585586  70.04414414],1
p2,1,1.5e-05,18.792399,[620 105] ; [284  95],[593.65942029 131.34057971] ; [310.34057971  68.65942029],1
r4,1,1.6e-05,18.593575,[656  78] ; [308  77],[632.32886506 101.67113494] ; [331.67113494  53.32886506],1
v4,1,0.000364,12.708794,[692  35] ; [342  40],[677.83408476  49.16591524] ; [356.16591524  25.83408476],1
r2,1,0.003193,8.694033,[676  48] ; [336  45],[663.06606335  60.93393665] ; [348.93393665  32.06606335],0
v2,1,0.005254,7.789982,[404 301] ; [179 191],[382.33953488 322.66046512] ; [200.66046512 169.33953488],0
p8,1,0.005346,7.758428,[401 316] ; [177 199],[379.16376944 337.83623056] ; [198.83623056 177.16376944],0
a7,1,0.006923,7.292968,[518 213] ; [241 142],[498.05116697 232.94883303] ; [260.94883303 122.05116697],0
a6,1,0.007151,7.234707,[498 233] ; [230 153],[477.70915619 253.29084381] ; [250.29084381 132.70915619],0
a1,1,0.012487,6.240359,[ 31 703] ; [ 30 355],[ 40.01251117 693.98748883] ; [ 20.98748883 364.01251117],0
d3,1,0.027876,4.835713,[493 239] ; [232 150],[476.39138241 255.60861759] ; [248.60861759 133.39138241],0
n1,1,0.03016,4.700152,[53 96] ; [48 49],[61.17479675 87.82520325] ; [39.82520325 57.17479675],0
r1,1,0.05811,3.590516,[579 152] ; [285  99],[566.44304933 164.55695067] ; [297.55695067  86.44304933],0
p12,1,0.071531,3.247544,[ 62 661] ; [ 21 357],[ 54.50408719 668.49591281] ; [ 28.49591281 349.50408719],0
n2,1,0.083046,3.004266,[115  35] ; [66 33],[109.03614458  40.96385542] ; [71.96385542 27.03614458],0
d1,1,0.129712,2.295953,[418 316] ; [201 184],[406.02859696 327.97140304] ; [212.97140304 172.02859696],0
s1,1,0.136782,2.213796,[ 20 701] ; [ 17 363],[ 24.2297911 696.7702089] ; [ 12.7702089 367.2297911],0
d5,1,0.139293,2.185755,[582 150] ; [289  93],[572.32675045 159.67324955] ; [298.67324955  83.32675045],0
v1,1,0.165856,1.920009,[386 327] ; [188 190],[375.12557287 337.87442713] ; [198.87442713 179.12557287],0
s6,1,0.169552,1.886901,[469 247] ; [228 144],[458.6875 257.3125] ; [238.3125 133.6875],0
d2,1,0.192793,1.696141,[336 394] ; [192 191],[346.30727763 383.69272237] ; [181.69272237 201.30727763],0
d4,1,0.20098,1.63524,[593 137] ; [298  84],[584.91906475 145.08093525] ; [306.08093525  75.91906475],0
a4,1,0.227453,1.456721,[314 417] ; [179 204],[323.50359066 407.49640934] ; [169.49640934 213.50359066],0
n4,1,0.240857,1.375572,[574 158] ; [290  95],[566.20232766 165.79767234] ; [297.79767234  87.20232766],0
p4,1,0.247296,1.338518,[439 286] ; [217 164],[430.01808318 294.98191682] ; [225.98191682 155.01808318],0
v3,1,0.255838,1.291138,[278 432] ; [134 242],[269.35543278 440.64456722] ; [142.64456722 233.35543278],0
n5,1,0.29131,1.113557,[554 172] ; [282 102],[546.78918919 179.21081081] ; [289.21081081  94.78918919],0
p7,1,0.305357,1.050651,[469 240] ; [237 139],[461.34009217 247.65990783] ; [244.65990783 131.34009217],0
b2,1,0.309233,1.033951,[170 288] ; [ 77 155],[163.95072464 294.04927536] ; [ 83.04927536 148.95072464],0
b3,1,0.309233,1.033951,[170 288] ; [ 77 155],[163.95072464 294.04927536] ; [ 83.04927536 148.95072464],0
u3,1,0.347656,0.881996,[127  91] ; [70 40],[130.93292683  87.06707317] ; [66.06707317 43.93292683],0
n3,1,0.430819,0.620616,[112  38] ; [68 29],[109.31174089  40.68825911] ; [70.68825911 26.31174089],0
u1,1,0.501445,0.451877,[120 614] ; [ 57 328],[116.10187668 617.89812332] ; [ 60.89812332 324.10187668],0
b4,1,0.51901,0.415861,[436 298] ; [221 164],[430.95442359 303.04557641] ; [226.04557641 158.95442359],0
s8,1,0.574009,0.316021,[317 410] ; [159 221],[312.6034327 414.3965673] ; [163.3965673 216.6034327],0
a5,1,0.579261,0.30743,[535 198] ; [275 110],[531.06440072 201.93559928] ; [278.93559928 106.06440072],0
p3,1,0.59003,0.290298,[365 363] ; [197 183],[369.25631769 358.74368231] ; [192.74368231 187.25631769],0
a2,1,0.604453,0.268332,[156 578] ; [ 87 298],[159.39410188 574.60589812] ; [ 83.60589812 301.39410188],0
s5,1,0.642159,0.21593,[236 471] ; [118 251],[232.60037175 474.39962825] ; [121.39962825 247.60037175],0
b5,1,0.642747,0.215167,[430 304] ; [220 165],[426.36282395 307.63717605] ; [223.63717605 161.36282395],0
s3,1,0.703879,0.144468,[394 322] ; [204 175],[391.02100457 324.97899543] ; [206.97899543 172.02100457],0
a3,1,0.727589,0.121336,[515 217] ; [274 110],[517.51612903 214.48387097] ; [271.48387097 112.51612903],0
a8,1,0.768985,0.086261,[ 92 579] ; [ 47 313],[ 90.46459748 580.53540252] ; [ 48.53540252 311.46459748],0
s2,1,0.784869,0.074518,[354 370] ; [183 198],[351.84434389 372.15565611] ; [185.15565611 195.84434389],0
s7,1,0.805387,0.060704,[334 368] ; [167 190],[332.10764873 369.89235127] ; [168.89235127 188.10764873],0
p5,1,0.848914,0.036292,[ 87 638] ; [ 44 335],[ 86.02807971 638.97192029] ; [ 44.97192029 334.02807971],0
s4,1,0.860115,0.031056,[115 608] ; [ 62 318],[116.02085222 606.97914778] ; [ 60.97914778 319.02085222],0
u2,1,0.91033,0.012684,[128  89] ; [63 45],[127.52923077  89.47076923] ; [63.47076923 44.52923077],0
p6,1,0.987126,0.00026,[263 454] ; [137 237],[262.87809349 454.12190651] ; [137.12190651 236.87809349],0
p1,1,0.992709,8.4e-05,[ 63 663] ; [ 33 348],[ 62.95934959 663.04065041] ; [ 33.04065041 347.95934959],0
