Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,60.64542,[44 67] ; [107  14],[72.24568966 38.75431034] ; [78.75431034 42.24568966],1
s2,1,6e-05,16.113706,[35 77] ; [70 52],[50.25641026 61.74358974] ; [54.74358974 67.25641026],1
s8,1,0.000106,15.023177,[25 89] ; [56 66],[39.12711864 74.87288136] ; [41.87288136 80.12711864],1
s5,1,0.000163,14.220053,[21 90] ; [48 66],[34.04 76.96] ; [34.96 79.04],1
s6,1,0.000197,13.862416,[50 64] ; [81 38],[64.0944206 49.9055794] ; [66.9055794 52.0944206],1
s7,1,0.001713,9.833663,[35 76] ; [59 54],[46.58035714 64.41964286] ; [47.41964286 65.58035714],0
p6,1,0.004567,8.043329,[23 88] ; [46 76],[32.87124464 78.12875536] ; [36.12875536 85.87124464],0
p7,1,0.020147,5.399143,[45 67] ; [66 53],[53.81818182 58.18181818] ; [57.18181818 61.81818182],0
p3,1,0.021239,5.307038,[28 85] ; [47 74],[36.21794872 76.78205128] ; [38.78205128 82.21794872],0
d5,1,0.039063,4.258125,[78 36] ; [97 24],[84.89361702 29.10638298] ; [90.10638298 30.89361702],0
v4,1,0.044774,4.027145,[94 19] ; [112  10],[99.05531915 13.94468085] ; [106.94468085  15.05531915],0
p4,1,0.053858,3.717109,[41 72] ; [59 62],[48.29059829 64.70940171] ; [51.70940171 69.29059829],0
s4,1,0.061361,3.500219,[16 97] ; [29 93],[21.63829787 91.36170213] ; [23.36170213 98.63829787],0
u3,1,0.065458,3.393402,[15 28] ; [20 16],[19.05063291 23.94936709] ; [15.94936709 20.05063291],0
v1,1,0.078485,3.096008,[41 70] ; [59 63],[47.63948498 63.36051502] ; [52.36051502 69.63948498],0
p2,1,0.084601,2.974215,[74 40] ; [91 30],[80.04255319 33.95744681] ; [84.95744681 36.04255319],0
d4,1,0.118218,2.440769,[82 31] ; [99 23],[87.03404255 25.96595745] ; [93.96595745 28.03404255],0
n5,1,0.121239,2.401241,[62 50] ; [79 42],[67.77682403 44.22317597] ; [73.22317597 47.77682403],0
d1,1,0.123887,2.367479,[54 60] ; [70 52],[59.89830508 54.10169492] ; [64.10169492 57.89830508],0
v3,1,0.151827,2.053793,[30 79] ; [44 77],[35.06956522 73.93043478] ; [38.93043478 82.06956522],0
n6,1,0.162167,1.953904,[76 35] ; [92 28],[80.72727273 30.27272727] ; [87.27272727 32.72727273],0
r2,1,0.168916,1.892541,[99 12] ; [113   7],[101.87012987   9.12987013] ; [110.12987013   9.87012987],0
p5,1,0.187885,1.734123,[  4 110] ; [  9 112],[  6.30638298 107.69361702] ; [  6.69361702 114.30638298],0
r1,1,0.199378,1.646922,[79 33] ; [95 27],[83.28205128 28.71794872] ; [90.71794872 31.28205128],0
d3,1,0.211994,1.557754,[71 43] ; [84 36],[75.51282051 38.48717949] ; [79.48717949 40.51282051],0
a5,1,0.226309,1.463911,[67 47] ; [81 41],[71.49152542 42.50847458] ; [76.50847458 45.49152542],0
s3,1,0.239361,1.384352,[51 59] ; [66 56],[55.47413793 54.52586207] ; [61.52586207 60.47413793],0
v2,1,0.249302,1.327211,[48 63] ; [60 58],[52.34934498 58.65065502] ; [55.65065502 62.34934498],0
p12,1,0.294147,1.100542,[  2 111] ; [  5 117],[  3.36595745 109.63404255] ; [  3.63404255 118.36595745],0
n4,1,0.297581,1.085002,[67 45] ; [81 41],[70.83760684 41.16239316] ; [77.16239316 44.83760684],0
n2,1,0.32663,0.962212,[30 15] ; [32 10],[32.06896552 12.93103448] ; [29.93103448 12.06896552],0
a7,1,0.337708,0.919113,[75 37] ; [88 33],[78.35193133 33.64806867] ; [84.64806867 36.35193133],0
p8,1,0.363968,0.824155,[35 77] ; [45 77],[38.29059829 73.70940171] ; [41.70940171 80.29059829],0
r4,1,0.364027,0.823954,[87 27] ; [99 23],[89.84745763 24.15254237] ; [96.15254237 25.84745763],0
a3,1,0.377871,0.777616,[71 40] ; [84 37],[74.15948276 36.84051724] ; [80.84051724 40.15948276],0
a2,1,0.391265,0.735006,[21 93] ; [28 94],[23.66949153 90.33050847] ; [25.33050847 96.66949153],0
n3,1,0.440798,0.594204,[28 16] ; [30 12],[29.6744186 14.3255814] ; [28.3255814 13.6744186],0
a8,1,0.490083,0.476344,[12 87] ; [10 99],[10.47115385 88.52884615] ; [11.52884615 97.47115385],0
b5,1,0.490176,0.476139,[66 48] ; [76 46],[68.59322034 45.40677966] ; [73.40677966 48.59322034],0
a4,1,0.498574,0.457971,[46 67] ; [55 67],[48.56595745 64.43404255] ; [52.43404255 69.56595745],0
a6,1,0.499212,0.456611,[74 40] ; [74 48],[71.49152542 42.50847458] ; [76.50847458 45.49152542],0
u2,1,0.624162,0.240061,[17 25] ; [17 20],[18.07594937 23.92405063] ; [15.92405063 21.07594937],0
b4,1,0.630541,0.231328,[68 46] ; [69 53],[66.1779661 47.8220339] ; [70.8220339 51.1779661],0
b2,1,0.678142,0.172225,[26 51] ; [17 39],[24.89473684 52.10526316] ; [18.10526316 37.89473684],0
b3,1,0.678142,0.172225,[26 51] ; [17 39],[24.89473684 52.10526316] ; [18.10526316 37.89473684],0
p1,1,0.733946,0.11552,[  8 105] ; [ 10 111],[  8.69230769 104.30769231] ; [  9.30769231 111.69230769],0
d2,1,0.764764,0.089539,[58 55] ; [65 57],[59.14468085 53.85531915] ; [63.85531915 58.14468085],0
s1,1,0.867739,0.027733,[  7 104] ; [  7 114],[  6.69827586 104.30172414] ; [  7.30172414 113.69827586],0
n1,1,0.880854,0.022466,[14 30] ; [14 28],[14.3255814 29.6744186] ; [13.6744186 28.3255814],0
r3,1,0.884308,0.021173,[97 15] ; [104  17],[96.61802575 15.38197425] ; [104.38197425  16.61802575],0
a1,1,0.904007,0.014545,[  6 108] ; [  6 116],[  5.79661017 108.20338983] ; [  6.20338983 115.79661017],0
u1,1,0.910974,0.012501,[19 95] ; [ 21 101],[19.3220339 94.6779661] ; [ 20.6779661 101.3220339],0
