Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,56.922423,[219  43] ; [60 68],[187.43076923  74.56923077] ; [91.56923077 36.43076923],1
p8,1,0.0,43.754468,[155 105] ; [31 98],[124.31876607 135.68123393] ; [61.68123393 67.31876607],1
p9,1,0.0,39.949953,[217  45] ; [66 60],[191.09793814  70.90206186] ; [91.90206186 34.09793814],1
r3,1,0.0,32.854038,[249  14] ; [98 33],[231.62690355  31.37309645] ; [115.37309645  15.62690355],1
p7,1,0.0,25.773134,[185  74] ; [58 71],[162.20876289  96.79123711] ; [80.79123711 48.20876289],1
r4,1,1e-06,23.646996,[232  34] ; [88 44],[213.86934673  52.13065327] ; [106.13065327  25.86934673],1
p2,1,4e-06,21.490274,[214  48] ; [78 52],[195.16326531  66.83673469] ; [96.83673469 33.16326531],1
n4,1,0.000161,14.235081,[217  49] ; [85 47],[201.83919598  64.16080402] ; [100.16080402  31.83919598],1
p4,1,0.000248,13.424379,[169  95] ; [58 72],[152.10152284 111.89847716] ; [74.89847716 55.10152284],1
n5,1,0.000256,13.364279,[212  54] ; [82 49],[196.98740554  69.01259446] ; [97.01259446 33.98740554],1
n6,1,0.000268,13.27963,[213  53] ; [82 48],[198.15656566  67.84343434] ; [96.84343434 33.15656566],1
v4,1,0.000282,13.185443,[246  17] ; [107  24],[235.6319797  27.3680203] ; [117.3680203  13.6319797],1
a5,1,0.001038,10.759125,[205  61] ; [81 51],[191.14572864  74.85427136] ; [94.85427136 37.14572864],0
p3,1,0.001151,10.567312,[153 110] ; [53 77],[137.85750636 125.14249364] ; [68.14249364 61.85750636],0
v2,1,0.001551,10.016942,[137 113] ; [49 81],[122.36842105 127.63157895] ; [63.63157895 66.36842105],0
p6,1,0.003821,8.366807,[110 149] ; [35 93],[ 97.04134367 161.95865633] ; [47.95865633 80.04134367],0
p5,1,0.003923,8.319083,[ 41 222] ; [  7 122],[ 32.20408163 230.79591837] ; [ 15.79591837 113.20408163],0
a6,1,0.004342,8.135147,[173  92] ; [66 65],[159.93686869 105.06313131] ; [79.06313131 51.93686869],0
s8,1,0.005201,7.80811,[126 137] ; [43 87],[113.09669211 149.90330789] ; [55.90330789 74.09669211],0
v1,1,0.008178,6.994138,[141 115] ; [54 78],[128.65979381 127.34020619] ; [66.34020619 65.65979381],0
r1,1,0.008865,6.84973,[208  56] ; [88 44],[197.33333333  66.66666667] ; [98.66666667 33.33333333],0
d1,1,0.033168,4.537085,[153 113] ; [61 71],[143.02512563 122.97487437] ; [70.97487437 61.02512563],0
r2,1,0.043767,4.065517,[238  24] ; [110  21],[232.  30.] ; [116.  15.],0
d4,1,0.054285,3.70391,[216  49] ; [95 35],[208.64556962  56.35443038] ; [102.35443038  27.64556962],0
a3,1,0.066187,3.375136,[198  67] ; [87 45],[190.23929471  74.76070529] ; [94.76070529 37.23929471],0
p12,1,0.075111,3.167632,[ 20 241] ; [  4 126],[ 16.02046036 244.97953964] ; [  7.97953964 122.02046036],0
s3,1,0.083622,2.99307,[151 109] ; [64 67],[142.96675192 117.03324808] ; [72.03324808 58.96675192],0
v3,1,0.084126,2.983324,[100 157] ; [38 89],[ 92.359375 164.640625] ; [45.640625 81.359375],0
u2,1,0.111438,2.533706,[43 24] ; [21 22],[38.98181818 28.01818182] ; [25.01818182 17.98181818],0
s1,1,0.118281,2.439933,[  9 254] ; [  9 121],[ 12.04580153 250.95419847] ; [  5.95419847 124.04580153],0
s4,1,0.149273,2.079665,[ 37 224] ; [ 26 105],[ 41.94642857 219.05357143] ; [ 21.05357143 109.94642857],0
n2,1,0.167388,1.906185,[35 13] ; [33 22],[31.68932039 16.31067961] ; [36.31067961 18.68932039],0
d3,1,0.209369,1.575781,[168  98] ; [73 56],[162.29367089 103.70632911] ; [78.70632911 50.29367089],0
b5,1,0.24672,1.341784,[147 119] ; [81 51],[152.38190955 113.61809045] ; [75.61809045 56.38190955],0
u1,1,0.255985,1.290344,[ 46 220] ; [ 17 115],[ 42.10552764 223.89447236] ; [ 20.89447236 111.10552764],0
b3,1,0.288793,1.12524,[ 64 108] ; [22 51],[ 60.3755102 111.6244898] ; [25.6244898 47.3755102],0
b2,1,0.288793,1.12524,[ 64 108] ; [22 51],[ 60.3755102 111.6244898] ; [25.6244898 47.3755102],0
n3,1,0.294094,1.100784,[35 12] ; [35 19],[32.57425743 14.42574257] ; [37.42574257 16.57425743],0
a2,1,0.295214,1.095691,[ 67 199] ; [ 27 105],[ 62.8241206 203.1758794] ; [ 31.1758794 100.8241206],0
a4,1,0.333497,0.93527,[131 134] ; [58 73],[126.47727273 138.52272727] ; [62.52272727 68.47727273],0
a8,1,0.338344,0.916695,[ 35 213] ; [ 13 110],[ 32.08625337 215.91374663] ; [ 15.91374663 107.08625337],0
a1,1,0.349999,0.873461,[ 19 247] ; [ 13 119],[ 21.38693467 244.61306533] ; [ 10.61306533 121.38693467],0
n1,1,0.365651,0.81839,[26 21] ; [25 29],[23.73267327 23.26732673] ; [27.26732673 26.73267327],0
