Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.001183,10.516471,[263 327] ; [11  1],[268.53820598 321.46179402] ; [5.46179402 6.53820598],0
s8,1,0.002284,9.306135,[234 356] ; [10  2],[239.13621262 350.86378738] ; [4.86378738 7.13621262],0
s2,1,0.002457,9.1726,[279 308] ; [11  1],[284.1903172 302.8096828] ; [5.8096828 6.1903172],0
s3,1,0.007867,7.063606,[307 272] ; [11  1],[311.54314721 267.45685279] ; [6.45685279 5.54314721],0
s7,1,0.008479,6.929506,[256 312] ; [10  2],[260.49655172 307.50344828] ; [5.50344828 6.49655172],0
b2,1,0.00974,6.681805,[134 219] ; [9 3],[138.29863014 214.70136986] ; [4.70136986 7.29863014],0
b3,1,0.00974,6.681805,[134 219] ; [9 3],[138.29863014 214.70136986] ; [4.70136986 7.29863014],0
a2,1,0.014116,6.023624,[123 471] ; [6 6],[126.44554455 467.55445545] ; [2.55445545 9.44554455],0
a4,1,0.015437,5.865843,[238 353] ; [9 3],[242.08457711 348.91542289] ; [4.91542289 7.08457711],0
u1,1,0.024439,5.063193,[100 494] ; [5 7],[102.92079208 491.07920792] ; [2.07920792 9.92079208],0
p2,1,0.03261,4.566148,[485 104] ; [7 5],[482.17637271 106.82362729] ; [9.82362729 2.17637271],0
p12,1,0.035133,4.438676,[ 47 540] ; [3 9],[ 48.99833055 538.00166945] ; [ 1.00166945 10.99833055],0
n1,1,0.051737,3.784252,[ 44 105] ; [3 1],[ 45.77124183 103.22875817] ; [1.22875817 2.77124183],0
p10,1,0.055842,3.65675,[469 113] ; [7 5],[466.38383838 115.61616162] ; [9.61616162 2.38383838],0
p6,1,0.059991,3.537635,[189 392] ; [7 5],[192.03372681 388.96627319] ; [3.96627319 8.03372681],0
p5,1,0.092401,2.832033,[ 59 528] ; [3 9],[ 60.75792988 526.24207012] ; [ 1.24207012 10.75792988],0
p3,1,0.104994,2.627992,[255 335] ; [8 4],[257.75747508 332.24252492] ; [5.24252492 6.75747508],0
n5,1,0.12251,2.384931,[417 167] ; [11  1],[419.38255034 164.61744966] ; [8.61744966 3.38255034],0
n4,1,0.157275,2.000229,[434 156] ; [11  1],[436.12956811 153.87043189] ; [8.87043189 3.12956811],0
p4,1,0.172059,1.864909,[323 262] ; [9 3],[325.32663317 259.67336683] ; [6.67336683 5.32663317],0
s6,1,0.172537,1.86076,[375 208] ; [10  2],[377.23529412 205.76470588] ; [7.76470588 4.23529412],0
b4,1,0.229576,1.443488,[350 244] ; [5 7],[347.97029703 246.02970297] ; [7.02970297 4.97029703],0
a3,1,0.23825,1.390919,[396 193] ; [10  2],[397.89351082 191.10648918] ; [8.10648918 3.89351082],0
v1,1,0.242809,1.364213,[297 281] ; [7 3],[298.82993197 279.17006803] ; [5.17006803 4.82993197],0
r1,1,0.259435,1.271771,[461 129] ; [11  1],[462.59136213 127.40863787] ; [9.40863787 2.59136213],0
n2,1,0.266844,1.232901,[112  38] ; [2 2],[111.03896104  38.96103896] ; [2.96103896 1.03896104],0
p8,1,0.275667,1.188328,[295 286] ; [8 4],[296.86846543 284.13153457] ; [6.13153457 5.86846543],0
a1,1,0.296655,1.089173,[ 18 576] ; [ 1 11],[ 18.62376238 575.37623762] ; [ 0.37623762 11.62376238],0
a5,1,0.300875,1.07031,[412 181] ; [10  2],[413.62975207 179.37024793] ; [8.37024793 3.62975207],0
d5,1,0.31287,1.01852,[474 119] ; [11  1],[475.38016529 117.61983471] ; [9.61983471 2.38016529],0
p1,1,0.33282,0.937895,[ 51 538] ; [ 2 10],[ 51.94176373 537.05823627] ; [ 1.05823627 10.94176373],0
p7,1,0.352473,0.864533,[339 232] ; [5 6],[337.49828179 233.50171821] ; [6.50171821 4.49828179],0
s1,1,0.389926,0.739173,[ 21 562] ; [ 1 11],[ 21.55630252 561.44369748] ; [ 0.44369748 11.55630252],0
n3,1,0.396974,0.717473,[104  45] ; [2 2],[103.22875817  45.77124183] ; [2.77124183 1.22875817],0
s4,1,0.397361,0.716299,[104 483] ; [ 1 11],[102.89649416 484.10350584] ; [2.10350584 9.89649416],0
s5,1,0.401537,0.703718,[185 384] ; [2 8],[183.77029361 385.22970639] ; [3.22970639 6.77029361],0
v2,1,0.416821,0.659261,[326 244] ; [7 3],[327.25862069 242.74137931] ; [5.74137931 4.25862069],0
v3,1,0.50934,0.435423,[219 349] ; [4 4],[219.90277778 348.09722222] ; [3.09722222 4.90277778],0
n6,1,0.518298,0.417278,[497  88] ; [11  1],[497.78894472  87.21105528] ; [10.21105528  1.78894472],0
a7,1,0.541323,0.373093,[440 151] ; [8 4],[439.08457711 151.91542289] ; [8.91542289 3.08457711],0
p9,1,0.548981,0.359145,[497  84] ; [11  1],[497.72006745  83.27993255] ; [10.27993255  1.72006745],0
p11,1,0.636665,0.22313,[478 116] ; [9 3],[477.35643564 116.64356436] ; [9.64356436 2.35643564],0
a8,1,0.71754,0.130862,[ 68 465] ; [ 1 10],[ 67.60477941 465.39522059] ; [1.39522059 9.60477941],0
v4,1,0.730991,0.118203,[553  35] ; [11  1],[552.72  35.28] ; [11.28  0.72],0
d3,1,0.797081,0.066114,[415 177] ; [8 4],[414.59602649 177.40397351] ; [8.40397351 3.59602649],0
b5,1,0.835719,0.043003,[364 230] ; [7 5],[363.65346535 230.34653465] ; [7.34653465 4.65346535],0
a6,1,0.847417,0.037024,[410 182] ; [8 4],[409.69536424 182.30463576] ; [8.30463576 3.69536424],0
u2,1,0.942697,0.005167,[103  93] ; [1 1],[102.94949495  93.05050505] ; [1.05050505 0.94949495],0
u3,1,0.977087,0.000825,[100  96] ; [1 1],[99.97979798 96.02020202] ; [1.02020202 0.97979798],0
