Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,213.308741,1
n5,1,6e-06,20.547175,1
n6,1,9e-06,19.79823,1
s6,1,1.7e-05,18.469901,1
p4,1,3.5e-05,17.114475,1
p2,1,6.9e-05,15.827749,1
p3,1,7.8e-05,15.60397,1
p8,1,9.6e-05,15.222345,1
v4,1,0.000204,13.789347,1
a7,1,0.000425,12.418471,1
a5,1,0.000451,12.310096,1
d5,1,0.000573,11.861134,1
s2,1,0.000615,11.729209,1
r4,1,0.001174,10.530701,0
s7,1,0.001465,10.122413,0
r2,1,0.001755,9.789427,0
p7,1,0.002238,9.343048,0
d3,1,0.002467,9.164614,0
v1,1,0.003131,8.729545,0
s8,1,0.003555,8.498331,0
d1,1,0.008465,6.932443,0
v3,1,0.010378,6.568891,0
v2,1,0.010984,6.467837,0
p5,1,0.012769,6.200817,0
r3,1,0.013018,6.166708,0
s5,1,0.014552,5.969857,0
p12,1,0.021412,5.292951,0
s3,1,0.025322,5.001727,0
a6,1,0.032164,4.58975,0
d4,1,0.033961,4.496658,0
n4,1,0.034492,4.470154,0
a3,1,0.074629,3.178154,0
a2,1,0.108848,2.570867,0
r1,1,0.121339,2.399948,0
s4,1,0.122556,2.384348,0
b3,1,0.132959,2.257616,0
b2,1,0.132959,2.257616,0
p1,1,0.147294,2.100051,0
p6,1,0.22572,1.46763,0
u4,1,0.243302,1.361357,0
d2,1,0.285028,1.14296,0
b4,1,0.309184,1.034158,0
u2,1,0.331315,0.943751,0
a1,1,0.364203,0.823347,0
u1,1,0.388246,0.744429,0
s1,1,0.570749,0.321431,0
a8,1,0.730721,0.118451,0
n1,1,0.731773,0.11749,0
n2,1,0.826072,0.048287,0
n3,1,0.893151,0.018041,0
b5,1,0.953694,0.003372,0
u3,1,0.962152,0.002252,0
a4,1,0.997312,1.1e-05,0
