Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.287495,1.131313,[ 1 10] ; [1 2],[1.57142857 9.42857143] ; [0.42857143 2.57142857],0
b2,1,0.350201,0.872727,[9 3] ; [2 2],[8.25 3.75] ; [2.75 1.25],0
a4,1,0.350201,0.872727,[9 3] ; [2 2],[8.25 3.75] ; [2.75 1.25],0
b3,1,0.350201,0.872727,[9 3] ; [2 2],[8.25 3.75] ; [2.75 1.25],0
d2,1,0.382733,0.761905,[11  1] ; [3 1],[10.5  1.5] ; [3.5 0.5],0
p9,1,0.382733,0.761905,[11  1] ; [3 1],[10.5  1.5] ; [3.5 0.5],0
a2,1,0.382733,0.761905,[6 6] ; [1 3],[5.25 6.75] ; [1.75 2.25],0
v2,1,0.480478,0.497778,[7 3] ; [2 2],[6.42857143 3.57142857] ; [2.57142857 1.42857143],0
u1,1,0.550985,0.355556,[5 7] ; [1 3],[4.5 7.5] ; [1.5 2.5],0
p6,1,0.550985,0.355556,[7 5] ; [3 1],[7.5 4.5] ; [2.5 1.5],0
p3,1,0.550985,0.355556,[8 4] ; [2 2],[7.5 4.5] ; [2.5 1.5],0
d3,1,0.550985,0.355556,[8 4] ; [2 2],[7.5 4.5] ; [2.5 1.5],0
b4,1,0.550985,0.355556,[5 7] ; [1 3],[4.5 7.5] ; [1.5 2.5],0
p2,1,0.550985,0.355556,[7 5] ; [3 1],[7.5 4.5] ; [2.5 1.5],0
a6,1,0.550985,0.355556,[8 4] ; [2 2],[7.5 4.5] ; [2.5 1.5],0
p1,1,0.711531,0.136752,[ 2 10] ; [1 3],[2.25 9.75] ; [0.75 3.25],0
a3,1,0.711531,0.136752,[10  2] ; [3 1],[9.75 2.25] ; [3.25 0.75],0
s8,1,0.711531,0.136752,[10  2] ; [3 1],[9.75 2.25] ; [3.25 0.75],0
a7,1,0.755497,0.09697,[8 4] ; [3 1],[8.25 3.75] ; [2.75 1.25],0
p8,1,0.755497,0.09697,[8 4] ; [3 1],[8.25 3.75] ; [2.75 1.25],0
b5,1,0.771084,0.084656,[7 5] ; [2 2],[6.75 5.25] ; [2.25 1.75],0
s5,1,0.836813,0.042424,[2 8] ; [1 3],[2.14285714 7.85714286] ; [0.85714286 3.14285714],0
v1,1,0.851596,0.035,[7 3] ; [3 1],[7.14285714 2.85714286] ; [2.85714286 1.14285714],0
p7,1,0.875996,0.024351,[5 6] ; [2 2],[5.13333333 5.86666667] ; [1.86666667 2.13333333],0
