Feature,DoF,P Value,Chi Square,Is Significant
p10,1,0.009237,6.776379,0
p9,1,0.017625,5.633025,0
p2,1,0.033292,4.530692,0
n6,1,0.035388,4.426338,0
r3,1,0.055616,3.663517,0
v4,1,0.139007,2.188916,0
r4,1,0.158292,1.990464,0
n5,1,0.182784,1.774844,0
n4,1,0.192245,1.700325,0
p4,1,0.215436,1.534516,0
p7,1,0.221655,1.493627,0
s6,1,0.288133,1.128323,0
p8,1,0.295551,1.094161,0
s1,1,0.316738,1.002367,0
p3,1,0.31836,0.995674,0
v1,1,0.319937,0.989204,0
p12,1,0.358175,0.844281,0
s8,1,0.362442,0.829415,0
s7,1,0.371772,0.797732,0
u3,1,0.393756,0.72731,0
u2,1,0.414239,0.666602,0
n3,1,0.480841,0.496956,0
v2,1,0.516855,0.420165,0
a5,1,0.519357,0.41517,0
r1,1,0.529816,0.394745,0
s5,1,0.568938,0.324463,0
a3,1,0.583696,0.300297,0
v3,1,0.587107,0.294885,0
d5,1,0.601977,0.272025,0
s4,1,0.619434,0.246665,0
b4,1,0.619833,0.246102,0
n2,1,0.620469,0.245209,0
p6,1,0.639326,0.219625,0
a8,1,0.646259,0.21065,0
p5,1,0.660219,0.193258,0
d4,1,0.667068,0.185051,0
s2,1,0.693062,0.155791,0
s3,1,0.694471,0.154287,0
b2,1,0.7304,0.118745,0
b3,1,0.7304,0.118745,0
r2,1,0.734486,0.115032,0
d1,1,0.774351,0.08219,0
a6,1,0.797844,0.065607,0
a1,1,0.801583,0.063151,0
n1,1,0.83133,0.045367,0
p1,1,0.863407,0.029598,0
b5,1,0.878881,0.023222,0
a2,1,0.90518,0.01419,0
d2,1,0.91392,0.011685,0
a4,1,0.918239,0.010537,0
u1,1,0.974867,0.000993,0
a7,1,0.974916,0.000989,0
d3,1,0.975839,0.000917,0
