Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.196706,1.666667,[2 4] ; [3 1],[3. 3.] ; [2. 2.],0
p7,1,0.342782,0.9,[1 4] ; [2 2],[1.66666667 3.33333333] ; [1.33333333 2.66666667],0
u1,1,0.429195,0.625,[3 3] ; [1 3],[2.4 3.6] ; [1.6 2.4],0
p8,1,0.429195,0.625,[3 3] ; [3 1],[3.6 2.4] ; [2.4 1.6],0
b4,1,0.429195,0.625,[3 3] ; [1 3],[2.4 3.6] ; [1.6 2.4],0
p6,1,0.429195,0.625,[3 3] ; [3 1],[3.6 2.4] ; [2.4 1.6],0
s8,1,0.429195,0.625,[3 3] ; [3 1],[3.6 2.4] ; [2.4 1.6],0
v2,1,0.598161,0.277778,[4 2] ; [2 2],[3.6 2.4] ; [2.4 1.6],0
b5,1,0.598161,0.277778,[4 2] ; [2 2],[3.6 2.4] ; [2.4 1.6],0
a4,1,0.598161,0.277778,[4 2] ; [2 2],[3.6 2.4] ; [2.4 1.6],0
p3,1,0.598161,0.277778,[2 4] ; [2 2],[2.4 3.6] ; [1.6 2.4],0
d3,1,0.598161,0.277778,[4 2] ; [2 2],[3.6 2.4] ; [2.4 1.6],0
p1,1,0.746886,0.104167,[1 5] ; [1 3],[1.2 4.8] ; [0.8 3.2],0
b1,1,0.746886,0.104167,[5 1] ; [3 1],[4.8 1.2] ; [3.2 0.8],0
p9,1,0.746886,0.104167,[5 1] ; [3 1],[4.8 1.2] ; [3.2 0.8],0
v1,1,0.77816,0.079365,[4 2] ; [3 1],[4.2 1.8] ; [2.8 1.2],0
a7,1,0.77816,0.079365,[4 2] ; [3 1],[4.2 1.8] ; [2.8 1.2],0
a3,1,0.77816,0.079365,[4 2] ; [3 1],[4.2 1.8] ; [2.8 1.2],0
a2,1,0.77816,0.079365,[2 4] ; [1 3],[1.8 4.2] ; [1.2 2.8],0
b2,1,1.0,0.0,[3 3] ; [2 2],[3. 3.] ; [2. 2.],0
a6,1,1.0,0.0,[3 3] ; [2 2],[3. 3.] ; [2. 2.],0
b3,1,1.0,0.0,[3 3] ; [2 2],[3. 3.] ; [2. 2.],0
