Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000282,13.183124,[85 32] ; [97  9],[95.48878924 21.51121076] ; [86.51121076 19.48878924],1
p2,1,0.000536,11.987769,[57 61] ; [76 31],[69.75111111 48.24888889] ; [63.24888889 43.75111111],1
r4,1,0.000842,11.146382,[72 46] ; [87 20],[83.38666667 34.61333333] ; [75.61333333 31.38666667],1
n6,1,0.006919,7.293795,[64 52] ; [77 29],[73.67567568 42.32432432] ; [67.32432432 38.67567568],0
v4,1,0.007932,7.048681,[87 29] ; [95 12],[94.67264574 21.32735426] ; [87.32735426 19.67264574],0
b1,1,0.008972,6.828472,[68 50] ; [43 64],[58.21333333 59.78666667] ; [52.78666667 54.21333333],0
p9,1,0.021245,5.306604,[32 83] ; [44 59],[40.09174312 74.90825688] ; [35.90825688 67.09174312],0
r1,1,0.02346,5.134143,[69 47] ; [79 28],[76.98654709 39.01345291] ; [71.01345291 35.98654709],0
n2,1,0.033321,4.529197,[29 25] ; [28  9],[33.82417582 20.17582418] ; [23.17582418 13.82417582],0
s8,1,0.033693,4.510197,[20 96] ; [31 75],[26.64864865 89.35135135] ; [24.35135135 81.64864865],0
p6,1,0.036128,4.391054,[20 94] ; [31 74],[26.54794521 87.45205479] ; [24.45205479 80.54794521],0
p7,1,0.056016,3.651593,[42 75] ; [51 54],[49.01351351 67.98648649] ; [43.98648649 61.01351351],0
v2,1,0.063512,3.443211,[40 75] ; [49 55],[46.73515982 68.26484018] ; [42.26484018 61.73515982],0
n3,1,0.069593,3.292585,[28 23] ; [28 10],[32.08988764 18.91011236] ; [23.91011236 14.08988764],0
s1,1,0.097448,2.746817,[ 11 106] ; [  4 101],[  7.90540541 109.09459459] ; [ 7.09459459 97.90540541],0
s5,1,0.11495,2.484812,[17 97] ; [24 79],[21.53917051 92.46082949] ; [19.46082949 83.53917051],0
b4,1,0.11838,2.438629,[64 54] ; [69 38],[69.75111111 48.24888889] ; [63.24888889 43.75111111],0
p8,1,0.1303,2.288929,[29 87] ; [36 69],[34.11764706 81.88235294] ; [30.88235294 74.11764706],0
