Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000283,13.181749,[107  14] ; [271 104],[92.21370968 28.78629032] ; [285.78629032  89.21370968],1
p3,1,0.012721,6.207437,[47 74] ; [197 183],[58.93013972 62.06986028] ; [185.06986028 194.93013972],0
s5,1,0.046601,3.95975,[48 66] ; [118 251],[39.18012422 74.81987578] ; [126.81987578 242.18012422],0
a7,1,0.048329,3.898503,[88 33] ; [241 142],[78.98611111 42.01388889] ; [250.01388889 132.98611111],0
p8,1,0.049134,3.870767,[45 77] ; [177 199],[54.38554217 67.61445783] ; [167.61445783 208.38554217],0
n4,1,0.052343,3.764771,[81 41] ; [290  95],[89.27416174 32.72583826] ; [281.72583826 103.27416174],0
r2,1,0.061162,3.50559,[113   7] ; [336  45],[107.54491018  12.45508982] ; [341.45508982  39.54491018],0
s4,1,0.062947,3.457996,[29 93] ; [ 62 318],[22.11553785 99.88446215] ; [ 68.88446215 311.11553785],0
d3,1,0.066707,3.362235,[84 36] ; [232 150],[75.53784861 44.46215139] ; [240.46215139 141.53784861],0
s2,1,0.072366,3.228511,[70 52] ; [183 198],[61.3638171 60.6361829] ; [191.6361829 189.3638171],0
n1,1,0.078567,3.094305,[14 28] ; [48 49],[18.73381295 23.26618705] ; [43.26618705 53.73381295],0
n5,1,0.083426,2.996859,[79 42] ; [282 102],[86.4970297 34.5029703] ; [274.5029703 109.4970297],0
p4,1,0.114446,2.491723,[59 62] ; [217 164],[66.52589641 54.47410359] ; [209.47410359 171.52589641],0
p7,1,0.139677,2.181509,[66 53] ; [237 139],[72.84242424 46.15757576] ; [230.15757576 145.84242424],0
s6,1,0.182762,1.775024,[81 38] ; [228 144],[74.89002037 44.10997963] ; [234.10997963 137.89002037],0
u2,1,0.191009,1.709817,[17 20] ; [63 45],[20.4137931 16.5862069] ; [59.5862069 48.4137931],0
p5,1,0.194368,1.684193,[  9 112] ; [ 44 335],[ 12.826 108.174] ; [ 40.174 338.826],0
n2,1,0.261289,1.261916,[32 10] ; [66 33],[29.19148936 12.80851064] ; [68.80851064 30.19148936],0
a8,1,0.277251,1.180515,[10 99] ; [ 47 313],[13.24733475 95.75266525] ; [ 43.75266525 316.24733475],0
a1,1,0.281425,1.160196,[  6 116] ; [ 30 355],[  8.66272189 113.33727811] ; [ 27.33727811 357.66272189],0
a5,1,0.28925,1.123111,[81 41] ; [275 110],[85.66469428 36.33530572] ; [270.33530572 114.66469428],0
d5,1,0.306081,1.04751,[97 24] ; [289  93],[92.85487078 28.14512922] ; [293.14512922  88.85487078],0
s7,1,0.31367,1.015159,[59 54] ; [167 190],[54.33617021 58.66382979] ; [171.66382979 185.33617021],0
b5,1,0.314389,1.012148,[76 46] ; [220 165],[71.22682446 50.77317554] ; [224.77317554 160.22682446],0
d1,1,0.318534,0.994955,[70 52] ; [201 184],[65.21104536 56.78895464] ; [205.78895464 179.21104536],0
u3,1,0.386768,0.749078,[20 16] ; [70 40],[22.19178082 13.80821918] ; [67.80821918 42.19178082],0
r1,1,0.416692,0.659626,[95 27] ; [285  99],[91.62055336 30.37944664] ; [288.37944664  95.62055336],0
s8,1,0.43047,0.621554,[56 66] ; [159 221],[52.25099602 69.74900398] ; [162.74900398 217.25099602],0
d4,1,0.460713,0.544161,[99 23] ; [298  84],[96.09920635 25.90079365] ; [300.90079365  81.09920635],0
v4,1,0.464389,0.535295,[112  10] ; [342  40],[109.8968254  12.1031746] ; [344.1031746  37.8968254],0
u1,1,0.520638,0.41263,[ 21 101] ; [ 57 328],[ 18.76923077 103.23076923] ; [ 59.23076923 325.76923077],0
p12,1,0.528493,0.397288,[  5 117] ; [ 21 357],[  6.344 115.656] ; [ 19.656 358.344],0
n6,1,0.542332,0.371234,[92 28] ; [283 100],[89.46322068 30.53677932] ; [285.53677932  97.46322068],0
d2,1,0.544687,0.366922,[65 57] ; [192 191],[62.08712871 59.91287129] ; [194.91287129 188.08712871],0
s1,1,0.556342,0.346078,[  7 114] ; [ 17 363],[  5.79640719 115.20359281] ; [ 18.20359281 361.79640719],0
r3,1,0.615499,0.252245,[104  17] ; [335  47],[105.60437376  15.39562624] ; [333.39562624  48.60437376],0
v2,1,0.640368,0.218261,[60 58] ; [179 191],[57.79098361 60.20901639] ; [181.20901639 188.79098361],0
a3,1,0.683202,0.166543,[84 37] ; [274 110],[85.77821782 35.22178218] ; [272.22178218 111.77821782],0
b3,1,0.684938,0.16462,[17 39] ; [ 77 155],[18.27777778 37.72222222] ; [ 75.72222222 156.27777778],0
b2,1,0.684938,0.16462,[17 39] ; [ 77 155],[18.27777778 37.72222222] ; [ 75.72222222 156.27777778],0
a4,1,0.749636,0.101837,[55 67] ; [179 204],[56.53069307 65.46930693] ; [177.46930693 205.53069307],0
r4,1,0.781336,0.07705,[99 23] ; [308  77],[97.93688363 24.06311637] ; [309.06311637  75.93688363],0
v1,1,0.791716,0.06974,[59 63] ; [188 190],[60.268 61.732] ; [186.732 191.268],0
p6,1,0.830966,0.045567,[46 76] ; [137 237],[45.01209677 76.98790323] ; [137.98790323 236.01209677],0
b4,1,0.8694,0.027034,[69 53] ; [221 164],[69.78303748 52.21696252] ; [220.21696252 164.78303748],0
n3,1,0.874964,0.024761,[30 12] ; [68 29],[29.61151079 12.38848921] ; [68.38848921 28.61151079],0
v3,1,0.884913,0.020951,[44 77] ; [134 242],[43.3360161 77.6639839] ; [134.6639839 241.3360161],0
p1,1,0.891879,0.018476,[ 10 111] ; [ 33 348],[ 10.36454183 110.63545817] ; [ 32.63545817 348.36454183],0
a6,1,0.905593,0.014066,[74 48] ; [230 153],[73.44158416 48.55841584] ; [230.55841584 152.44158416],0
a2,1,0.93526,0.006598,[28 94] ; [ 87 298],[27.67258383 94.32741617] ; [ 87.32741617 297.67258383],0
p2,1,0.951928,0.003634,[91 30] ; [284  95],[90.75 30.25] ; [284.25  94.75],0
s3,1,0.958117,0.002758,[66 56] ; [204 175],[65.74850299 56.25149701] ; [204.25149701 174.74850299],0
