Feature,DoF,P Value,Chi Square,Is Significant
p10,1,0.0,56.660012,1
p9,1,0.0,43.74778,1
p2,1,0.0,36.871811,1
n6,1,0.0,33.920586,1
r3,1,0.0,26.609148,1
v4,1,5.3e-05,16.347186,1
r4,1,9.8e-05,15.180973,1
n4,1,0.000151,14.356519,1
n5,1,0.000328,12.900711,1
p4,1,0.000446,12.330951,1
p7,1,0.000483,12.178511,1
p8,1,0.001386,10.224323,0
p3,1,0.002956,8.834216,0
p12,1,0.005175,7.817113,0
s1,1,0.005916,7.575759,0
s6,1,0.006424,7.427387,0
v1,1,0.014328,5.997319,0
u3,1,0.018062,5.590158,0
s7,1,0.018822,5.517988,0
s8,1,0.021214,5.309135,0
u2,1,0.023754,5.112523,0
v2,1,0.066639,3.363931,0
r1,1,0.07023,3.277638,0
s5,1,0.088148,2.907867,0
n3,1,0.106213,2.609681,0
a5,1,0.128797,2.306941,0
b4,1,0.142995,2.145429,0
d5,1,0.146164,2.111835,0
p6,1,0.170412,1.879313,0
v3,1,0.203236,1.618964,0
s4,1,0.220311,1.502347,0
a3,1,0.221848,1.492376,0
d4,1,0.235094,1.409774,0
n2,1,0.272671,1.203259,0
s2,1,0.317024,1.001184,0
p5,1,0.320689,0.986134,0
s3,1,0.367835,0.810965,0
r2,1,0.38447,0.756361,0
a2,1,0.402334,0.701339,0
a8,1,0.423862,0.639582,0
p1,1,0.461807,0.541512,0
n1,1,0.481174,0.496202,0
a6,1,0.485676,0.486092,0
b5,1,0.513185,0.427568,0
d1,1,0.525148,0.403771,0
u4,1,0.617745,0.249049,0
b2,1,0.660528,0.192883,0
b3,1,0.660528,0.192883,0
u1,1,0.78831,0.072095,0
d3,1,0.872755,0.025651,0
a7,1,0.929978,0.007721,0
d2,1,0.938959,0.005864,0
a1,1,0.948239,0.004214,0
a4,1,0.990183,0.000151,0
