Feature,DoF,P Value,Chi Square,Is Significant
p9,1,0.0,255.071476,1
p2,1,0.0,68.299794,1
r3,1,0.0,56.038102,1
n6,1,0.0,55.684976,1
r4,1,0.0,50.055201,1
p8,1,0.0,48.556373,1
v4,1,0.0,42.380641,1
p7,1,0.0,39.255926,1
n5,1,0.0,39.23493,1
p4,1,0.0,35.664075,1
s8,1,0.0,32.089337,1
s6,1,0.0,28.229218,1
p3,1,1e-06,24.257683,1
n4,1,1e-06,23.258811,1
v1,1,2e-06,22.669033,1
s7,1,6e-06,20.500114,1
s2,1,6e-06,20.391652,1
v2,1,8e-06,19.892387,1
a5,1,1.3e-05,18.973301,1
r1,1,3e-05,17.418676,1
r2,1,6.4e-05,15.988362,1
s5,1,0.000107,15.007399,1
p6,1,0.000122,14.762547,1
b1,1,0.000296,13.097118,1
d5,1,0.000358,12.741776,1
d1,1,0.000634,11.673038,1
p12,1,0.000636,11.668606,1
p5,1,0.001582,9.980075,0
d4,1,0.001646,9.907589,0
s3,1,0.001979,9.568572,0
a3,1,0.002158,9.410007,0
v3,1,0.002288,9.302827,0
a7,1,0.002314,9.281851,0
s1,1,0.004577,8.039597,0
a6,1,0.004798,7.95387,0
d3,1,0.006508,7.403837,0
u2,1,0.012041,6.304825,0
n2,1,0.01663,5.734984,0
n3,1,0.047334,3.933462,0
a1,1,0.064476,3.41833,0
u3,1,0.110388,2.548652,0
u1,1,0.201333,1.63268,0
b2,1,0.26122,1.26228,0
b3,1,0.26122,1.26228,0
b5,1,0.293088,1.105381,0
a2,1,0.336908,0.922161,0
p1,1,0.407484,0.68613,0
a4,1,0.529557,0.395241,0
n1,1,0.667573,0.184454,0
a8,1,0.694396,0.154368,0
s4,1,0.804298,0.061399,0
d2,1,0.849682,0.035919,0
b4,1,0.991599,0.000111,0
