Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.002793,8.937889,[85 26] ; [97  9],[93.09677419 17.90322581] ; [88.90322581 17.09677419],0
r4,1,0.006298,7.462856,[72 39] ; [87 20],[80.9587156 30.0412844] ; [78.0412844 28.9587156],0
p2,1,0.006584,7.383085,[59 52] ; [76 31],[68.73853211 42.26146789] ; [66.26146789 40.73853211],0
n6,1,0.029218,4.754735,[65 46] ; [77 29],[72.6359447 38.3640553] ; [69.3640553 36.6359447],0
p9,1,0.053432,3.730348,[32 75] ; [44 59],[38.72380952 68.27619048] ; [37.27619048 65.72380952],0
r1,1,0.065061,3.403427,[69 42] ; [79 28],[75.35779817 35.64220183] ; [72.64220183 34.35779817],0
v4,1,0.075091,3.168067,[88 22] ; [95 12],[92.76497696 17.23502304] ; [90.23502304 16.76497696],0
p3,1,0.090871,2.85887,[42 69] ; [29 78],[36.15137615 74.84862385] ; [34.84862385 72.15137615],0
n2,1,0.103889,2.644804,[27 19] ; [28  9],[30.48192771 15.51807229] ; [24.51807229 12.48192771],0
r2,1,0.112557,2.517947,[89 21] ; [94 12],[93.19444444 16.80555556] ; [89.80555556 16.19444444],0
a6,1,0.146436,2.108988,[55 55] ; [64 43],[60.32258065 49.67741935] ; [58.67741935 48.32258065],0
n1,1,0.156337,2.009306,[22 24] ; [12 25],[18.84337349 27.15662651] ; [15.15662651 21.84337349],0
v2,1,0.177717,1.816614,[41 67] ; [49 55],[45.8490566 62.1509434] ; [44.1509434 59.8490566],0
a1,1,0.206082,1.598737,[ 10 101] ; [  5 102],[  7.63761468 103.36238532] ; [ 7.36238532 99.63761468],0
n3,1,0.266781,1.233225,[28 17] ; [28 10],[30.36144578 14.63855422] ; [25.63855422 12.36144578],0
s1,1,0.275897,1.187191,[  8 103] ; [  4 101],[  6.16666667 104.83333333] ; [ 5.83333333 99.16666667],0
p8,1,0.284227,1.146765,[30 79] ; [36 69],[33.61682243 75.38317757] ; [32.38317757 72.61682243],0
a7,1,0.351223,0.869033,[59 52] ; [63 43],[62.40552995 48.59447005] ; [59.59447005 46.40552995],0
b4,1,0.368657,0.808185,[65 46] ; [69 38],[68.2293578 42.7706422] ; [65.7706422 41.2293578],0
s8,1,0.392213,0.732071,[26 82] ; [31 75],[28.76635514 79.23364486] ; [28.23364486 77.76635514],0
s5,1,0.431914,0.617671,[20 86] ; [24 79],[22.31578947 83.68421053] ; [21.68421053 81.31578947],0
a2,1,0.435538,0.608011,[21 90] ; [16 91],[18.83944954 92.16055046] ; [18.16055046 88.83944954],0
d3,1,0.439676,0.597127,[58 52] ; [62 45],[60.82949309 49.17050691] ; [59.17050691 47.82949309],0
p1,1,0.44005,0.596153,[  8 102] ; [  5 100],[  6.65116279 103.34883721] ; [ 6.34883721 98.65116279],0
b5,1,0.44318,0.588034,[75 36] ; [67 40],[72.30275229 38.69724771] ; [69.69724771 37.30275229],0
d2,1,0.458834,0.548737,[49 60] ; [53 53],[51.71162791 57.28837209] ; [50.28837209 55.71162791],0
p7,1,0.468023,0.526639,[48 62] ; [51 54],[50.65116279 59.34883721] ; [48.34883721 56.65116279],0
a3,1,0.468435,0.525664,[61 50] ; [64 43],[63.64678899 47.35321101] ; [61.35321101 45.64678899],0
u1,1,0.472271,0.516657,[12 99] ; [15 92],[13.74770642 97.25229358] ; [13.25229358 93.74770642],0
s4,1,0.498219,0.458727,[17 92] ; [13 92],[15.28037383 93.71962617] ; [14.71962617 90.28037383],0
u4,1,0.504335,0.445803,[  5 106] ; [  3 104],[  4.0733945 106.9266055] ; [  3.9266055 103.0733945],0
p5,1,0.54661,0.363426,[  6 104] ; [  4 103],[  5.06912442 104.93087558] ; [  4.93087558 102.06912442],0
v1,1,0.548504,0.360004,[40 71] ; [42 63],[42.13888889 68.86111111] ; [39.86111111 65.13888889],0
p6,1,0.557459,0.344123,[28 80] ; [31 74],[29.91549296 78.08450704] ; [29.08450704 75.91549296],0
d1,1,0.605006,0.267512,[48 63] ; [50 57],[49.89908257 61.10091743] ; [48.10091743 58.89908257],0
p12,1,0.613758,0.254739,[  2 109] ; [  3 103],[  2.55760369 108.44239631] ; [  2.44239631 103.55760369],0
d4,1,0.623904,0.240418,[78 31] ; [79 27],[79.59534884 29.40465116] ; [77.40465116 28.59534884],0
a8,1,0.666653,0.185542,[13 91] ; [14 82],[14.04 89.96] ; [12.96 83.04],0
u3,1,0.68336,0.166369,[30 20] ; [24 19],[29.03225806 20.96774194] ; [24.96774194 18.03225806],0
s7,1,0.753584,0.098544,[30 70] ; [33 70],[31.03448276 68.96551724] ; [31.96551724 71.03448276],0
s3,1,0.772257,0.083766,[45 65] ; [45 60],[46.04651163 63.95348837] ; [43.95348837 61.04651163],0
a5,1,0.813498,0.055657,[64 47] ; [60 47],[63.13761468 47.86238532] ; [60.86238532 46.13761468],0
p4,1,0.841441,0.04002,[44 67] ; [41 66],[43.27981651 67.72018349] ; [41.72018349 65.27981651],0
u2,1,0.865476,0.028699,[22 26] ; [20 22],[22.4 25.6] ; [19.6 22.4],0
v3,1,0.878202,0.023485,[29 77] ; [30 76],[29.5 76.5] ; [29.5 76.5],0
s6,1,0.888177,0.019772,[53 55] ; [51 55],[52.48598131 55.51401869] ; [51.51401869 54.48598131],0
d5,1,0.890563,0.018932,[76 34] ; [73 34],[75.52995392 34.47004608] ; [73.47004608 33.52995392],0
n5,1,0.911545,0.012341,[61 50] ; [58 49],[60.59174312 50.40825688] ; [58.40825688 48.59174312],0
a4,1,0.917055,0.010846,[46 64] ; [44 63],[45.62211982 64.37788018] ; [44.37788018 62.62211982],0
b2,1,0.92003,0.010079,[21 46] ; [22 50],[20.72661871 46.27338129] ; [22.27338129 49.72661871],0
b3,1,0.92003,0.010079,[21 46] ; [22 50],[20.72661871 46.27338129] ; [22.27338129 49.72661871],0
n4,1,0.922105,0.009562,[74 37] ; [72 35],[74.33944954 36.66055046] ; [71.66055046 35.33944954],0
s2,1,0.962465,0.002215,[37 73] ; [35 70],[36.8372093 73.1627907] ; [35.1627907 69.8372093],0
