Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.00015,14.369247,[13  3] ; [22 51],[6.29213483 9.70786517] ; [28.70786517 44.29213483],1
b3,1,0.00015,14.369247,[13  3] ; [22 51],[6.29213483 9.70786517] ; [28.70786517 44.29213483],1
s8,1,0.000184,13.982809,[13  3] ; [43 87],[6.1369863 9.8630137] ; [49.8630137 80.1369863],1
p5,1,0.000214,13.699789,[ 5 10] ; [  7 122],[ 1.25 13.75] ; [ 10.75 118.25],1
p12,1,0.000277,13.220569,[ 4 12] ; [  4 126],[ 0.87671233 15.12328767] ; [  7.12328767 122.87671233],1
d1,1,0.000327,12.908897,[15  1] ; [61 71],[8.21621622 7.78378378] ; [67.78378378 64.21621622],1
u1,1,0.001557,10.009908,[7 9] ; [ 17 115],[ 2.59459459 13.40540541] ; [ 21.40540541 110.59459459],0
v3,1,0.001604,9.955375,[9 3] ; [38 89],[4.05755396 7.94244604] ; [42.94244604 84.05755396],0
a2,1,0.001623,9.933239,[9 7] ; [ 27 105],[ 3.89189189 12.10810811] ; [32.10810811 99.89189189],0
v1,1,0.0025,9.140499,[11  2] ; [54 78],[5.82758621 7.17241379] ; [59.17241379 72.82758621],0
v2,1,0.006153,7.504903,[10  3] ; [49 81],[5.36363636 7.63636364] ; [53.63636364 76.36363636],0
p8,1,0.006533,7.396944,[9 7] ; [31 98],[ 4.4137931 11.5862069] ; [35.5862069 93.4137931],0
d2,1,0.008708,6.881719,[14  2] ; [69 61],[9.09589041 6.90410959] ; [73.90410959 56.09589041],0
p10,1,0.009515,6.723519,[13  3] ; [60 68],[8.11111111 7.88888889] ; [64.88888889 63.11111111],0
n5,1,0.013022,6.166102,[15  1] ; [82 49],[10.55782313  5.44217687] ; [86.44217687 44.55782313],0
n6,1,0.014215,6.011226,[15  1] ; [82 48],[10.63013699  5.36986301] ; [86.36986301 43.63013699],0
s3,1,0.014314,5.998972,[13  3] ; [64 67],[8.38095238 7.61904762] ; [68.61904762 62.38095238],0
a4,1,0.020178,5.396461,[12  4] ; [58 73],[7.61904762 8.38095238] ; [62.38095238 68.61904762],0
a3,1,0.023063,5.163741,[15  1] ; [87 45],[11.02702703  4.97297297] ; [90.97297297 41.02702703],0
s6,1,0.02846,4.8,[14  2] ; [76 52],[10.  6.] ; [80. 48.],0
s7,1,0.030426,4.685054,[12  4] ; [54 63],[7.93984962 8.06015038] ; [58.06015038 58.93984962],0
s2,1,0.031754,4.611731,[12  4] ; [61 70],[7.94557823 8.05442177] ; [65.05442177 65.94557823],0
a5,1,0.039464,4.240787,[14  2] ; [81 51],[10.27027027  5.72972973] ; [84.72972973 47.27027027],0
d3,1,0.05823,3.587099,[13  3] ; [73 56],[9.48965517 6.51034483] ; [76.51034483 52.48965517],0
a6,1,0.062506,3.469619,[12  4] ; [66 65],[8.48979592 7.51020408] ; [69.51020408 61.48979592],0
n4,1,0.06363,3.44014,[14  2] ; [85 47],[10.7027027  5.2972973] ; [88.2972973 43.7027027],0
p4,1,0.068054,3.329332,[11  5] ; [58 72],[7.56164384 8.43835616] ; [61.43835616 68.56164384],0
r1,1,0.089051,2.891446,[14  2] ; [88 44],[11.02702703  4.97297297] ; [90.97297297 41.02702703],0
p3,1,0.097711,2.742507,[10  6] ; [53 77],[6.90410959 9.09589041] ; [56.09589041 73.90410959],0
p6,1,0.173442,1.852941,[7 9] ; [35 93],[ 4.66666667 11.33333333] ; [37.33333333 90.66666667],0
a8,1,0.183142,1.771941,[ 3 10] ; [ 13 110],[ 1.52941176 11.47058824] ; [ 14.47058824 108.52941176],0
s4,1,0.212952,1.55124,[ 1 14] ; [ 26 105],[ 2.7739726 12.2260274] ; [ 24.2260274 106.7739726],0
v4,1,0.225052,1.471863,[15  1] ; [107  24],[13.27891156  2.72108844] ; [108.72108844  22.27891156],0
d5,1,0.254637,1.297681,[14  2] ; [97 33],[12.16438356  3.83561644] ; [98.83561644 31.16438356],0
n1,1,0.267642,1.228792,[3 1] ; [25 29],[1.93103448 2.06896552] ; [26.06896552 27.93103448],0
p7,1,0.269062,1.221524,[9 6] ; [58 71],[6.97916667 8.02083333] ; [60.02083333 68.97916667],0
a1,1,0.278846,1.172707,[ 3 13] ; [ 13 119],[ 1.72972973 14.27027027] ; [ 14.27027027 117.72972973],0
p2,1,0.498411,0.458319,[11  5] ; [78 52],[9.75342466 6.24657534] ; [79.24657534 50.75342466],0
a7,1,0.550324,0.356737,[11  5] ; [80 51],[9.9047619 6.0952381] ; [81.0952381 49.9047619],0
n3,1,0.551926,0.353878,[2 2] ; [35 19],[2.55172414 1.44827586] ; [34.44827586 19.55172414],0
b5,1,0.565065,0.33101,[11  5] ; [81 51],[9.94594595 6.05405405] ; [82.05405405 49.94594595],0
p1,1,0.579925,0.306356,[ 1 15] ; [ 14 117],[ 1.63265306 14.36734694] ; [ 13.36734694 117.63265306],0
n2,1,0.694249,0.154524,[2 2] ; [33 22],[2.37288136 1.62711864] ; [32.62711864 22.37288136],0
s5,1,0.808207,0.058923,[ 4 10] ; [40 86],[4.4 9.6] ; [39.6 86.4],0
s1,1,0.919885,0.010116,[ 1 15] ; [  9 121],[ 1.09589041 14.90410959] ; [  8.90410959 121.09589041],0
b4,1,0.988498,0.000208,[9 7] ; [74 58],[8.97297297 7.02702703] ; [74.02702703 57.97297297],0
