Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,85.482616,[693  45] ; [74 38],[665.93647059  72.06352941] ; [101.06352941  10.93647059],1
p2,1,0.0,34.373464,[629 107] ; [74 43],[606.57444314 129.42555686] ; [96.42555686 20.57444314],1
n6,1,1e-06,24.258274,[632 102] ; [78 37],[613.82803298 120.17196702] ; [96.17196702 18.82803298],1
n5,1,8e-06,20.045806,[571 164] ; [67 48],[551.68235294 183.31764706] ; [86.31764706 28.68235294],1
p7,1,1e-05,19.597506,[480 240] ; [51 62],[458.96758703 261.03241297] ; [72.03241297 40.96758703],1
n4,1,2.3e-05,17.944109,[577 163] ; [68 46],[558.89929742 181.10070258] ; [86.10070258 27.89929742],1
p4,1,2.5e-05,17.797596,[454 282] ; [47 68],[433.2972973 302.7027027] ; [67.7027027 47.2972973],1
p3,1,3.9e-05,16.900675,[380 357] ; [36 80],[359.42790152 377.57209848] ; [56.57209848 59.42790152],1
r3,1,4.5e-05,16.662248,[700  36] ; [98 17],[690.16216216  45.83783784] ; [107.83783784   7.16216216],1
v4,1,6.5e-05,15.938515,[701  33] ; [100  16],[691.68705882  42.31294118] ; [109.31294118   6.68705882],1
r4,1,0.000207,13.763502,[664  76] ; [91 26],[651.92532089  88.07467911] ; [103.07467911  13.92532089],1
p8,1,0.000322,12.940783,[405 326] ; [43 72],[387.10165485 343.89834515] ; [60.89834515 54.10165485],1
s8,1,0.001797,9.746235,[340 396] ; [36 81],[324.42672919 411.57327081] ; [51.57327081 65.42672919],0
s6,1,0.002066,9.490313,[496 228] ; [62 53],[481.51609058 242.48390942] ; [76.48390942 38.51609058],0
s7,1,0.00278,8.946368,[359 348] ; [39 71],[344.41370869 362.58629131] ; [53.58629131 56.41370869],0
u3,1,0.004779,7.961211,[122  86] ; [16 29],[113.45454545  94.54545455] ; [24.54545455 20.45454545],0
u2,1,0.007492,7.151042,[124  84] ; [17 28],[115.92094862  92.07905138] ; [25.07905138 19.92094862],0
v1,1,0.007537,7.140351,[398 324] ; [48 67],[384.72162485 337.27837515] ; [61.27837515 53.72162485],0
p12,1,0.009113,6.800468,[ 64 673] ; [  2 114],[ 57.02461899 679.97538101] ; [  8.97538101 107.02461899],0
s1,1,0.010488,6.550082,[ 22 710] ; [  9 106],[ 26.79102715 705.20897285] ; [  4.20897285 110.79102715],0
a5,1,0.018974,5.503909,[551 189] ; [75 42],[540.53675613 199.46324387] ; [85.46324387 31.53675613],0
p6,1,0.031207,4.641559,[275 456] ; [31 83],[264.71715976 466.28284024] ; [41.28284024 72.71715976],0
s5,1,0.032123,4.591899,[258 455] ; [28 81],[248.07542579 464.92457421] ; [37.92457421 71.07542579],0
r1,1,0.047617,3.923444,[590 147] ; [82 32],[581.97884841 155.02115159] ; [90.02115159 23.97884841],0
a3,1,0.050881,3.812201,[530 208] ; [71 42],[521.19623972 216.80376028] ; [79.80376028 33.19623972],0
s2,1,0.066338,3.371393,[387 347] ; [51 66],[377.78143361 356.21856639] ; [60.21856639 56.78143361],0
n3,1,0.095335,2.781903,[114  41] ; [26 17],[109.5959596  45.4040404] ; [30.4040404 12.5959596],0
d5,1,0.106996,2.598039,[601 136] ; [88 29],[594.60538642 142.39461358] ; [94.39461358 22.60538642],0
v2,1,0.120359,2.412644,[408 302] ; [54 55],[400.51282051 309.48717949] ; [61.48717949 47.51282051],0
p5,1,0.150792,2.064226,[ 91 644] ; [  9 107],[ 86.36897767 648.63102233] ; [ 13.63102233 102.36897767],0
d4,1,0.156303,2.009631,[608 130] ; [90 27],[602.48421053 135.51578947] ; [95.51578947 21.48421053],0
s3,1,0.16328,1.943583,[412 317] ; [57 58],[405.09597156 323.90402844] ; [63.90402844 51.09597156],0
v3,1,0.204832,1.607579,[287 431] ; [37 73],[280.95652174 437.04347826] ; [43.04347826 66.95652174],0
b4,1,0.273175,1.200734,[432 308] ; [62 55],[426.55775963 313.44224037] ; [67.44224037 49.55775963],0
b5,1,0.288278,1.127644,[436 304] ; [75 42],[441.23687281 298.76312719] ; [69.76312719 47.23687281],0
n2,1,0.315343,1.008166,[119  37] ; [31 14],[116.41791045  39.58208955] ; [33.58208955 11.41791045],0
s4,1,0.364355,0.822827,[131 602] ; [25 92],[134.52705882 598.47294118] ; [21.47294118 95.52705882],0
d1,1,0.374595,0.788366,[437 303] ; [64 53],[432.60210035 307.39789965] ; [68.39789965 48.60210035],0
p1,1,0.423726,0.639958,[ 67 670] ; [  8 109],[ 64.72482436 672.27517564] ; [ 10.27517564 106.72482436],0
a4,1,0.501633,0.45148,[324 415] ; [47 69],[320.66549708 418.33450292] ; [50.33450292 65.66549708],0
a8,1,0.541282,0.373168,[ 88 592] ; [11 91],[ 86.08695652 593.91304348] ; [12.91304348 89.08695652],0
r2,1,0.57612,0.31255,[689  42] ; [105   8],[687.6943128  43.3056872] ; [106.3056872   6.6943128],0
a1,1,0.65004,0.205849,[ 32 708] ; [  4 113],[ 31.08518086 708.91481914] ; [  4.91481914 112.08518086],0
d3,1,0.704172,0.144169,[510 227] ; [83 34],[511.75761124 225.24238876] ; [81.24238876 35.75761124],0
d2,1,0.719468,0.129003,[347 390] ; [53 64],[345.19906323 391.80093677] ; [54.80093677 62.19906323],0
a2,1,0.743647,0.106947,[167 573] ; [28 89],[168.37806301 571.62193699] ; [26.62193699 90.37806301],0
n1,1,0.743742,0.106865,[57 98] ; [15 29],[56.08040201 98.91959799] ; [15.91959799 28.08040201],0
a6,1,0.748226,0.103028,[503 235] ; [78 39],[501.49473684 236.50526316] ; [79.50526316 37.49473684],0
a7,1,0.803189,0.062111,[539 199] ; [86 30],[540.10538642 197.89461358] ; [84.89461358 31.10538642],0
